userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
0,2008-10-23 04:30:57,2008-10-23 09:44:15,116.322261,39.998151,18798.0,14808,"User 0 will move from grid 14808 to grid 14800, arriving around in about 3 days, on 2008-10-26.","User 0 will move from grid 14808 to grid 14800, at 2008-10-26 15:03:47."
0,2008-10-23 09:44:15,2008-10-23 10:14:21,116.321396,40.007122,1806.0,14809,"User 0 will move from grid 14809 to grid 14806, arriving around in about 2 weeks, specifically next Monday.","User 0 will move from grid 14809 to grid 14806, at 2008-11-10 01:46:27."
0,2008-10-23 10:28:45,2008-10-26 13:44:12,116.319674,40.007457,270927.0,14809,"User 0 will move from grid 14809 to grid 14432, at 2008-10-28 00:38:31.","User 0 will move from grid 14809 to grid 14432, at 2008-10-28 00:38:31."
0,2008-10-27 12:03:59,2008-10-28 00:38:31,116.324088,40.007143,45272.0,14809,"User 0 will move from grid 14809 to grid 14431, at 2008-11-11 00:17:09.","User 0 will move from grid 14809 to grid 14431, at 2008-11-11 00:17:09."
0,2008-10-28 02:47:56,2008-10-28 05:03:02,116.313268,40.004289,8106.0,14620,"User 0 will move from grid 14620 to grid 14404, arriving around in about 5 months.","User 0 will move from grid 14620 to grid 14404, at 2009-04-10 08:54:48."
0,2008-10-28 05:03:02,2008-10-29 09:21:43,116.319636,40.007635,101921.0,14809,"User 0 will move from grid 14809 to grid 14805, arriving around later today, in the morning.","User 0 will move from grid 14809 to grid 14805, at 2008-10-29 09:44:03."
0,2008-11-03 10:15:51,2008-11-03 23:23:28,116.326645,39.996877,47257.0,14808,"User 0 will move from grid 14808 to grid 14807, arriving around in about 6 days, on 2008-11-10.","User 0 will move from grid 14808 to grid 14807, at 2008-11-10 03:40:42."
0,2008-11-04 03:23:48,2008-11-10 01:36:42,116.313291,40.004341,511974.0,14620,"User 0 will move from grid 14620 to grid 15746, arriving around in about 5 months.","User 0 will move from grid 14620 to grid 15746, at 2009-04-05 08:11:13."
0,2008-11-11 02:30:39,2008-11-12 02:30:08,116.313188,40.003984,86369.0,14620,,
0,2008-11-12 02:51:55,2008-11-12 03:32:57,116.324625,39.99969,2462.0,14808,,
0,2008-11-12 03:37:23,2008-11-12 04:24:57,116.32451,40.007138,2854.0,14809,,
0,2008-11-12 04:52:19,2008-11-13 06:52:04,116.321506,40.008973,93585.0,14809,,
0,2008-11-13 06:52:04,2008-11-13 07:36:14,116.319394,40.005306,2650.0,14809,"User 0 will move from grid 14809 to grid 16121, arriving around in about 5 months.","User 0 will move from grid 14809 to grid 16121, at 2009-04-04 11:24:14."
0,2008-11-13 11:06:24,2008-11-13 14:01:21,116.323682,40.001233,10497.0,14808,,
0,2008-11-14 01:53:45,2008-11-14 03:49:53,116.319723,40.007014,6968.0,14809,,
0,2008-11-14 03:56:20,2008-11-14 07:04:48,116.321231,40.007126,11308.0,14809,,
0,2008-11-14 07:04:48,2008-11-14 10:18:46,116.321477,40.00625,11638.0,14809,,
0,2008-11-14 10:18:46,2008-11-14 16:16:00,116.324281,40.007067,21434.0,14809,"User 0 will move from grid 14809 to grid 14995, arriving around in about 5 months.","User 0 will move from grid 14809 to grid 14995, at 2009-04-19 01:14:01."
0,2008-11-14 16:24:45,2008-11-15 01:03:13,116.321503,40.009224,31108.0,14809,"User 0 will move from grid 14809 to grid 14404, arriving around in about 5 months.","User 0 will move from grid 14809 to grid 14404, at 2009-04-13 08:41:53."
0,2008-11-15 01:03:13,2008-11-15 03:30:45,116.32097,40.006904,8852.0,14809,"User 0 will move from grid 14809 to grid 14429, arriving around in about 4 days, on 2008-11-19.","User 0 will move from grid 14809 to grid 14429, at 2008-11-19 13:47:56."
0,2008-11-15 04:08:25,2008-11-17 05:11:38,116.32154,40.006881,176593.0,14809,,
0,2008-11-17 05:12:03,2008-11-17 15:56:23,116.321475,40.007039,38660.0,14809,"User 0 will move from grid 14809 to grid 22173, arriving around in about 5 months.","User 0 will move from grid 14809 to grid 22173, at 2009-04-15 00:23:46."
0,2008-11-17 16:06:03,2008-11-18 10:55:41,116.324969,40.007496,67778.0,14809,,
0,2008-11-18 11:04:31,2008-11-18 16:20:13,116.325929,39.998036,18942.0,14808,,
