userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
0,2008-10-23 03:01:40,2008-10-23 04:08:07,116.301309,39.984345,3987.0,14428,,
0,2008-10-26 15:03:47,2008-10-27 11:54:52,116.320306,39.926631,75065.0,14800,"User 0 will move from grid 14800 to grid 14806, arriving around in about 5 months.","User 0 will move from grid 14800 to grid 14806, at 2009-04-04 10:21:59."
0,2008-10-28 00:38:31,2008-10-28 01:27:56,116.297269,40.012594,2965.0,14432,"User 0 will move from grid 14432 to grid 14431, at 2008-11-04 02:30:43.","User 0 will move from grid 14432 to grid 14431, at 2008-11-04 02:30:43."
0,2008-10-29 09:44:03,2008-11-03 10:13:41,116.327742,39.97019,433778.0,14805,"User 0 will move from grid 14805 to grid 14431, at 2008-11-04 00:01:18.","User 0 will move from grid 14805 to grid 14431, at 2008-11-04 00:01:18."
0,2008-11-04 00:01:18,2008-11-04 01:17:23,116.301391,40.008332,4565.0,14431,,
0,2008-11-04 02:30:43,2008-11-04 03:03:13,116.296752,40.007063,1950.0,14431,"User 0 will move from grid 14431 to grid 14803, arriving around in about 1 weeks, specifically next Thursday.","User 0 will move from grid 14431 to grid 14803, at 2008-11-13 07:50:34."
0,2008-11-10 01:46:27,2008-11-10 03:35:22,116.327105,39.9799,6535.0,14806,,
0,2008-11-10 03:40:42,2008-11-11 00:17:09,116.327001,39.989265,74187.0,14807,,
0,2008-11-11 00:17:09,2008-11-11 01:00:59,116.29693,40.011438,2630.0,14431,"User 0 will move from grid 14431 to grid 14810, at 2008-11-13 14:01:21.","User 0 will move from grid 14431 to grid 14810, at 2008-11-13 14:01:21."
0,2008-11-13 07:50:34,2008-11-13 11:03:09,116.317337,39.953094,11555.0,14803,"User 0 will move from grid 14803 to grid 14052, arriving around in about 5 months.","User 0 will move from grid 14803 to grid 14052, at 2009-04-04 07:22:09."
0,2008-11-13 14:01:21,2008-11-14 01:53:45,116.324611,40.015903,42744.0,14810,,
0,2008-11-19 13:47:56,2008-11-20 03:57:41,116.301001,39.985464,50985.0,14429,"User 0 will move from grid 14429 to grid 14617, arriving around in about 2 days, on 2008-11-22.","User 0 will move from grid 14429 to grid 14617, at 2008-11-22 05:53:35."
0,2008-11-22 05:53:35,2008-11-23 10:21:58,116.310369,39.979892,102503.0,14617,,
0,2009-04-04 07:22:09,2009-04-04 09:24:49,116.277807,39.996937,7360.0,14052,,
0,2009-04-04 10:21:59,2009-04-04 11:22:44,116.318724,39.979896,3645.0,14806,,
0,2009-04-04 11:24:14,2009-04-04 12:37:49,116.405131,39.908138,4415.0,16121,,
0,2009-04-05 07:34:53,2009-04-05 08:11:13,116.37212,39.943521,2180.0,15558,"User 0 will move from grid 15558 to grid 14807, arriving around in about 2 months.","User 0 will move from grid 15558 to grid 14807, at 2009-06-07 09:00:55."
0,2009-04-05 08:11:13,2009-04-05 09:28:38,116.383952,39.938143,4645.0,15746,,
0,2009-04-05 10:04:58,2009-04-05 11:25:08,116.374615,39.944104,4810.0,15558,,
0,2009-04-06 03:49:30,2009-04-06 04:43:35,116.587793,40.079074,3245.0,19164,,
0,2009-04-06 09:48:37,2009-04-06 10:42:37,116.325337,39.989762,3240.0,14807,,
0,2009-04-10 08:54:48,2009-04-10 13:06:08,116.299808,39.764222,15080.0,14404,"User 0 will move from grid 14404 to grid 16310, arriving around in about 2 weeks, specifically next Saturday.","User 0 will move from grid 14404 to grid 16310, at 2009-04-25 02:02:41."
0,2009-04-11 08:41:52,2009-04-11 13:06:24,116.29981,39.76417,15872.0,14404,,
0,2009-04-12 08:46:39,2009-04-12 13:06:20,116.299752,39.76408,15581.0,14404,"User 0 will move from grid 14404 to grid 15180, arriving around in about 2 weeks, specifically next Saturday.","User 0 will move from grid 14404 to grid 15180, at 2009-04-25 01:24:46."
0,2009-04-13 08:41:53,2009-04-13 13:06:13,116.299859,39.764172,15860.0,14404,,
0,2009-04-13 22:51:30,2009-04-14 05:06:20,116.29977,39.76384,22490.0,14404,,
0,2009-04-14 11:30:36,2009-04-14 12:21:16,116.332887,39.979488,3040.0,14995,,
0,2009-04-14 13:32:01,2009-04-15 00:20:21,116.796601,39.95122,38900.0,22363,,
0,2009-04-15 00:23:46,2009-04-15 07:40:13,116.784416,39.946791,26187.0,22173,,
0,2009-04-15 08:18:48,2009-04-15 09:13:53,116.477834,39.907073,3305.0,17255,,
0,2009-04-19 01:14:01,2009-04-19 02:02:06,116.33293,39.979255,2885.0,14995,,
0,2009-04-19 03:58:21,2009-04-19 04:48:56,116.789244,39.944125,3035.0,22362,,
0,2009-04-19 04:48:56,2009-04-19 10:13:37,116.784414,39.94657,19481.0,22173,"User 0 will move from grid 22173 to grid 17255, at 2009-04-19 10:59:22.","User 0 will move from grid 22173 to grid 17255, at 2009-04-19 10:59:22."
0,2009-04-19 10:59:22,2009-04-19 11:50:02,116.478025,39.906997,3040.0,17255,,
0,2009-04-22 03:17:50,2009-04-22 04:00:28,116.327086,39.98005,2558.0,14806,,
0,2009-04-25 01:24:46,2009-04-25 02:02:41,116.345508,39.944075,2275.0,15180,,
0,2009-04-25 02:02:41,2009-04-25 04:27:02,116.412659,39.906561,8661.0,16310,,
0,2009-04-25 11:23:06,2009-04-25 12:11:17,116.33279,39.979904,2891.0,14995,,
0,2009-04-25 13:20:02,2009-04-25 17:03:06,116.796296,39.951152,13384.0,22363,,
0,2009-04-25 17:14:56,2009-04-25 18:05:01,116.785677,39.947793,3005.0,22173,,
0,2009-04-25 18:05:01,2009-04-26 03:06:14,116.796452,39.951292,32473.0,22363,,
