userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
91,2007-08-09 14:34:48,2007-08-10 01:46:26,116.324983333333,40.08405,40298.0,14817,"User 91 will move from grid 14817 to grid 14627, arriving around later today, late at night.","User 91 will move from grid 14817 to grid 14627, at 2007-08-10 01:54:48."
91,2007-08-14 01:21:08,2007-08-14 14:42:02,116.333116666667,39.9752166666667,48054.0,14994,"User 91 will move from grid 14994 to grid 15008, arriving around in about 3 months.","User 91 will move from grid 14994 to grid 15008, at 2007-11-26 22:36:16."
91,2007-08-14 14:42:02,2007-08-15 01:50:07,116.326616666667,40.0859833333333,40085.0,14818,"User 91 will move from grid 14818 to grid 14438, at 2007-08-15 02:23:07.","User 91 will move from grid 14818 to grid 14438, at 2007-08-15 02:23:07."
91,2007-08-21 13:39:25,2007-08-22 02:06:52,116.325,40.0839166666667,44847.0,14817,"User 91 will move from grid 14817 to grid 14995, arriving around in about 4 months.","User 91 will move from grid 14817 to grid 14995, at 2007-12-09 10:25:47."
91,2007-11-05 13:24:51,2007-11-06 00:03:33,116.325016666667,40.0839333333333,38322.0,14817,"User 91 will move from grid 14817 to grid 14628, arriving around in about 2 months.","User 91 will move from grid 14817 to grid 14628, at 2008-01-05 13:41:33."
91,2007-11-06 00:08:03,2007-11-06 14:31:49,116.327266666667,40.0788333333333,51826.0,14817,"User 91 will move from grid 14817 to grid 15005, arriving around in about 5 days, on 2007-11-12.","User 91 will move from grid 14817 to grid 15005, at 2007-11-12 00:14:38."
91,2007-11-06 14:38:04,2007-11-08 12:47:31,116.325416666667,40.0840166666667,166167.0,14817,,
91,2007-11-08 12:55:23,2007-11-09 05:56:22,116.325166666667,40.08405,61259.0,14817,"User 91 will move from grid 14817 to grid 14617, at 2007-11-09 06:16:55.","User 91 will move from grid 14817 to grid 14617, at 2007-11-09 06:16:55."
91,2007-11-09 13:00:12,2007-11-12 00:11:11,116.326116666667,40.0842333333333,213059.0,14817,,
91,2007-11-12 14:29:40,2007-11-14 13:56:50,116.325066666667,40.084,170830.0,14817,"User 91 will move from grid 14817 to grid 14816, arriving around in about 6 days, on 2007-11-20.","User 91 will move from grid 14817 to grid 14816, at 2007-11-20 14:34:37."
91,2007-11-14 13:56:50,2007-11-14 14:27:00,116.334,39.9754333333333,1810.0,14994,"User 91 will move from grid 14994 to grid 14066, arriving around in about 1 weeks, specifically next Saturday.","User 91 will move from grid 14994 to grid 14066, at 2007-11-24 21:29:02."
91,2007-11-14 14:27:00,2007-11-15 00:44:02,116.325683333333,40.08405,37022.0,14817,,
91,2007-11-15 01:21:52,2007-11-15 13:29:13,116.333,39.9753333333333,43641.0,14994,"User 91 will move from grid 14994 to grid 14995, arriving around in about 2 weeks, specifically next Tuesday.","User 91 will move from grid 14994 to grid 14995, at 2007-11-27 19:54:11."
91,2007-11-15 13:29:13,2007-11-15 23:52:05,116.326283333333,40.0851333333333,37372.0,14818,"User 91 will move from grid 14818 to grid 14806, arriving around later today, in the morning.","User 91 will move from grid 14818 to grid 14806, at 2007-11-16 07:39:18."
91,2007-11-15 23:52:05,2007-11-16 05:03:24,116.323116666667,40.0839833333333,18679.0,14817,,
91,2007-11-19 23:45:58,2007-11-20 13:59:45,116.326,40.0844,51227.0,14817,,
