userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
41,2009-02-13 08:01:42,2009-02-13 10:13:20,116.2687783,39.9000049,7898.0,13852,"User 41 will move from grid 13852 to grid 14232, at 2009-06-09 10:02:38.","User 41 will move from grid 13852 to grid 14232, at 2009-06-09 10:02:38."
41,2009-02-14 05:59:26,2009-02-14 07:55:27,116.2609333,39.91045,6961.0,13853,"User 41 will move from grid 13853 to grid 14583, arriving around in about 2 months.","User 41 will move from grid 13853 to grid 14583, at 2009-04-14 06:08:35."
41,2009-02-15 22:58:08,2009-02-16 00:20:01,116.2583266,39.8630966,4913.0,13848,"User 41 will move from grid 13848 to grid 9379, arriving around in about 2 weeks, specifically next Thursday.","User 41 will move from grid 13848 to grid 9379, at 2009-03-05 02:11:56."
41,2009-02-16 02:53:17,2009-02-16 04:01:26,116.2589366,39.863125,4089.0,13848,"User 41 will move from grid 13848 to grid 14423, at 2009-02-25 06:35:51.","User 41 will move from grid 13848 to grid 14423, at 2009-02-25 06:35:51."
41,2009-02-16 08:50:52,2009-02-16 09:23:19,116.2588149,39.8631166,1947.0,13848,"User 41 will move from grid 13848 to grid 13850, arriving around in about 2 days, on 2009-02-19.","User 41 will move from grid 13848 to grid 13850, at 2009-02-19 02:08:36."
41,2009-02-16 09:52:33,2009-02-16 10:29:12,116.2587066,39.8992033,2199.0,13852,"User 41 will move from grid 13852 to grid 13099, arriving around in about 1 weeks, specifically next Wednesday.","User 41 will move from grid 13852 to grid 13099, at 2009-02-25 04:50:09."
41,2009-02-16 10:31:07,2009-02-16 22:18:40,116.2659116,39.9059683,42453.0,13853,"User 41 will move from grid 13853 to grid 14035, arriving around in about 1 weeks, specifically next Thursday.","User 41 will move from grid 13853 to grid 14035, at 2009-02-26 05:52:25."
41,2009-02-17 12:34:11,2009-02-18 03:55:00,116.2661316,39.9060066,55249.0,13853,"User 41 will move from grid 13853 to grid 14041, at 2009-02-18 08:57:20.","User 41 will move from grid 13853 to grid 14041, at 2009-02-18 08:57:20."
41,2009-02-18 21:45:54,2009-02-18 22:24:01,116.2583499,39.8630583,2287.0,13848,"User 41 will move from grid 13848 to grid 13851, arriving around in about 1 weeks, specifically next Thursday.","User 41 will move from grid 13848 to grid 13851, at 2009-02-26 09:47:51."
41,2009-02-18 23:24:33,2009-02-19 00:32:31,116.2583266,39.863085,4078.0,13848,"User 41 will move from grid 13848 to grid 15001, arriving around in about 2 weeks, specifically next Thursday.","User 41 will move from grid 13848 to grid 15001, at 2009-03-05 01:10:48."
41,2009-02-19 02:54:53,2009-02-19 05:39:08,116.2583699,39.8630783,9855.0,13848,"User 41 will move from grid 13848 to grid 14797, at 2009-03-04 09:28:49.","User 41 will move from grid 13848 to grid 14797, at 2009-03-04 09:28:49."
41,2009-02-19 07:00:16,2009-02-19 09:20:59,116.2587633,39.8609199,8443.0,13848,"User 41 will move from grid 13848 to grid 14230, arriving around in about 2 weeks, specifically next Sunday.","User 41 will move from grid 13848 to grid 14230, at 2009-03-08 08:01:19."
41,2009-02-19 22:47:38,2009-02-20 06:07:23,116.2582866,39.8631383,26385.0,13848,"User 41 will move from grid 13848 to grid 19538, arriving around in about 2 months.","User 41 will move from grid 13848 to grid 19538, at 2009-04-21 05:26:09."
41,2009-02-20 07:24:38,2009-02-20 09:59:27,116.2584049,39.863045,9289.0,13848,"User 41 will move from grid 13848 to grid 14617, arriving around in about 6 days, on 2009-02-27.","User 41 will move from grid 13848 to grid 14617, at 2009-02-27 02:04:59."
41,2009-02-20 13:09:57,2009-02-20 13:47:21,116.2653083,39.8641549,2244.0,13848,"User 41 will move from grid 13848 to grid 14582, at 2009-02-22 06:04:34.","User 41 will move from grid 13848 to grid 14582, at 2009-02-22 06:04:34."
41,2009-02-20 14:14:09,2009-02-21 07:47:08,116.2660949,39.9056616,63179.0,13853,"User 41 will move from grid 13853 to grid 13282, at 2009-03-02 01:08:33.","User 41 will move from grid 13853 to grid 13282, at 2009-03-02 01:08:33."
41,2009-02-21 23:52:58,2009-02-22 02:56:55,116.25841,39.8630566,11037.0,13848,"User 41 will move from grid 13848 to grid 14415, at 2009-03-08 00:08:36.","User 41 will move from grid 13848 to grid 14415, at 2009-03-08 00:08:36."
41,2009-02-22 03:32:11,2009-02-22 05:06:00,116.25833,39.8631183,5629.0,13848,"User 41 will move from grid 13848 to grid 14603, arriving around in about 2 months.","User 41 will move from grid 13848 to grid 14603, at 2009-04-30 02:08:15."
41,2009-02-22 10:22:04,2009-02-22 22:33:35,116.2587033,39.8991883,43891.0,13852,"User 41 will move from grid 13852 to grid 16694, arriving around in about 1 weeks, specifically next Tuesday.","User 41 will move from grid 13852 to grid 16694, at 2009-03-03 03:43:07."
41,2009-02-23 04:23:08,2009-02-23 07:49:45,116.2589766,39.8631049,12397.0,13848,"User 41 will move from grid 13848 to grid 13847, at 2009-02-23 09:50:27.","User 41 will move from grid 13848 to grid 13847, at 2009-02-23 09:50:27."
41,2009-02-23 10:46:29,2009-02-23 22:28:34,116.26959,39.904495,42125.0,13853,"User 41 will move from grid 13853 to grid 14583, arriving around in about 2 months.","User 41 will move from grid 13853 to grid 14583, at 2009-05-03 03:02:42."
