,userID,stime,etime,lon,lat,duration,grid
39,051,2007-12-08 17:05:34,2007-12-08 18:21:52,116.3161,39.9636783,4578.0,14615
113,051,2007-12-08 18:21:52,2007-12-08 20:42:47,116.3118649,39.9744416,8455.0,14616
131,051,2007-12-08 20:42:47,2007-12-08 21:19:34,116.3075349,39.9839699,2207.0,14617
231,051,2007-12-08 21:32:03,2007-12-14 19:25:17,116.2983466,39.9905983,510794.0,14429
322,051,2007-12-14 19:25:17,2007-12-14 23:08:45,116.3076449,39.9882766,13408.0,14618
336,051,2007-12-14 23:08:45,2007-12-15 00:09:02,116.3036899,39.9935816,3617.0,14429
373,051,2007-12-15 00:26:03,2007-12-15 01:07:09,116.3018966,39.9901166,2466.0,14429
396,051,2007-12-15 01:07:09,2007-12-15 09:39:18,116.3013416,39.9897783,30729.0,14429
410,051,2007-12-15 09:39:18,2007-12-15 11:00:31,116.4204216,39.9025816,4873.0,16309
450,051,2007-12-15 11:00:31,2007-12-15 12:24:18,116.3932049,39.9066416,5027.0,15932
526,051,2007-12-15 12:24:18,2007-12-15 13:44:05,116.3874949,39.9468633,4787.0,15936
537,051,2007-12-15 13:44:05,2007-12-15 15:17:16,116.3878766,39.9435666,5591.0,15936
594,051,2007-12-15 15:26:55,2007-12-15 16:53:45,116.383785,39.937975,5210.0,15746
700,051,2007-12-15 17:03:43,2007-12-15 17:37:18,116.3660283,39.9441633,2015.0,15558
713,051,2007-12-15 17:57:05,2007-12-15 19:44:10,116.4050783,39.9088166,6425.0,16121
772,051,2007-12-15 20:14:01,2007-12-15 20:55:37,116.4201566,39.9027766,2496.0,16309
825,051,2007-12-15 20:59:45,2007-12-16 14:07:35,116.4217999,39.8387899,61670.0,16302
916,051,2007-12-16 14:53:05,2007-12-16 15:30:48,116.4068833,39.8818433,2263.0,16118
938,051,2007-12-16 15:30:48,2007-12-16 16:47:14,116.4068816,39.8800083,4586.0,16118
1225,051,2007-12-16 18:12:52,2007-12-16 18:47:12,116.4216166,39.836,2060.0,16302
1247,051,2007-12-16 19:08:13,2007-12-18 17:56:39,116.4235816,39.8369533,168506.0,16491
1255,051,2007-12-18 17:56:39,2007-12-18 18:46:17,116.2986466,39.9915816,2978.0,14429
1432,051,2007-12-18 19:09:51,2007-12-18 19:42:56,116.3485733,39.9390233,1985.0,15179
1453,051,2007-12-18 19:42:56,2007-12-18 20:33:35,116.4198516,39.9030049,3039.0,16309
1573,051,2007-12-18 21:13:19,2007-12-20 15:39:05,116.2986716,39.9917916,152746.0,14429
1577,051,2007-12-20 15:39:05,2007-12-20 18:04:05,116.3298449,39.9752733,8700.0,14994
1720,051,2007-12-20 18:46:13,2007-12-22 16:09:51,116.2981249,39.9904849,163418.0,14429
1896,051,2007-12-22 16:55:14,2007-12-22 20:53:23,116.3602483,39.9601683,14289.0,15371
2155,051,2007-12-22 21:15:41,2007-12-24 17:12:47,116.2985666,39.9913683,158226.0,14429
2168,051,2007-12-24 17:12:47,2007-12-24 18:51:41,116.2998416,39.9862616,5934.0,14429
2211,051,2007-12-24 19:04:08,2007-12-24 21:35:00,116.3105033,39.9784716,9052.0,14617
2349,051,2007-12-24 22:14:35,2007-12-24 23:22:05,116.3130649,39.9649883,4050.0,14615
2438,051,2007-12-24 23:59:05,2007-12-28 15:24:34,116.29871,39.9893333,314729.0,14429
2493,051,2007-12-28 15:30:21,2007-12-28 16:21:02,116.3351333,39.9885116,3041.0,14996
2671,051,2007-12-28 17:55:33,2007-12-28 18:59:52,116.3016199,39.9656399,3859.0,14426
2779,051,2007-12-28 19:35:00,2007-12-31 10:03:10,116.3107616,39.9904449,224890.0,14618
3158,051,2007-12-31 12:03:45,2007-12-31 15:10:07,116.483105,39.8918966,11182.0,17442
3174,051,2007-12-31 15:10:07,2007-12-31 17:32:07,116.48342,39.8897299,8520.0,17442
3675,051,2007-12-31 19:31:03,2007-12-31 21:21:41,116.3013666,39.9894516,6638.0,14429
3732,051,2007-12-31 21:32:12,2008-01-01 15:50:46,116.2314533,40.0341799,65914.0,13300
3739,051,2008-01-01 16:22:07,2008-01-01 17:19:37,116.3251266,39.9369016,3450.0,14801
3751,051,2008-01-01 17:19:37,2008-01-01 18:51:42,116.3665883,39.9400399,5525.0,15557
3896,051,2008-01-01 19:11:43,2008-01-01 21:43:09,116.3117383,39.9738766,9086.0,14616
4029,051,2008-01-01 21:56:07,2008-01-07 21:33:47,116.2989066,39.9890899,517060.0,14429
4081,051,2008-01-07 21:48:07,2008-01-08 17:47:34,116.2982166,39.9917749,71967.0,14429
4083,051,2008-01-08 17:47:34,2008-01-12 08:52:37,116.3021483,39.9864816,313503.0,14429
4234,051,2008-01-12 09:26:00,2008-01-15 11:47:50,116.3094333,39.9782066,267710.0,14617
4459,051,2008-01-15 12:43:28,2008-01-15 14:03:10,116.3113299,39.9758266,4782.0,14616
4598,051,2008-01-15 14:30:17,2008-01-19 10:34:40,116.2983066,39.9896833,331463.0,14429
4675,051,2008-01-19 10:45:51,2008-01-19 11:34:11,116.3790583,39.9722149,2900.0,15750
5365,051,2008-01-19 12:36:20,2008-01-19 17:20:15,116.3934033,39.8541533,17035.0,15926
5394,051,2008-01-19 17:20:15,2008-01-19 18:05:13,116.3933999,39.85538,2698.0,15926
5520,051,2008-01-19 19:11:13,2008-01-21 08:09:11,116.3002933,39.9890666,133078.0,14429
5857,051,2008-01-21 09:16:11,2008-01-21 11:45:59,116.3935333,39.8524033,8988.0,15926
5901,051,2008-01-21 11:45:59,2008-01-21 12:57:05,116.3727583,39.8213566,4266.0,15544
5907,051,2008-01-21 13:06:44,2008-01-21 17:05:08,116.3941066,39.8595899,14304.0,15927
6352,051,2008-01-21 17:55:27,2008-01-21 18:37:29,116.3041683,39.9454649,2522.0,14424
6497,051,2008-02-02 08:51:15,2008-02-02 20:11:11,116.4088966,39.9871933,40796.0,16130
6540,051,2008-02-02 20:11:11,2008-02-02 22:14:20,116.4212566,39.9028749,7389.0,16309
15422,051,2008-02-21 11:00:26,2008-02-21 18:11:46,116.3014649,39.9835983,25880.0,14428
15484,051,2008-02-21 18:31:14,2008-02-22 09:00:48,116.2999099,39.989195,52174.0,14429
15492,051,2008-02-22 09:11:54,2008-02-22 11:32:56,116.2933,39.9927433,8462.0,14429
15577,051,2008-02-22 11:32:56,2008-02-22 12:44:03,116.3004616,39.989055,4267.0,14429
15650,051,2008-02-22 12:53:07,2008-02-22 16:02:26,116.3132049,39.9702616,11359.0,14616
15814,051,2008-03-09 12:25:48,2008-03-09 13:02:47,116.2998716,39.9891116,2219.0,14429
15840,051,2008-03-09 13:19:26,2008-03-09 13:59:32,116.3006683,39.9890999,2406.0,14429
15961,051,2008-03-09 14:22:54,2008-03-09 15:07:16,116.301435,39.9697083,2662.0,14427
16048,051,2008-03-09 15:37:23,2008-03-09 17:16:04,116.3137899,39.9683566,5921.0,14616
16090,051,2008-03-09 17:32:09,2008-03-09 20:58:42,116.3069016,39.97128,12393.0,14616
16187,051,2008-03-24 08:58:08,2008-03-24 09:34:40,116.3844599,39.9761649,2192.0,15750
16320,051,2008-03-24 10:18:09,2008-03-24 17:30:30,116.310615,39.9810749,25941.0,14617
16371,051,2008-03-24 17:30:30,2008-03-26 15:30:46,116.3013199,39.9873683,165616.0,14429
16437,051,2008-03-26 15:42:48,2008-03-26 18:16:04,116.31053,39.980025,9196.0,14617
16609,051,2008-03-26 19:03:22,2008-03-28 08:58:05,116.3034816,39.9900149,136483.0,14429
16614,051,2008-03-28 08:58:05,2008-03-28 14:46:38,116.3119649,39.9757383,20913.0,14616
16619,051,2008-03-28 14:46:38,2008-03-29 11:10:40,116.29873,39.9896866,73442.0,14429
16686,051,2008-04-30 08:31:45,2008-04-30 18:11:47,116.3025049,39.9897049,34802.0,14429
