,userID,stime,etime,lon,lat,duration,grid
247,103,2008-08-27 06:06:03,2008-08-27 09:26:13,116.3478916,39.9802166,12010.0,15184
2020,103,2008-08-27 10:22:31,2008-08-27 23:38:13,116.3013949,39.9278349,47742.0,14422
2758,103,2008-08-28 00:09:52,2008-08-28 10:19:05,116.3475849,39.9801183,36553.0,15184
3391,103,2008-08-28 10:37:15,2008-08-28 23:40:17,116.3013616,39.9279066,46982.0,14422
4550,103,2008-08-29 00:20:13,2008-08-29 09:33:39,116.3478133,39.980155,33206.0,15184
6004,103,2008-08-29 10:18:39,2008-08-30 05:42:40,116.285615,39.9619283,69841.0,14237
7010,103,2008-08-30 06:42:52,2008-08-30 07:34:48,116.0034599,40.54665,3116.0,9766
7753,103,2008-08-30 07:48:53,2008-08-30 09:04:31,116.0011049,40.5475066,4538.0,9766
7998,103,2008-08-30 09:32:49,2008-08-31 02:54:40,115.971,40.4585733,62511.0,9189
8051,103,2008-08-31 02:54:40,2008-08-31 03:31:08,116.01737,40.5421849,2188.0,9954
8069,103,2008-08-31 03:31:08,2008-08-31 04:05:55,115.9789216,40.4652183,2087.0,9379
8558,103,2008-08-31 04:05:55,2008-08-31 05:36:38,115.9713433,40.4570799,5443.0,9189
9037,103,2008-08-31 05:55:46,2008-08-31 07:28:25,116.3659666,39.9440749,5559.0,15558
9114,103,2008-08-31 07:30:57,2008-09-01 05:01:12,116.3013516,39.9278,77415.0,14422
9129,103,2008-09-01 05:01:12,2008-09-02 04:55:18,116.347875,39.9813099,86046.0,15184
9451,103,2008-09-02 05:01:07,2008-09-02 10:31:29,116.3477749,39.9801216,19822.0,15184
9994,103,2008-09-02 10:57:16,2008-09-02 12:50:18,116.3125,39.9306133,6782.0,14611
10592,103,2008-09-02 13:00:48,2008-09-03 06:44:48,116.3013616,39.9271866,63840.0,14422
11165,103,2008-09-03 06:44:48,2008-09-03 08:02:36,116.2952566,39.9260833,4668.0,14422
11561,103,2008-09-03 08:02:36,2008-09-04 01:51:46,116.2953066,39.9261166,64150.0,14422
12144,103,2008-09-04 01:58:59,2008-09-04 04:05:18,116.3131899,39.9266399,7579.0,14611
12354,103,2008-09-04 04:13:37,2008-09-04 06:49:52,116.3005766,39.9266999,9375.0,14422
13070,103,2008-09-04 07:04:03,2008-09-04 08:27:57,116.3369549,39.9216733,5034.0,14988
13673,103,2008-09-04 08:54:58,2008-09-05 04:20:16,116.3012133,39.9265999,69918.0,14422
15002,103,2008-09-05 05:03:05,2008-09-05 09:44:36,116.3474583,39.980225,16891.0,15184
16492,103,2008-09-05 10:34:32,2008-09-06 12:09:29,116.3013933,39.9278933,92097.0,14422
17111,103,2008-09-06 12:13:15,2008-09-06 14:03:51,116.3132999,39.9370816,6636.0,14612
17305,103,2008-09-06 14:03:51,2008-09-08 05:13:57,116.2935766,39.9317216,141006.0,14423
17725,103,2008-09-08 05:23:47,2008-09-08 10:15:59,116.3477433,39.9801983,17532.0,15184
18268,103,2008-09-08 10:24:43,2008-09-08 13:41:19,116.3131583,39.9846933,11796.0,14617
18645,103,2008-09-08 13:46:28,2008-09-09 04:38:36,116.3006199,39.9710683,53528.0,14427
19693,103,2008-09-09 05:17:52,2008-09-09 09:34:23,116.347575,39.9802066,15391.0,15184
21111,103,2008-09-09 10:18:30,2008-09-11 05:52:27,116.3013883,39.9282033,156837.0,14422
21959,103,2008-09-11 06:21:30,2008-09-11 07:12:44,116.3885383,39.9801233,3074.0,15940
22530,103,2008-09-11 07:12:44,2008-09-11 12:33:13,116.3866583,39.9890716,19229.0,15752
23600,103,2008-09-11 13:03:29,2008-09-11 23:20:18,116.3013783,39.9279933,37009.0,14422
24199,103,2008-09-11 23:45:42,2008-09-12 00:59:20,116.3686983,40.0161299,4418.0,15566
25901,103,2008-09-12 01:53:25,2008-09-12 02:56:21,116.38387,40.0222216,3776.0,15756
26539,103,2008-09-12 03:29:59,2008-09-12 04:21:55,116.0276633,40.031175,3116.0,10087
26839,103,2008-09-12 04:57:11,2008-09-14 00:43:46,116.4798466,40.03194,157595.0,17269
26945,103,2008-09-14 00:56:53,2008-09-14 02:00:51,116.3035066,39.9279033,3838.0,14422
27039,103,2008-09-14 02:01:16,2008-09-14 03:31:00,116.1364849,39.7296449,5384.0,11754
27048,103,2008-09-14 03:31:00,2008-09-14 06:51:19,116.1350283,39.7351383,12019.0,11755
27456,103,2008-09-14 07:12:29,2008-09-15 09:00:05,116.3013966,39.9280699,92856.0,14422
28308,103,2008-09-15 09:02:19,2008-09-15 12:04:39,116.1930949,39.9681249,10940.0,12726
29163,103,2008-09-15 12:44:24,2008-09-15 22:53:26,116.3013866,39.9308266,36542.0,14422
29532,103,2008-09-15 22:57:36,2008-09-16 04:46:14,116.2996583,39.9261116,20918.0,14422
29911,103,2008-09-16 04:46:14,2008-09-16 05:20:56,116.3017983,39.92913,2082.0,14422
29941,103,2008-09-16 05:20:56,2008-09-16 10:12:37,116.34747,39.9824016,17501.0,15184
30078,103,2008-09-16 10:21:22,2008-09-16 12:44:29,116.3345166,39.9568133,8587.0,14992
30326,103,2008-09-16 13:05:16,2008-09-16 13:36:59,116.3367433,39.9574066,1903.0,14992
31485,103,2008-09-16 13:59:08,2008-09-17 11:27:26,116.2978366,39.9350583,77298.0,14423
31892,103,2008-09-17 11:41:54,2008-09-17 14:00:57,116.336455,39.9258782,8343.0,14989
32336,103,2008-09-17 14:14:41,2008-09-18 04:29:47,116.2951783,39.9261166,51306.0,14422
34053,103,2008-09-18 05:13:43,2008-09-18 07:14:09,116.3476616,39.9815116,7226.0,15184
34410,103,2008-09-18 07:14:09,2008-09-19 06:11:41,116.3476716,39.9800349,82652.0,15184
35210,103,2008-09-19 06:48:44,2008-09-19 09:35:47,116.34777,39.9802533,10023.0,15184
35778,103,2008-09-19 09:55:11,2008-09-19 10:34:58,116.3414366,39.9441133,2387.0,15180
35785,103,2008-09-19 10:34:58,2008-09-20 06:10:17,116.2983116,39.9292966,70519.0,14422
36066,103,2008-09-20 06:42:12,2008-09-20 10:46:38,116.3015166,39.98381,14666.0,14428
