,userID,stime,etime,lon,lat,duration,grid
561,088,2008-09-26 11:13:15,2008-09-27 05:50:40,116.3421849,39.983295,67045.0,15184
562,088,2008-09-27 05:50:40,2008-09-27 11:49:22,116.3502183,39.9340633,21522.0,15179
1461,088,2008-09-27 13:05:36,2008-09-27 23:29:26,116.3525449,39.9800916,37430.0,15373
2287,088,2008-09-27 23:52:07,2008-09-28 07:50:42,116.3485233,39.9365399,28715.0,15179
3115,088,2008-09-28 08:47:50,2008-09-28 10:15:03,116.3675483,39.9170599,5233.0,15555
3294,088,2008-09-28 10:15:03,2008-09-28 12:11:15,116.3673349,39.9077816,6972.0,15554
3516,088,2008-09-28 12:23:06,2008-09-28 13:19:43,116.3670216,39.9261799,3397.0,15556
4226,088,2008-09-28 13:42:02,2008-09-28 23:26:08,116.3603299,39.977125,35046.0,15373
4792,088,2008-09-28 23:50:28,2008-09-29 09:45:45,116.3484966,39.9360516,35717.0,15179
5152,088,2008-09-29 10:03:44,2008-09-29 10:42:25,116.3485683,39.9831933,2321.0,15184
7118,088,2008-09-29 12:29:23,2008-09-30 12:43:09,116.4074483,39.8596899,87226.0,16116
7205,088,2008-09-30 12:47:09,2008-09-30 13:30:42,116.4126833,39.8542966,2613.0,16304
7490,088,2008-09-30 13:30:42,2008-10-01 00:54:33,116.4074333,39.8587433,41031.0,16115
9174,088,2008-10-01 02:22:30,2008-10-01 03:17:49,116.3600733,39.9804983,3319.0,15373
9942,088,2008-10-01 03:19:18,2008-10-01 04:18:05,116.3608749,39.9800866,3527.0,15373
10139,088,2008-10-01 04:24:34,2008-10-01 10:57:32,116.3603283,39.9777233,23578.0,15373
12399,088,2008-10-01 12:52:31,2008-10-02 12:58:32,116.4074149,39.8597166,86761.0,16116
12810,088,2008-10-02 13:18:51,2008-10-03 02:02:32,116.4074316,39.8588382,45821.0,16115
12882,088,2008-10-03 02:03:53,2008-10-03 02:38:40,116.4074649,39.8597666,2087.0,16116
13003,088,2008-10-03 02:38:40,2008-10-03 04:41:30,116.4154649,39.8631649,7370.0,16305
13543,088,2008-10-03 04:49:02,2008-10-03 09:32:32,116.407425,39.8598516,17010.0,16116
14069,088,2008-10-03 10:09:02,2008-10-04 12:26:29,116.4074233,39.8560016,94647.0,16115
14482,088,2008-10-04 12:26:29,2008-10-04 13:11:45,116.4074616,39.8587583,2716.0,16115
15179,088,2008-10-04 13:11:45,2008-10-04 22:40:38,116.4073916,39.8588166,34133.0,16115
16790,088,2008-10-04 23:55:38,2008-10-05 09:42:04,116.3478133,39.9351033,35186.0,15179
17623,088,2008-10-05 10:30:33,2008-10-05 23:18:21,116.3602899,39.9784349,46068.0,15373
17785,088,2008-10-06 00:03:26,2008-10-06 08:30:55,116.3484799,39.9360599,30449.0,15179
17955,088,2008-10-06 09:01:53,2008-10-06 09:38:46,116.3485683,39.9830216,2213.0,15184
18396,088,2008-10-06 09:41:42,2008-10-06 12:01:23,116.3603316,39.9775466,8381.0,15373
18505,088,2008-10-06 12:04:46,2008-10-06 23:35:00,116.3555633,39.9800983,41414.0,15373
19251,088,2008-10-06 23:59:42,2008-10-07 10:32:22,116.3485249,39.9363983,37960.0,15179
20190,088,2008-10-07 11:26:10,2008-10-08 01:48:44,116.3603216,39.9777516,51754.0,15373
20750,088,2008-10-08 02:10:32,2008-10-08 09:17:40,116.407475,40.0647066,25628.0,16138
20907,088,2008-10-08 09:30:26,2008-10-08 10:30:37,116.4077383,40.0635583,3611.0,16138
21050,088,2008-10-08 10:37:29,2008-10-08 11:33:47,116.3602616,39.9782699,3378.0,15373
21101,088,2008-10-08 11:33:47,2008-10-08 23:07:38,116.3595483,39.9801333,41631.0,15373
21840,088,2008-10-08 23:27:03,2008-10-09 11:02:25,116.3484666,39.9363949,41722.0,15179
22099,088,2008-10-09 11:25:32,2008-10-10 08:34:32,116.3485583,39.9830783,76140.0,15184
23035,088,2008-10-10 09:01:08,2008-10-11 04:32:32,116.3486216,39.983065,70284.0,15184
23584,088,2008-10-11 04:46:53,2008-10-11 06:23:50,116.3130083,39.9844599,5817.0,14617
24171,088,2008-10-11 06:33:10,2008-10-11 07:07:37,116.3013533,39.9743833,2067.0,14427
24689,088,2008-10-11 07:24:57,2008-10-11 07:58:37,116.3270683,39.9892566,2020.0,14807
25473,088,2008-10-11 08:16:14,2008-10-11 09:02:56,116.3485599,39.9831449,2802.0,15184
25811,088,2008-10-11 09:02:56,2008-10-12 06:07:26,116.3594583,39.9800516,75870.0,15373
26210,088,2008-10-12 06:40:38,2008-10-12 07:11:12,116.3635583,39.9710616,1834.0,15372
26456,088,2008-10-12 07:11:12,2008-10-12 07:43:33,116.3602649,39.9663083,1941.0,15371
