,userID,stime,etime,lon,lat,duration,grid
17,119,2008-07-28 14:09:25,2008-07-29 01:01:57,116.494712,39.953127,39152.0,17638
180,119,2008-07-29 01:07:52,2008-07-29 01:50:54,116.483712,39.971178,2582.0,17451
1304,119,2008-07-29 03:19:29,2008-07-29 04:42:39,116.336477,39.921584,4990.0,14988
1799,119,2008-07-29 05:12:14,2008-07-29 10:38:36,116.483591,39.971412,19582.0,17451
2266,119,2008-07-29 11:19:06,2008-07-30 01:09:14,116.49111,39.953096,49808.0,17449
2506,119,2008-07-30 01:13:59,2008-07-30 09:55:15,116.483492,39.971085,31276.0,17451
2824,119,2008-07-30 10:09:20,2008-07-30 12:47:05,116.477898,39.93255,9465.0,17258
3932,119,2008-07-30 12:50:15,2008-07-30 13:51:55,116.471204,39.92681,3700.0,17257
4426,119,2008-07-30 13:59:15,2008-07-30 16:02:30,116.494124,39.953191,7395.0,17638
5523,119,2008-07-30 16:33:50,2008-07-30 23:29:40,116.493597,39.953334,24950.0,17638
7266,119,2008-07-30 23:29:45,2008-07-31 00:05:30,116.495239,39.95327,2145.0,17638
7685,119,2008-07-31 00:07:35,2008-07-31 00:45:31,116.493769,39.953223,2276.0,17638
7914,119,2008-07-31 00:59:27,2008-07-31 03:13:17,116.483569,39.971422,8030.0,17451
8465,119,2008-07-31 03:50:12,2008-07-31 05:30:02,116.372428,39.992596,5990.0,15563
9290,119,2008-07-31 05:46:02,2008-07-31 06:31:12,116.384543,39.999243,2710.0,15753
9802,119,2008-07-31 06:31:12,2008-08-01 00:50:38,116.383754,39.999015,65966.0,15753
9898,119,2008-08-01 00:57:53,2008-08-01 06:31:03,116.483783,39.971144,19990.0,17451
10062,119,2008-08-01 06:50:28,2008-08-01 08:52:33,116.384269,39.998708,7325.0,15753
10354,119,2008-08-01 09:08:43,2008-08-01 12:58:49,116.466387,39.932923,13806.0,17069
11975,119,2008-08-01 13:40:27,2008-08-01 17:11:42,116.494125,39.953164,12675.0,17638
13518,119,2008-08-01 17:12:07,2008-08-01 18:25:07,116.494107,39.954137,4380.0,17638
14170,119,2008-08-01 18:27:17,2008-08-02 03:18:48,116.493424,39.953099,31891.0,17638
18102,119,2008-08-02 05:58:23,2008-08-04 00:57:11,116.472311,39.926369,154728.0,17257
18746,119,2008-08-04 01:09:56,2008-08-04 04:08:18,116.483317,39.971146,10702.0,17451
20532,119,2008-08-04 06:38:48,2008-08-04 09:38:28,116.483674,39.971356,10780.0,17451
21440,119,2008-08-04 11:10:06,2008-08-04 12:18:26,116.395629,39.900185,4100.0,15931
21638,119,2008-08-04 12:22:56,2008-08-04 12:53:21,116.395513,39.900316,1825.0,15931
22865,119,2008-08-04 14:40:56,2008-08-04 15:42:26,116.395693,39.900155,3690.0,15931
23352,119,2008-08-04 16:24:41,2008-08-05 10:07:58,116.493763,39.953085,63797.0,17638
24592,119,2008-08-05 10:07:58,2008-08-06 00:47:50,116.482645,39.973157,52792.0,17451
24757,119,2008-08-06 01:04:30,2008-08-06 01:36:37,116.466101,39.951423,1927.0,17071
24983,119,2008-08-06 02:17:48,2008-08-06 09:06:42,116.385659,39.9981,24534.0,15753
25197,119,2008-08-06 09:20:17,2008-08-06 10:15:43,116.483943,39.971219,3326.0,17451
25362,119,2008-08-06 10:20:53,2008-08-07 00:44:31,116.489942,39.960934,51818.0,17450
25469,119,2008-08-07 00:47:56,2008-08-07 01:24:39,116.483544,39.971229,2203.0,17451
25678,119,2008-08-07 01:29:29,2008-08-07 02:22:54,116.490144,39.960884,3205.0,17450
26601,119,2008-08-07 03:05:26,2008-08-08 01:17:41,116.433529,39.918264,79935.0,16500
26750,119,2008-08-08 01:35:46,2008-08-08 02:45:35,116.465945,39.95136,4189.0,17071
27398,119,2008-08-19 05:40:55,2008-08-20 07:56:36,116.477854,39.932457,94541.0,17258
27565,119,2008-08-20 07:56:36,2008-08-20 08:37:10,116.465974,39.932457,2434.0,17069
27668,119,2008-08-20 08:37:10,2008-08-21 05:28:06,116.335177,39.975412,75056.0,14994
27947,119,2008-08-21 05:38:26,2008-08-21 06:25:14,116.471451,39.908116,2808.0,17255
27973,119,2008-08-21 06:25:14,2008-08-23 08:52:06,116.269729,39.906623,181612.0,13853
28592,119,2008-08-23 09:48:48,2008-08-23 10:26:11,116.385939,39.999967,2243.0,15753
29145,119,2008-08-23 11:03:19,2008-08-23 12:26:39,116.384002,40.007022,5000.0,15754
29528,119,2008-08-23 12:32:59,2008-08-23 13:19:06,116.385999,39.998331,2767.0,15753
30127,119,2008-08-23 13:49:01,2008-08-23 14:47:07,116.483986,39.971051,3486.0,17451
30369,119,2008-08-23 14:47:30,2008-08-24 00:26:24,116.489974,39.960836,34734.0,17450
31053,119,2008-08-24 01:27:54,2008-08-25 10:11:06,116.365063,40.002842,117792.0,15564
31646,119,2008-08-25 11:14:44,2008-08-26 01:13:00,116.490004,39.9611,50296.0,17450
37048,119,2008-08-26 01:20:41,2008-08-28 23:57:30,116.484074,39.971118,254209.0,17451
37602,119,2008-08-29 00:44:10,2008-09-02 04:31:53,116.373098,39.863142,359263.0,15549
40823,119,2008-09-02 04:37:56,2008-09-02 05:53:47,116.489998,39.960966,4551.0,17450
41320,119,2008-09-02 05:59:05,2008-09-02 09:40:35,116.483799,39.971082,13290.0,17451
42865,119,2008-09-02 11:06:39,2008-09-02 12:48:45,116.46635,39.92194,6126.0,17067
43113,119,2008-09-02 12:50:43,2008-09-02 13:34:46,116.448042,39.917103,2643.0,16878
43872,119,2008-09-02 14:04:28,2008-09-05 01:25:24,116.471895,39.926163,213656.0,17257
47296,119,2008-09-05 01:26:06,2008-09-05 02:54:32,116.483933,39.971189,5306.0,17451
47828,119,2008-09-05 03:04:38,2008-09-05 05:41:39,116.478119,39.906501,9421.0,17255
48516,119,2008-09-05 06:02:48,2008-09-06 14:18:36,116.483953,39.971175,116148.0,17451
49491,119,2008-09-06 15:35:24,2008-09-07 03:20:32,116.478145,39.932731,42308.0,17258
50171,119,2008-09-07 03:27:59,2008-09-07 06:03:28,116.494134,39.953148,9329.0,17638
51144,119,2008-09-07 07:04:29,2008-09-07 07:58:24,116.419234,40.060427,3235.0,16327
54189,119,2008-09-07 10:42:40,2008-09-07 11:37:06,116.466389,39.921638,3266.0,17067
54624,119,2008-09-07 11:37:06,2008-09-08 01:05:09,116.472258,39.926114,48483.0,17257
55500,119,2008-09-08 01:20:25,2008-09-08 04:20:31,116.483829,39.971131,10806.0,17451
55659,119,2008-09-08 04:23:54,2008-09-08 05:45:56,116.490053,39.960914,4922.0,17450
56346,119,2008-09-08 05:49:49,2008-09-08 10:50:05,116.483724,39.971097,18016.0,17451
56507,119,2008-09-08 10:54:44,2008-09-08 12:44:30,116.49001,39.961158,6586.0,17450
56974,119,2008-09-08 12:53:07,2008-09-09 01:43:22,116.478109,39.932485,46215.0,17258
57398,119,2008-09-09 01:46:31,2008-09-09 04:12:31,116.466345,39.947846,8760.0,17070
57704,119,2008-09-09 04:33:31,2008-09-09 05:20:04,116.3849,39.99801,2793.0,15753
58137,119,2008-09-09 05:20:04,2008-09-09 09:43:01,116.385895,39.99809,15777.0,15753
58954,119,2008-09-09 09:59:16,2008-09-09 12:01:10,116.471865,39.916976,7314.0,17256
59394,119,2008-09-09 12:21:20,2008-09-09 15:26:55,116.466713,39.906806,11135.0,17066
59769,119,2008-09-09 15:55:50,2008-09-11 00:46:08,116.471336,39.926109,118218.0,17257
60945,119,2008-09-11 00:54:04,2008-09-11 01:24:48,116.488571,39.962089,1844.0,17450
61217,119,2008-09-11 01:24:48,2008-09-11 04:12:45,116.483814,39.971085,10077.0,17451
61403,119,2008-09-11 04:16:11,2008-09-11 05:45:08,116.489944,39.961163,5337.0,17450
61786,119,2008-09-11 05:49:48,2008-09-11 09:49:20,116.483844,39.971143,14372.0,17451
62023,119,2008-09-11 09:53:41,2008-09-11 11:21:56,116.489975,39.960919,5295.0,17450
62632,119,2008-09-11 11:23:06,2008-09-12 01:12:36,116.493749,39.953106,49770.0,17638
62990,119,2008-09-12 01:18:30,2008-09-12 04:07:46,116.483827,39.971168,10156.0,17451
63246,119,2008-09-12 04:11:34,2008-09-12 05:35:07,116.490047,39.96117,5013.0,17450
63886,119,2008-09-12 05:40:04,2008-09-12 10:31:11,116.483763,39.971079,17467.0,17451
64113,119,2008-09-12 10:37:58,2008-09-13 05:53:07,116.489939,39.960969,69309.0,17450
64340,119,2008-09-13 05:54:31,2008-09-13 11:50:44,116.489976,39.960854,21373.0,17450
66500,119,2008-09-13 11:51:12,2008-09-14 04:01:53,116.493393,39.953945,58241.0,17638
66883,119,2008-09-14 04:10:40,2008-09-14 10:19:00,116.494315,39.953086,22100.0,17638
67347,119,2008-09-14 10:42:41,2008-09-14 23:37:37,116.485346,39.971118,46496.0,17451
68113,119,2008-09-15 00:18:46,2008-09-15 01:37:32,116.407576,39.855668,4726.0,16115
