,userID,stime,etime,lon,lat,duration,grid
46,024,2008-12-16 01:04:28,2008-12-16 03:50:21,116.343203,39.980108,9953.0,15184
242,024,2008-12-16 04:13:46,2008-12-16 10:14:42,116.34277,39.98052,21656.0,15184
455,024,2008-12-16 10:14:47,2008-12-16 14:17:19,116.337172,39.981936,14552.0,14995
2220,024,2008-12-16 14:17:44,2008-12-16 15:30:14,116.347491,39.980415,4350.0,15184
2883,024,2008-12-16 15:30:14,2008-12-17 01:10:31,116.339087,39.980042,34817.0,14995
3033,024,2008-12-17 01:12:56,2008-12-17 17:21:37,116.342025,39.980131,58121.0,15184
3119,024,2008-12-17 17:21:37,2008-12-18 04:07:08,116.34276,39.979662,38731.0,15184
3309,024,2008-12-18 04:20:28,2008-12-19 10:03:40,116.345745,39.980145,106992.0,15184
4602,024,2008-12-19 10:03:40,2008-12-19 11:13:45,116.343879,39.979779,4205.0,15184
4945,024,2008-12-19 11:30:20,2008-12-19 16:55:39,116.338153,39.980086,19519.0,14995
5148,024,2008-12-19 16:55:39,2008-12-19 18:14:44,116.343354,39.97924,4745.0,15184
5839,024,2008-12-19 18:16:34,2008-12-19 20:04:39,116.336908,39.977096,6485.0,14995
7105,024,2008-12-19 20:06:59,2008-12-20 01:52:50,116.339168,39.977291,20751.0,14995
7398,024,2008-12-20 02:04:23,2008-12-20 06:24:00,116.344999,39.980072,15577.0,15184
8246,024,2008-12-20 07:42:25,2008-12-20 08:56:40,116.289485,39.957362,4455.0,14236
9002,024,2008-12-20 09:49:52,2008-12-22 01:09:02,116.341819,39.980082,141550.0,15184
9884,024,2009-01-09 10:11:33,2009-01-10 00:31:30,116.324956,40.039069,51597.0,14812
10132,024,2009-01-10 00:34:35,2009-01-10 01:47:45,116.363354,39.99803,4390.0,15375
10692,024,2009-01-10 02:29:15,2009-01-10 03:11:55,116.395667,39.890465,2560.0,15930
11337,024,2009-01-10 03:49:10,2009-01-10 04:19:20,116.392272,39.871617,1810.0,15928
12137,024,2009-01-10 05:03:55,2009-01-10 05:35:00,116.389473,39.865311,1865.0,15927
14000,024,2009-01-10 07:42:55,2009-01-10 08:29:10,116.336712,40.035978,2775.0,15001
14503,024,2009-01-10 08:29:10,2009-01-11 00:52:59,116.324888,40.039203,59029.0,14812
15450,024,2009-01-11 01:57:34,2009-01-11 06:15:24,116.678494,40.365689,15470.0,20519
16388,024,2009-01-11 07:24:54,2009-01-12 00:25:42,116.324863,40.039138,61248.0,14812
17170,024,2009-01-12 01:27:47,2009-01-12 03:36:57,116.207436,39.762879,7750.0,12892
18028,024,2009-01-12 04:29:27,2009-01-12 05:58:17,116.304889,40.034254,5330.0,14434
19140,024,2009-01-12 06:27:27,2009-01-13 00:34:36,116.324957,40.039437,65229.0,14813
21236,024,2009-01-13 03:23:31,2009-01-13 04:06:51,117.326769,40.936315,2600.0,30977
21775,024,2009-01-13 04:34:11,2009-01-13 07:03:06,117.548532,41.086739,8935.0,34585
24479,024,2009-01-13 10:17:13,2009-01-15 02:21:36,116.324953,40.039414,144263.0,14813
25370,024,2009-01-15 03:28:46,2009-01-15 06:52:51,116.565869,40.063902,12245.0,18784
27687,024,2009-01-15 07:01:11,2009-01-15 07:57:26,116.548654,40.091272,3375.0,18409
27883,024,2009-01-15 08:05:31,2009-01-15 09:57:11,116.56145,40.065581,6700.0,18595
28949,024,2009-01-15 10:44:51,2009-01-17 00:56:36,116.58419,40.051221,137505.0,18972
29245,024,2009-01-17 01:55:39,2009-01-17 04:13:44,116.277523,39.995411,8285.0,14052
29889,024,2009-01-17 04:52:34,2009-01-17 06:59:14,116.394598,39.988763,7600.0,15941
31535,024,2009-01-17 07:53:39,2009-01-17 08:52:14,116.333657,40.061211,3515.0,15004
31841,024,2009-01-17 09:11:14,2009-01-18 04:03:51,116.324873,40.039544,67957.0,14813
32387,024,2009-01-18 05:12:16,2009-01-18 05:52:41,116.364019,39.935747,2425.0,15557
33474,024,2009-01-18 07:03:46,2009-01-18 07:47:06,116.345276,40.025066,2600.0,15189
34019,024,2009-01-18 08:07:41,2009-01-19 00:53:46,116.324955,40.039048,60365.0,14812
34909,024,2009-01-19 01:55:41,2009-01-19 02:48:06,116.560764,40.061294,3145.0,18595
35333,024,2009-01-19 03:16:56,2009-01-19 03:52:06,116.490351,39.979149,2110.0,17452
35783,024,2009-01-19 04:11:11,2009-01-19 05:19:16,116.5612,40.061307,4085.0,18595
36186,024,2009-01-19 05:48:21,2009-01-19 07:12:41,116.490392,39.979144,5060.0,17452
37675,024,2009-01-19 08:49:31,2009-01-21 00:27:11,116.324676,39.984852,142660.0,14806
