,userID,stime,etime,lon,lat,duration,grid
976,040,2009-02-09 06:07:43,2009-02-09 07:39:28,116.384234,39.898823,5505.0,15742
1745,040,2009-02-09 07:39:28,2009-02-09 08:10:39,116.392938,39.899169,1871.0,15931
2132,040,2009-02-09 08:10:39,2009-02-09 09:28:17,116.393056,39.899095,4658.0,15931
4226,040,2009-02-09 11:41:46,2009-02-10 09:39:34,116.313628,39.971114,79068.0,14616
4424,040,2009-02-10 09:52:59,2009-02-10 12:52:19,116.360254,39.966137,10760.0,15371
6642,040,2009-02-10 14:11:09,2009-02-13 05:47:24,116.31216,39.968742,228975.0,14616
7088,040,2009-02-13 06:09:34,2009-02-14 12:18:37,116.313185,39.968441,108543.0,14616
7172,040,2009-02-14 12:19:47,2009-02-15 05:41:49,116.313163,39.968288,62522.0,14616
7710,040,2009-02-15 06:21:14,2009-02-15 08:45:52,116.313284,39.895682,8678.0,14608
8732,040,2009-02-15 09:24:02,2009-02-17 08:36:28,116.305333,39.971006,169946.0,14616
8920,040,2009-02-17 08:48:58,2009-02-17 09:25:03,116.311462,39.968799,2165.0,14616
9224,040,2009-02-17 09:26:18,2009-02-17 11:07:16,116.312005,39.969804,6058.0,14616
9909,040,2009-02-17 11:29:51,2009-02-20 08:16:15,116.301616,39.968082,247584.0,14427
10172,040,2009-02-20 08:29:15,2009-02-20 09:20:05,116.301825,39.970866,3050.0,14427
10648,040,2009-02-20 09:20:30,2009-02-20 11:31:05,116.30367,39.967674,7835.0,14427
12601,040,2009-02-20 13:13:30,2009-02-21 04:17:50,116.30151,39.968378,54260.0,14427
13819,040,2009-02-21 04:43:50,2009-02-24 12:21:00,116.309214,39.969196,286630.0,14616
13992,040,2009-02-24 12:26:10,2009-02-24 13:14:15,116.307946,39.970879,2885.0,14616
14717,040,2009-03-07 04:26:36,2009-03-07 05:13:51,116.342357,39.920294,2835.0,15177
15321,040,2009-03-07 06:12:26,2009-03-07 06:51:51,116.3404,39.917206,2365.0,15177
16513,040,2009-03-07 07:54:56,2009-03-09 04:38:28,116.336677,39.975176,161012.0,14994
16895,040,2009-03-09 04:59:48,2009-03-09 07:32:44,116.348612,39.912579,9176.0,15176
17389,040,2009-03-09 07:57:44,2009-03-09 09:03:42,116.327679,39.980049,3958.0,14806
17682,040,2009-03-09 09:24:37,2009-03-10 01:13:23,116.327727,39.97157,56926.0,14805
18371,040,2009-03-10 02:05:18,2009-03-10 05:43:53,116.327314,39.979484,13115.0,14806
18406,040,2009-03-10 05:43:53,2009-03-10 09:43:43,116.485814,40.126186,14390.0,17468
18773,040,2009-03-10 10:13:38,2009-03-10 13:44:35,116.327207,39.979818,12657.0,14806
