,userID,stime,etime,lon,lat,duration,grid
6,181,2007-12-07 10:28:08,2007-12-07 13:44:29,116.330283333333,39.9921,11781.0,14996
20,181,2007-12-07 13:52:57,2007-12-08 01:12:55,116.300716666667,39.98965,40798.0,14429
38,181,2007-12-08 01:23:27,2007-12-08 02:30:08,116.305133333333,39.9887333333333,4001.0,14618
44,181,2007-12-08 02:37:21,2007-12-08 03:28:28,116.300716666667,39.9893833333333,3067.0,14429
54,181,2007-12-08 03:28:28,2007-12-08 04:31:34,116.303916666667,39.9878833333333,3786.0,14429
84,181,2007-12-08 05:11:28,2007-12-08 05:58:54,116.34805,39.9394,2846.0,15179
98,181,2007-12-08 06:15:40,2007-12-08 06:53:01,116.419133333333,39.8694,2241.0,16306
102,181,2007-12-08 06:55:55,2007-12-10 03:25:33,116.419,39.8696666666667,160178.0,16306
128,181,2007-12-10 03:58:13,2007-12-10 05:25:37,116.301183333333,39.9875,5244.0,14429
143,181,2007-12-10 05:25:37,2007-12-11 04:18:07,116.298833333333,39.9897666666667,82350.0,14429
156,181,2007-12-11 04:48:15,2007-12-11 05:49:32,116.300983333333,39.9859666666667,3677.0,14429
166,181,2007-12-11 05:49:32,2007-12-11 08:22:31,116.348016666667,39.92265,9179.0,15178
183,181,2007-12-11 09:04:49,2007-12-11 10:14:15,116.310733333333,39.9808666666667,4166.0,14617
224,181,2007-12-11 10:23:35,2007-12-11 13:54:17,116.312416666667,39.9723666666667,12642.0,14616
252,181,2007-12-11 13:59:20,2007-12-16 10:12:39,116.298916666667,39.9898333333333,418399.0,14429
265,181,2007-12-16 10:22:15,2007-12-16 12:59:53,116.308483333333,39.9789833333333,9458.0,14617
286,181,2007-12-26 04:16:04,2007-12-29 09:23:53,116.29995,39.9827666666667,277669.0,14428
300,181,2007-12-29 09:37:55,2007-12-31 06:02:24,116.301233333333,39.9842166666667,159869.0,14428
305,181,2007-12-31 06:03:50,2007-12-31 07:09:57,116.302266666667,39.9787666666667,3967.0,14428
336,181,2007-12-31 07:34:23,2007-12-31 08:39:06,116.3003,39.9892833333333,3883.0,14429
344,181,2007-12-31 08:39:06,2007-12-31 09:53:54,116.303016666667,39.9897333333333,4488.0,14429
364,181,2007-12-31 10:03:49,2007-12-31 11:42:56,116.301133333333,39.98715,5947.0,14429
379,181,2007-12-31 11:54:03,2008-01-01 02:33:56,116.309783333333,39.9892833333333,52793.0,14618
402,181,2008-01-01 03:22:06,2008-01-01 05:52:01,116.355033333333,39.9623,8995.0,15371
410,181,2008-01-01 05:52:01,2008-01-01 07:30:15,116.354983333333,39.9616166666667,5894.0,15371
587,181,2008-02-16 08:54:47,2008-02-17 01:02:14,116.301183333333,39.9810833333333,58047.0,14428
609,181,2008-02-17 01:23:59,2008-02-17 04:19:21,116.310433333333,39.9794,10522.0,14617
625,181,2008-02-17 04:19:21,2008-02-17 05:25:01,116.311483333333,39.9808333333333,3940.0,14617
636,181,2008-02-17 05:25:01,2008-02-17 10:43:56,116.300916666667,39.9837666666667,19135.0,14428
