,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
1178,154,2007-05-08 12:20:32,116.330883333333,39.97545,14994,2007-05-08 12:39:10,116.348933333333,39.9753833333333,15183,1118.0
1218,154,2007-05-09 01:37:33,116.348933333333,39.9753833333333,15183,2007-05-09 01:48:24,116.3366,39.9753833333333,14994,651.0
1306,154,2007-05-09 12:55:49,116.3366,39.9753833333333,14994,2007-05-09 13:28:22,116.353716666667,39.9799666666667,15373,1953.0
1432,154,2007-05-10 01:31:41,116.353716666667,39.9799666666667,15373,2007-05-10 01:43:22,116.33635,39.9753666666667,14994,701.0
1510,154,2007-05-10 12:56:16,116.33635,39.9753666666667,14994,2007-05-10 12:56:16,116.336783333333,39.9753166666667,14994,0.0
1542,154,2007-05-11 14:52:49,116.336783333333,39.9753166666667,14994,2007-05-11 15:10:53,116.348766666667,39.9753833333333,15183,1084.0
1623,154,2007-05-12 03:53:01,116.348766666667,39.9753833333333,15183,2007-05-12 04:38:23,116.328033333333,39.9711333333333,14805,2722.0
1801,154,2007-05-12 11:28:43,116.328033333333,39.9711333333333,14805,2007-05-12 11:33:12,116.336583333333,39.9757666666667,14994,269.0
1885,154,2007-05-12 13:56:49,116.336583333333,39.9757666666667,14994,2007-05-12 14:11:27,116.349333333333,39.9754333333333,15183,878.0
1925,154,2007-05-13 14:07:10,116.349333333333,39.9754333333333,15183,2007-05-13 14:23:13,116.348716666667,39.97545,15183,963.0
2006,154,2007-05-14 01:13:48,116.348716666667,39.97545,15183,2007-05-14 01:24:47,116.336733333333,39.9752666666667,14994,659.0
2101,154,2007-05-14 14:27:16,116.336733333333,39.9752666666667,14994,2007-05-14 14:38:18,116.348583333333,39.97545,15183,662.0
2158,154,2007-05-15 01:37:45,116.348583333333,39.97545,15183,2007-05-15 01:49:02,116.336283333333,39.9751833333333,14994,677.0
2255,154,2007-05-15 14:18:57,116.336283333333,39.9751833333333,14994,2007-05-15 14:30:43,116.34865,39.97535,15183,706.0
2321,154,2007-05-16 01:07:41,116.34865,39.97535,15183,2007-05-16 01:31:10,116.336283333333,39.9753333333333,14994,1409.0
2401,154,2007-05-16 14:35:34,116.336283333333,39.9753333333333,14994,2007-05-16 14:47:40,116.34855,39.9753333333333,15183,726.0
2467,154,2007-05-17 01:01:52,116.34855,39.9753333333333,15183,2007-05-17 01:26:48,116.336166666667,39.9753,14994,1496.0
2543,154,2007-05-17 14:05:32,116.336166666667,39.9753,14994,2007-05-17 14:16:23,116.349083333333,39.9754666666667,15183,651.0
2584,154,2007-05-18 01:09:18,116.349083333333,39.9754666666667,15183,2007-05-18 01:29:58,116.33645,39.9753333333333,14994,1240.0
2686,154,2007-05-20 06:48:29,116.33645,39.9753333333333,14994,2007-05-20 06:48:29,116.324933333333,39.9752,14805,0.0
2717,154,2007-05-20 07:27:04,116.324933333333,39.9752,14805,2007-05-20 07:27:04,116.325416666667,39.97535,14805,0.0
2742,154,2007-05-20 14:13:24,116.325416666667,39.97535,14805,2007-05-20 14:18:53,116.34905,39.9751333333333,15183,329.0
2801,154,2007-05-21 01:12:16,116.34905,39.9751333333333,15183,2007-05-21 01:17:26,116.33615,39.9752666666667,14994,310.0
2835,154,2007-05-21 14:26:26,116.33615,39.9752666666667,14994,2007-05-21 14:35:57,116.353633333333,39.9795666666667,15373,571.0
