,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,147,2011-02-24 18:45:19,116.329173,39.975167,14994,2011-02-24 19:12:29,116.348547,39.985914,15185,1630.0
229,147,2011-02-24 19:42:49,116.348547,39.985914,15185,2011-02-24 19:42:49,116.351708,39.989079,15185,0.0
432,147,2011-02-25 08:34:09,116.351708,39.989079,15185,2011-02-25 08:46:09,116.336233,39.975259,14994,720.0
633,147,2011-02-25 20:10:40,116.336233,39.975259,14994,2011-02-25 20:28:55,116.349107,39.992054,15185,1095.0
994,147,2011-02-28 08:40:26,116.349107,39.992054,15185,2011-02-28 08:55:51,116.336316,39.975255,14994,925.0
1233,147,2011-02-28 18:47:58,116.336316,39.975255,14994,2011-02-28 18:59:53,116.347784,39.980244,15184,715.0
1410,147,2011-03-01 08:39:12,116.347784,39.980244,15184,2011-03-01 08:58:57,116.336044,39.97519,14994,1185.0
1681,147,2011-03-01 21:45:00,116.336044,39.97519,14994,2011-03-01 21:56:30,116.348585,39.986042,15185,690.0
2051,147,2011-03-02 09:10:19,116.348585,39.986042,15185,2011-03-02 09:20:14,116.336667,39.975193,14994,595.0
2409,147,2011-03-03 21:14:45,116.336667,39.975193,14994,2011-03-03 21:35:20,116.351567,39.988979,15185,1235.0
2838,147,2011-03-04 09:13:33,116.351567,39.988979,15185,2011-03-04 09:20:33,116.336534,39.975166,14994,420.0
3220,147,2011-03-05 18:52:13,116.336534,39.975166,14994,2011-03-05 19:02:58,116.348545,39.986042,15185,645.0
3482,147,2011-03-06 10:14:35,116.348545,39.986042,15185,2011-03-06 11:11:55,116.333053,39.890189,14985,3440.0
6070,147,2011-03-06 14:10:20,116.333053,39.890189,14985,2011-03-06 15:14:50,116.336746,39.975383,14994,3870.0
6692,147,2011-03-06 16:02:20,116.336746,39.975383,14994,2011-03-06 16:02:20,116.328847,39.981836,14995,0.0
6895,147,2011-03-06 19:18:39,116.328847,39.981836,14995,2011-03-06 19:59:19,116.34854,39.986142,15185,2440.0
