,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,128,2007-04-14 00:56:46,116.327583333333,40.0758333333333,14817,2007-04-14 03:38:53,116.325166666667,39.9794833333333,14806,9727.0
309,128,2007-04-14 13:01:53,116.325166666667,39.9794833333333,14806,2007-04-14 13:23:02,116.32855,40.07005,15005,1269.0
360,128,2007-04-14 23:45:00,116.32855,40.07005,15005,2007-04-14 23:45:00,116.3236,40.0764333333333,14817,0.0
395,128,2007-04-15 00:19:15,116.3236,40.0764333333333,14817,2007-04-15 00:19:15,116.3252,40.0764166666667,14817,0.0
437,128,2007-04-15 01:49:30,116.3252,40.0764166666667,14817,2007-04-15 05:39:51,116.287583333333,40.2352666666667,14267,13821.0
1062,128,2007-04-15 06:41:44,116.287583333333,40.2352666666667,14267,2007-04-15 07:04:10,116.25335,40.2122833333333,13698,1346.0
1128,128,2007-04-15 08:15:58,116.25335,40.2122833333333,13698,2007-04-15 08:33:23,116.32575,40.0767,14817,1045.0
1201,128,2007-04-16 13:44:28,116.32575,40.0767,14817,2007-04-16 13:45:34,116.3289,40.0701666666667,15005,66.0
1205,128,2007-04-18 11:52:49,116.3289,40.0701666666667,15005,2007-04-18 11:58:56,116.346966666667,39.9680333333333,15183,367.0
1253,128,2007-04-18 14:21:54,116.346966666667,39.9680333333333,15183,2007-04-18 14:44:12,116.3289,40.0701,15005,1338.0
1319,128,2007-04-19 01:59:54,116.3289,40.0701,15005,2007-04-19 02:21:57,116.333033333333,39.9784666666667,14995,1323.0
1412,128,2007-04-19 13:43:29,116.333033333333,39.9784666666667,14995,2007-04-19 13:44:01,116.329066666667,40.0704666666667,15005,32.0
1433,128,2007-04-20 01:05:07,116.329066666667,40.0704666666667,15005,2007-04-20 01:25:33,116.333783333333,39.97565,14994,1226.0
1520,128,2007-04-20 15:00:50,116.333783333333,39.97565,14994,2007-04-20 15:21:18,116.32895,40.0701333333333,15005,1228.0
1570,128,2007-04-21 00:57:38,116.32895,40.0701333333333,15005,2007-04-21 01:03:40,116.325,40.077,14817,362.0
1618,128,2007-04-21 03:19:05,116.325,40.077,14817,2007-04-21 06:20:33,116.02335,40.0698333333333,10091,10888.0
2202,128,2007-04-21 07:31:16,116.02335,40.0698333333333,10091,2007-04-21 07:37:48,116.033283333333,40.0696,10091,392.0
2274,128,2007-04-21 08:32:43,116.033283333333,40.0696,10091,2007-04-21 09:55:13,116.254333333333,39.9116333333333,13664,4950.0
2577,128,2007-04-21 11:31:23,116.254333333333,39.9116333333333,13664,2007-04-21 12:04:12,116.420266666667,39.9678,16317,1969.0
2627,128,2007-04-21 13:58:04,116.420266666667,39.9678,16317,2007-04-21 14:34:23,116.3287,40.0672,15005,2179.0
2713,128,2007-04-21 15:06:15,116.3287,40.0672,15005,2007-04-21 15:06:15,116.328483333333,40.0723,14816,0.0
2731,128,2007-04-22 09:52:09,116.328483333333,40.0723,14816,2007-04-22 10:05:47,116.312716666667,40.0751,14627,818.0
2767,128,2007-04-30 12:51:45,116.312716666667,40.0751,14627,2007-04-30 12:57:23,116.2948,40.0615333333333,14437,338.0
2778,128,2007-05-04 23:58:06,116.2948,40.0615333333333,14437,2007-05-04 23:58:06,116.322733333333,40.0757666666667,14817,0.0
2780,128,2007-05-05 00:51:53,116.322733333333,40.0757666666667,14817,2007-05-05 02:21:37,116.22935,40.1855833333333,13317,5384.0
2966,128,2007-05-05 03:04:35,116.22935,40.1855833333333,13317,2007-05-05 03:48:18,116.006933333333,40.3547833333333,9745,2623.0
3007,128,2007-05-05 05:31:23,116.006933333333,40.3547833333333,9745,2007-05-05 05:31:23,116.0067,40.3542333333333,9744,0.0
3063,128,2007-05-05 06:06:42,116.0067,40.3542333333333,9744,2007-05-05 06:07:40,115.994916666667,40.3587166666667,9556,58.0
3108,128,2007-05-06 03:34:06,115.994916666667,40.3587166666667,9556,2007-05-06 03:34:06,116.3241,40.07645,14817,0.0
3111,128,2007-05-06 04:48:44,116.3241,40.07645,14817,2007-05-06 05:30:29,116.3859,39.98665,15752,2505.0
3263,128,2007-05-06 06:07:30,116.3859,39.98665,15752,2007-05-06 06:15:43,116.383966666667,39.9845333333333,15751,493.0
3333,128,2007-05-06 07:21:07,116.383966666667,39.9845333333333,15751,2007-05-06 08:15:00,116.385333333333,40.0321833333333,15757,3233.0
3454,128,2007-05-06 08:46:27,116.385333333333,40.0321833333333,15757,2007-05-06 08:46:27,116.316983333333,40.0755833333333,14817,0.0
3455,128,2007-05-08 01:04:31,116.316983333333,40.0755833333333,14817,2007-05-08 01:13:12,116.329183333333,40.0695,15005,521.0
3480,128,2007-05-27 00:49:52,116.329183333333,40.0695,15005,2007-05-27 04:07:29,116.111033333333,40.2315166666667,11432,11857.0
4004,128,2007-05-27 05:10:12,116.111033333333,40.2315166666667,11432,2007-05-27 10:08:07,116.315683333333,40.0789833333333,14628,17875.0
4867,128,2007-05-27 10:52:06,116.315683333333,40.0789833333333,14628,2007-05-27 10:52:06,116.325666666667,40.07665,14817,0.0
4901,128,2007-05-28 13:04:20,116.325666666667,40.07665,14817,2007-05-28 13:30:20,116.328983333333,40.0701,15005,1560.0
4923,128,2007-05-29 01:09:38,116.328983333333,40.0701,15005,2007-05-29 01:36:16,116.331866666667,39.9757,14994,1598.0
4989,128,2007-05-29 14:41:18,116.331866666667,39.9757,14994,2007-05-29 14:42:04,116.329166666667,40.07005,15005,46.0
5003,128,2007-05-30 01:19:29,116.329166666667,40.07005,15005,2007-05-30 01:19:29,116.329016666667,40.0698,15005,0.0
5054,128,2007-05-30 11:41:57,116.329016666667,40.0698,15005,2007-05-30 11:45:57,116.347033333333,39.96795,15183,240.0
5070,128,2007-05-31 00:59:25,116.347033333333,39.96795,15183,2007-05-31 01:41:56,116.333466666667,39.9754166666667,14994,2551.0
5176,128,2007-05-31 13:16:08,116.333466666667,39.9754166666667,14994,2007-05-31 14:00:08,116.325166666667,40.07625,14817,2640.0
5264,128,2007-05-31 23:58:43,116.325166666667,40.07625,14817,2007-06-01 01:01:33,116.453433333333,39.9454333333333,16881,3770.0
5379,128,2007-06-01 02:29:25,116.453433333333,39.9454333333333,16881,2007-06-01 02:51:26,116.327716666667,39.9742666666667,14805,1321.0
5403,128,2007-06-01 14:47:32,116.327716666667,39.9742666666667,14805,2007-06-01 15:06:55,116.328933333333,40.07025,15005,1163.0
5435,128,2007-06-03 07:24:29,116.328933333333,40.07025,15005,2007-06-03 08:57:18,116.3676,40.05195,15570,5569.0
5760,128,2007-06-04 01:03:53,116.3676,40.05195,15570,2007-06-04 01:32:37,116.33265,39.9798833333333,14995,1724.0
5808,128,2007-06-04 13:08:36,116.33265,39.9798833333333,14995,2007-06-04 13:09:19,116.328883333333,40.0701,15005,43.0
5816,128,2007-06-05 01:21:09,116.328883333333,40.0701,15005,2007-06-05 01:42:58,116.33335,39.9777666666667,14995,1309.0
5902,128,2007-06-05 05:45:00,116.33335,39.9777666666667,14995,2007-06-05 06:30:43,116.332116666667,39.97155,14994,2743.0
5977,128,2007-06-05 13:07:41,116.332116666667,39.97155,14994,2007-06-05 13:08:39,116.328916666667,40.07025,15005,58.0
6017,128,2007-06-06 01:23:32,116.328916666667,40.07025,15005,2007-06-06 01:49:17,116.333083333333,39.9782333333333,14995,1545.0
6099,128,2007-06-06 13:17:31,116.333083333333,39.9782333333333,14995,2007-06-06 13:20:25,116.328983333333,40.07025,15005,174.0
6129,128,2007-06-07 01:03:36,116.328983333333,40.07025,15005,2007-06-07 01:27:38,116.332983333333,39.9753666666667,14994,1442.0
6192,128,2007-06-07 05:47:20,116.332983333333,39.9753666666667,14994,2007-06-07 07:07:02,116.3343,39.9751666666667,14994,4782.0
6266,128,2007-06-07 13:35:06,116.3343,39.9751666666667,14994,2007-06-07 13:35:06,116.327716666667,40.0725,14816,0.0
6276,128,2007-06-08 01:22:48,116.327716666667,40.0725,14816,2007-06-08 01:22:48,116.32895,40.0697666666667,15005,0.0
6336,128,2007-06-08 14:58:09,116.32895,40.0697666666667,15005,2007-06-08 15:21:42,116.3289,40.0703333333333,15005,1413.0
6346,128,2007-06-11 01:30:09,116.3289,40.0703333333333,15005,2007-06-11 01:53:10,116.3328,39.9749333333333,14994,1381.0
6377,128,2007-06-20 13:04:42,116.3328,39.9749333333333,14994,2007-06-20 13:44:54,116.328883333333,40.0702,15005,2412.0
6417,128,2007-06-21 01:21:18,116.328883333333,40.0702,15005,2007-06-21 01:46:47,116.3318,39.9753166666667,14994,1529.0
6487,128,2007-06-21 05:33:24,116.3318,39.9753166666667,14994,2007-06-21 05:33:24,116.32795,40.0709666666667,14816,0.0
6494,128,2007-06-25 01:39:53,116.32795,40.0709666666667,14816,2007-06-25 01:44:18,116.310183333333,40.0697666666667,14627,265.0
6551,128,2007-06-25 10:23:37,116.310183333333,40.0697666666667,14627,2007-06-25 10:25:23,116.289633333333,40.02295,14244,106.0
6555,128,2007-06-26 01:02:24,116.289633333333,40.02295,14244,2007-06-26 01:32:11,116.33325,39.9754666666667,14994,1787.0
6582,128,2007-06-26 14:21:06,116.33325,39.9754666666667,14994,2007-06-26 14:21:06,116.328833333333,40.0705833333333,15005,0.0
6608,128,2007-06-27 01:29:15,116.328833333333,40.0705833333333,15005,2007-06-27 01:52:15,116.333666666667,39.9754,14994,1380.0
6666,128,2007-06-27 11:57:52,116.333666666667,39.9754,14994,2007-06-27 12:01:25,116.33845,39.9661166666667,14993,213.0
6689,128,2007-06-27 14:51:19,116.33845,39.9661166666667,14993,2007-06-27 14:51:19,116.327716666667,40.0751666666667,14816,0.0
6710,128,2007-06-28 01:25:18,116.327716666667,40.0751666666667,14816,2007-06-28 01:52:18,116.333683333333,39.9754333333333,14994,1620.0
6760,128,2007-06-29 15:10:39,116.333683333333,39.9754333333333,14994,2007-06-29 15:32:32,116.328866666667,40.07085,15005,1313.0
6785,128,2007-07-01 07:00:01,116.328866666667,40.07085,15005,2007-07-01 07:54:22,116.309816666667,39.9884833333333,14618,3261.0
6987,128,2007-07-01 11:15:40,116.309816666667,39.9884833333333,14618,2007-07-01 12:30:43,116.32885,40.0700666666667,15005,4503.0
7106,128,2007-07-02 01:25:08,116.32885,40.0700666666667,15005,2007-07-02 01:25:08,116.328916666667,40.0697,15005,0.0
7164,128,2007-07-02 13:16:16,116.328916666667,40.0697,15005,2007-07-02 13:45:26,116.328716666667,40.0703,15005,1750.0
7183,128,2007-07-03 01:35:06,116.328716666667,40.0703,15005,2007-07-03 01:41:55,116.321583333333,40.0693,14816,409.0
7254,128,2007-07-06 12:55:12,116.321583333333,40.0693,14816,2007-07-06 12:55:12,116.329383333333,39.9751833333333,14994,0.0
7258,128,2007-07-06 22:26:29,116.329383333333,39.9751833333333,14994,2007-07-07 01:28:19,115.972383333333,40.4569,9189,10910.0
7622,128,2007-07-07 02:03:05,115.972383333333,40.4569,9189,2007-07-07 03:45:43,116.1181,40.6097,11663,6158.0
7882,128,2007-07-07 04:19:14,116.1181,40.6097,11663,2007-07-07 04:54:10,116.1827,40.65175,12612,2096.0
8108,128,2007-07-07 06:36:01,116.1827,40.65175,12612,2007-07-07 10:17:02,116.6029,40.7183166666667,19424,13261.0
8843,128,2007-07-07 11:08:27,116.6029,40.7183166666667,19424,2007-07-07 11:14:56,116.631366666667,40.73095,19803,389.0
8880,128,2007-07-08 00:16:31,116.631366666667,40.73095,19803,2007-07-08 03:44:04,116.784433333333,40.6022833333333,22246,12453.0
9581,128,2007-07-08 05:14:37,116.784433333333,40.6022833333333,22246,2007-07-08 05:52:07,116.810416666667,40.5184166666667,22804,2250.0
9742,128,2007-07-08 06:49:57,116.810416666667,40.5184166666667,22804,2007-07-08 09:21:57,116.430583333333,39.9399833333333,16502,9120.0
9981,128,2007-07-21 05:08:52,116.430583333333,39.9399833333333,16502,2007-07-21 05:08:52,116.3453,39.9672333333333,15182,0.0
9989,128,2007-07-21 11:05:31,116.3453,39.9672333333333,15182,2007-07-21 11:05:31,116.34475,39.9711166666667,15183,0.0
10042,128,2007-07-21 13:13:26,116.34475,39.9711166666667,15183,2007-07-21 13:43:28,116.344616666667,39.97095,15183,1802.0
10124,128,2007-07-22 04:13:35,116.344616666667,39.97095,15183,2007-07-22 04:17:48,116.312983333333,39.97115,14616,253.0
10191,128,2007-07-22 06:23:51,116.312983333333,39.97115,14616,2007-07-22 06:23:51,116.32735,39.975,14805,0.0
10355,128,2007-07-22 08:22:43,116.32735,39.975,14805,2007-07-22 09:56:37,116.407783333333,40.02825,16134,5634.0
10482,128,2007-07-22 10:41:52,116.407783333333,40.02825,16134,2007-07-22 10:59:28,116.344516666667,39.9665833333333,15182,1056.0
10570,128,2007-07-22 12:21:48,116.344516666667,39.9665833333333,15182,2007-07-22 12:38:50,116.466616666667,39.9292333333333,17068,1022.0
10605,128,2007-07-24 00:28:36,116.466616666667,39.9292333333333,17068,2007-07-24 00:40:07,116.471783333333,39.908,17255,691.0
10650,128,2007-07-24 01:10:59,116.471783333333,39.908,17255,2007-07-24 01:10:59,116.403033333333,39.94955,16126,0.0
10655,128,2007-07-24 11:05:33,116.403033333333,39.94955,16126,2007-07-24 11:09:51,116.401816666667,39.9529166666667,16126,258.0
10697,128,2007-07-24 12:52:45,116.401816666667,39.9529166666667,16126,2007-07-24 13:11:21,116.4664,39.92945,17068,1116.0
10781,128,2007-07-24 23:42:05,116.4664,39.92945,17068,2007-07-25 00:03:53,116.5835,40.0792666666667,18975,1308.0
10830,128,2007-07-25 00:48:14,116.5835,40.0792666666667,18975,2007-07-25 00:48:14,116.57825,40.0789666666667,18975,0.0
10834,128,2007-07-28 22:59:46,116.57825,40.0789666666667,18975,2007-07-28 23:28:32,116.344766666667,39.9665,15182,1726.0
11669,128,2007-07-29 01:22:12,116.344766666667,39.9665,15182,2007-07-29 01:22:12,116.333283333333,39.9665166666667,14993,0.0
11679,128,2007-07-29 13:12:28,116.333283333333,39.9665166666667,14993,2007-07-29 13:17:08,116.34685,39.9681333333333,15183,280.0
11696,128,2007-07-29 13:48:17,116.34685,39.9681333333333,15183,2007-07-29 13:49:44,116.3278,39.9748333333333,14805,87.0
11709,128,2007-07-29 16:26:50,116.3278,39.9748333333333,14805,2007-07-29 16:28:27,116.344816666667,39.971,15183,97.0
11728,128,2007-07-30 01:59:16,116.344816666667,39.971,15183,2007-07-30 02:03:47,116.335166666667,39.975,14994,271.0
11910,128,2007-11-28 12:35:53,116.335166666667,39.975,14994,2007-11-28 13:12:25,116.2066,39.9669899,12914,2192.0
12012,128,2007-11-28 17:12:37,116.2066,39.9669899,12914,2007-11-28 18:12:06,116.3275133,39.9771649,14806,3569.0
12276,128,2008-04-05 01:11:50,116.3275133,39.9771649,14806,2008-04-05 01:20:41,116.465183333333,39.9073,17066,531.0
12308,128,2008-04-05 03:20:53,116.465183333333,39.9073,17066,2008-04-05 03:45:39,116.40535,39.9082833333333,16121,1486.0
12378,128,2008-04-05 05:31:18,116.40535,39.9082833333333,16121,2008-04-05 06:09:57,116.391066666667,39.9080666666667,15932,2319.0
12510,128,2008-04-05 08:30:38,116.391066666667,39.9080666666667,15932,2008-04-05 08:34:15,116.3679,39.9080333333333,15554,217.0
12552,128,2008-04-05 09:05:57,116.3679,39.9080333333333,15554,2008-04-05 09:13:33,116.47225,39.9262,17257,456.0
12576,128,2008-04-23 12:43:17,116.47225,39.9262,17257,2008-04-23 13:15:48,116.3233583,40.0762066,14817,1951.0
12783,128,2008-04-24 01:21:36,116.3233583,40.0762066,14817,2008-04-24 02:14:12,116.3275399,39.9755,14805,3156.0
13053,128,2008-04-24 06:26:40,116.3275399,39.9755,14805,2008-04-24 06:38:26,116.3956933,39.9887016,15941,706.0
13375,128,2008-04-24 07:35:37,116.3956933,39.9887016,15941,2008-04-24 08:24:24,116.3899616,39.9062366,15932,2927.0
13707,128,2008-04-24 12:56:25,116.3899616,39.9062366,15932,2008-04-24 13:08:19,116.3326933,39.9753683,14994,714.0
