,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,030,2009-01-13 02:32:24,116.331828,39.973369,14994,2009-01-13 03:03:09,116.324944,40.010677,14809,1845.0
955,030,2009-01-13 04:38:04,116.324944,40.010677,14809,2009-01-13 04:45:02,116.324248,40.007061,14809,418.0
1338,030,2009-01-13 06:07:54,116.324248,40.007061,14809,2009-01-13 06:09:20,116.325044,40.003501,14809,86.0
1618,030,2009-01-13 12:20:23,116.325044,40.003501,14809,2009-01-13 12:24:06,116.325008,40.000026,14808,223.0
1929,030,2009-01-13 16:13:06,116.325008,40.000026,14808,2009-01-13 16:17:58,116.324349,40.007082,14809,292.0
2190,030,2009-01-14 01:02:27,116.324349,40.007082,14809,2009-01-14 01:04:26,116.325003,40.003464,14809,119.0
2538,030,2009-01-14 05:22:02,116.325003,40.003464,14809,2009-01-14 05:22:37,116.324853,40.007021,14809,35.0
2700,030,2009-01-14 05:58:00,116.324853,40.007021,14809,2009-01-14 06:12:22,116.325005,40.003538,14809,862.0
3069,030,2009-01-14 08:15:34,116.325005,40.003538,14809,2009-01-14 08:31:56,116.325023,39.9997,14808,982.0
3496,030,2009-01-14 09:49:53,116.325023,39.9997,14808,2009-01-14 10:27:49,116.325017,39.999839,14808,2276.0
4037,030,2009-01-14 16:23:41,116.325017,39.999839,14808,2009-01-14 16:28:36,116.324194,40.007099,14809,295.0
4242,030,2009-01-15 00:53:23,116.324194,40.007099,14809,2009-01-15 00:55:14,116.324996,40.003053,14808,111.0
4486,030,2009-01-15 01:37:53,116.324996,40.003053,14808,2009-01-15 01:48:17,116.318035,39.998,14808,624.0
4824,030,2009-01-15 02:44:51,116.318035,39.998,14808,2009-01-15 02:48:12,116.325044,40.000064,14808,201.0
5049,030,2009-01-15 03:53:24,116.325044,40.000064,14808,2009-01-15 03:55:12,116.324346,40.007079,14809,108.0
5255,030,2009-01-15 04:25:51,116.324346,40.007079,14809,2009-01-15 04:28:25,116.324984,40.00357,14809,154.0
5494,030,2009-01-15 08:39:09,116.324984,40.00357,14809,2009-01-15 08:57:32,116.325007,39.999757,14808,1103.0
5874,030,2009-01-15 10:15:42,116.325007,39.999757,14808,2009-01-15 10:20:38,116.324199,40.00705,14809,296.0
6100,030,2009-01-15 10:56:09,116.324199,40.00705,14809,2009-01-15 11:00:42,116.325027,39.999745,14808,273.0
6414,030,2009-01-15 14:46:24,116.325027,39.999745,14808,2009-01-15 14:56:05,116.301251,39.984317,14428,581.0
6925,030,2009-01-15 15:32:28,116.301251,39.984317,14428,2009-01-15 15:32:59,116.301283,39.978896,14428,31.0
7096,030,2009-01-15 21:56:38,116.301283,39.978896,14428,2009-01-15 22:20:32,116.32407,40.007049,14809,1434.0
8006,030,2009-01-16 03:55:33,116.32407,40.007049,14809,2009-01-16 03:55:57,116.325011,40.006799,14809,24.0
8200,030,2009-01-16 05:24:50,116.325011,40.006799,14809,2009-01-16 05:25:22,116.324245,40.007085,14809,32.0
8289,030,2009-01-16 05:59:23,116.324245,40.007085,14809,2009-01-16 06:01:01,116.324998,40.003555,14809,98.0
8530,030,2009-01-16 06:40:04,116.324998,40.003555,14809,2009-01-16 07:40:39,116.326366,39.998119,14808,3635.0
9758,030,2009-01-16 09:38:38,116.326366,39.998119,14808,2009-01-16 09:38:38,116.32678,39.997968,14808,0.0
9851,030,2009-01-16 10:37:33,116.32678,39.997968,14808,2009-01-16 10:37:33,116.326094,39.998066,14808,0.0
10530,030,2009-01-16 16:07:37,116.326094,39.998066,14808,2009-01-16 16:11:01,116.324275,40.007069,14809,204.0
10747,030,2009-01-17 01:04:27,116.324275,40.007069,14809,2009-01-17 01:41:05,116.313199,39.971035,14616,2198.0
11811,030,2009-01-17 02:15:09,116.313199,39.971035,14616,2009-01-17 04:43:38,116.218875,40.222568,13132,8909.0
16674,030,2009-01-17 06:46:16,116.218875,40.222568,13132,2009-01-17 06:51:50,116.2444,40.222811,13510,334.0
16961,030,2009-01-17 09:10:40,116.2444,40.222811,13510,2009-01-17 09:10:40,116.24244,40.219426,13509,0.0
17242,030,2009-01-17 10:52:04,116.24244,40.219426,13509,2009-01-17 12:08:51,116.37203,39.947766,15558,4607.0
