,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,129,2008-05-01 23:26:24,116.419733333333,39.90305,16309,2008-05-01 23:26:24,116.419733333333,39.90305,16309,0.0
0,129,2008-05-05 09:54:48,116.419733333333,39.90305,16309,2008-05-05 10:01:13,116.321216666667,40.0067833333333,14809,385.0
204,129,2008-05-06 05:20:22,116.321216666667,40.0067833333333,14809,2008-05-06 05:26:06,116.30985,39.9879833333333,14618,344.0
210,129,2008-05-06 09:43:57,116.30985,39.9879833333333,14618,2008-05-06 09:55:29,116.326516666667,39.9849833333333,14806,692.0
224,129,2008-05-06 10:38:25,116.326516666667,39.9849833333333,14806,2008-05-06 10:46:34,116.324433333333,40.00105,14808,489.0
235,129,2008-05-07 07:41:35,116.324433333333,40.00105,14808,2008-05-07 08:08:24,116.32125,40.0063666666667,14809,1609.0
257,129,2008-05-16 10:30:26,116.32125,40.0063666666667,14809,2008-05-16 11:01:52,116.300383333333,39.9972333333333,14430,1886.0
280,129,2008-05-16 13:03:05,116.300383333333,39.9972333333333,14430,2008-05-16 13:03:05,116.302666666667,39.98895,14429,0.0
282,129,2008-05-16 13:34:13,116.302666666667,39.98895,14429,2008-05-16 14:09:03,116.321916666667,39.9988833333333,14808,2090.0
319,129,2008-05-27 06:14:31,116.321916666667,39.9988833333333,14808,2008-05-27 08:01:59,116.301395,39.917864,14421,6448.0
5143,129,2008-05-27 09:25:42,116.301395,39.917864,14421,2008-05-27 10:19:11,116.301378,39.918057,14421,3209.0
5765,129,2008-05-27 11:30:52,116.301378,39.918057,14421,2008-05-27 13:04:16,116.299768,39.918094,14421,5604.0
8900,129,2008-05-27 13:44:25,116.299768,39.918094,14421,2008-05-27 13:56:45,116.301407,39.918175,14421,740.0
9732,129,2008-05-27 14:31:41,116.301407,39.918175,14421,2008-05-27 15:04:18,116.313202,39.998612,14619,1957.0
12005,129,2008-06-27 01:21:19,116.313202,39.998612,14619,2008-06-27 01:56:00,116.407482,39.98697,16130,2081.0
14393,129,2008-06-27 05:36:35,116.407482,39.98697,16130,2008-06-27 06:00:35,116.328502,39.991617,14807,1440.0
