,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,008,2008-10-24 11:48:36,116.331139,39.981046,14995,2008-10-24 12:09:48,116.324926,39.966276,14804,1272.0
554,008,2008-10-24 13:24:19,116.324926,39.966276,14804,2008-10-24 14:00:24,116.327386,39.980071,14806,2165.0
1980,008,2008-10-25 04:21:32,116.327386,39.980071,14806,2008-10-25 04:47:27,116.301296,39.974748,14427,1555.0
2880,008,2008-10-25 06:18:11,116.301296,39.974748,14427,2008-10-25 06:50:35,116.32731,39.980168,14806,1944.0
4055,008,2008-10-25 10:53:39,116.32731,39.980168,14806,2008-10-25 11:43:40,116.418613,39.998083,16320,3001.0
5434,008,2008-10-25 22:54:33,116.418613,39.998083,16320,2008-10-25 23:05:02,116.327298,39.980128,14806,629.0
6136,008,2008-10-26 05:59:36,116.327298,39.980128,14806,2008-10-26 06:01:04,116.321584,39.980096,14806,88.0
6251,008,2008-10-26 06:43:26,116.321584,39.980096,14806,2008-10-26 06:56:06,116.330745,39.984266,14995,760.0
6627,008,2008-10-26 07:28:50,116.330745,39.984266,14995,2008-10-26 07:29:38,116.331282,39.991027,14996,48.0
6804,008,2008-10-26 11:27:30,116.331282,39.991027,14996,2008-10-26 13:22:26,116.361548,39.954366,15370,6896.0
8498,008,2008-10-27 01:56:06,116.361548,39.954366,15370,2008-10-27 01:56:06,116.328449,39.984403,14806,0.0
8503,008,2008-10-27 13:25:39,116.328449,39.984403,14806,2008-10-27 13:37:02,116.326894,39.980111,14806,683.0
9000,008,2008-10-28 11:25:06,116.326894,39.980111,14806,2008-10-28 11:51:42,116.325636,39.978616,14806,1596.0
9540,008,2008-10-28 12:37:27,116.325636,39.978616,14806,2008-10-28 12:57:37,116.417977,39.989112,16319,1210.0
10718,008,2008-10-29 04:25:36,116.417977,39.989112,16319,2008-10-29 04:27:07,116.326272,39.980167,14806,91.0
10990,008,2008-10-29 06:03:24,116.326272,39.980167,14806,2008-10-29 06:18:44,116.331481,39.985066,14995,920.0
11677,008,2008-10-29 07:33:42,116.331481,39.985066,14995,2008-10-29 07:48:37,116.289606,40.043194,14246,895.0
12530,008,2008-10-29 08:50:17,116.289606,40.043194,14246,2008-10-29 09:39:55,116.331969,39.980099,14995,2978.0
14526,008,2008-10-29 10:40:04,116.331969,39.980099,14995,2008-10-29 11:06:35,116.331752,39.981614,14995,1591.0
15192,008,2008-10-30 05:21:54,116.331752,39.981614,14995,2008-10-30 05:21:56,116.333158,39.98015,14995,2.0
15567,008,2008-10-30 06:13:31,116.333158,39.98015,14995,2008-10-30 06:29:29,116.374533,39.970935,15561,958.0
16288,008,2008-10-30 07:12:51,116.374533,39.970935,15561,2008-10-30 07:24:36,116.327409,39.980165,14806,705.0
17119,008,2008-10-30 08:02:54,116.327409,39.980165,14806,2008-10-30 08:24:14,116.330814,39.983516,14995,1280.0
17653,008,2008-11-01 04:20:22,116.330814,39.983516,14995,2008-11-01 04:49:14,116.360006,39.962096,15371,1732.0
18657,008,2008-11-01 05:41:52,116.360006,39.962096,15371,2008-11-01 05:41:52,116.360078,39.962061,15371,0.0
18946,008,2008-11-01 11:28:04,116.360078,39.962061,15371,2008-11-01 11:53:33,116.418723,39.998069,16320,1529.0
21350,008,2008-11-02 11:03:54,116.418723,39.998069,16320,2008-11-02 11:47:24,116.328445,39.980122,14806,2610.0
22844,008,2008-11-04 13:06:37,116.328445,39.980122,14806,2008-11-04 13:20:30,116.327194,39.980105,14806,833.0
23585,008,2008-11-05 08:35:24,116.327194,39.980105,14806,2008-11-05 09:59:04,116.313241,39.952988,14614,5020.0
24936,008,2008-11-05 10:34:50,116.313241,39.952988,14614,2008-11-05 11:03:03,116.316527,39.962121,14615,1693.0
25538,008,2008-11-05 11:56:05,116.316527,39.962121,14615,2008-11-05 12:16:19,116.363836,39.962055,15560,1214.0
26398,008,2008-11-05 14:20:54,116.363836,39.962055,15560,2008-11-05 14:30:31,116.327216,39.98012,14806,577.0
27987,008,2008-11-05 15:22:13,116.327216,39.98012,14806,2008-11-05 15:22:17,116.32912,39.98087,14995,4.0
28130,008,2008-11-06 10:47:40,116.32912,39.98087,14995,2008-11-06 10:47:40,116.324921,39.981275,14806,0.0
29086,008,2008-11-06 11:59:26,116.324921,39.981275,14806,2008-11-06 12:28:02,116.32669,39.980138,14806,1716.0
29805,008,2008-11-07 09:37:04,116.32669,39.980138,14806,2008-11-07 10:01:11,116.32914,39.982713,14995,1447.0
30330,008,2008-11-08 05:35:32,116.32914,39.982713,14995,2008-11-08 05:41:18,116.354872,39.962041,15371,346.0
30855,008,2008-11-08 09:34:40,116.354872,39.962041,15371,2008-11-08 09:43:22,116.360335,39.95119,15370,522.0
31276,008,2008-11-08 11:34:33,116.360335,39.95119,15370,2008-11-08 11:34:33,116.366192,39.944083,15558,0.0
31561,008,2008-11-08 12:05:28,116.366192,39.944083,15558,2008-11-08 12:40:52,116.360314,39.956468,15370,2124.0
32219,008,2008-11-09 04:11:34,116.360314,39.956468,15370,2008-11-09 04:11:34,116.360379,39.956541,15370,0.0
32446,008,2008-11-09 04:46:19,116.360379,39.956541,15370,2008-11-09 04:58:14,116.360296,39.959149,15371,715.0
32728,008,2008-11-09 09:17:05,116.360296,39.959149,15371,2008-11-09 10:11:06,116.328344,39.980085,14806,3241.0
33885,008,2008-11-10 13:16:33,116.328344,39.980085,14806,2008-11-10 13:40:48,116.364334,39.962038,15560,1455.0
34595,008,2008-11-10 14:55:43,116.364334,39.962038,15560,2008-11-10 14:55:43,116.360292,39.9596,15371,0.0
34709,008,2008-11-11 03:04:41,116.360292,39.9596,15371,2008-11-11 03:59:57,116.416872,39.998059,16320,3316.0
