,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,134,2007-04-24 04:22:20,116.332,39.97455,14994,2007-04-24 04:29:26,116.332416666667,39.971,14994,426.0
16,134,2007-04-24 06:05:34,116.332416666667,39.971,14994,2007-04-24 06:05:34,116.332366666667,39.9710833333333,14994,0.0
38,134,2007-04-24 15:32:45,116.332366666667,39.9710833333333,14994,2007-04-24 15:34:53,116.30035,39.9842666666667,14428,128.0
58,134,2007-04-25 00:57:26,116.30035,39.9842666666667,14428,2007-04-25 01:28:25,116.32925,39.97525,14994,1859.0
139,134,2007-04-25 15:47:00,116.32925,39.97525,14994,2007-04-25 15:56:22,116.294966666667,39.9810166666667,14428,562.0
186,134,2007-04-26 02:20:20,116.294966666667,39.9810166666667,14428,2007-04-26 02:20:20,116.294783333333,39.9799666666667,14428,0.0
196,134,2007-04-27 11:55:06,116.294783333333,39.9799666666667,14428,2007-04-27 12:07:57,116.300266666667,39.9842333333333,14428,771.0
230,134,2007-04-28 06:01:40,116.300266666667,39.9842333333333,14428,2007-04-28 06:12:20,116.326833333333,39.97515,14805,640.0
289,134,2007-04-30 03:17:00,116.326833333333,39.97515,14805,2007-04-30 03:24:49,116.327266666667,39.9751833333333,14805,469.0
313,134,2007-04-30 15:04:41,116.327266666667,39.9751833333333,14805,2007-04-30 15:07:33,116.300316666667,39.9842,14428,172.0
329,134,2007-05-08 11:14:53,116.300316666667,39.9842,14428,2007-05-08 11:18:45,116.300033333333,39.9822833333333,14428,232.0
360,134,2007-05-08 13:11:35,116.300033333333,39.9822833333333,14428,2007-05-08 13:16:00,116.326666666667,39.9771,14806,265.0
369,134,2007-05-11 09:29:05,116.326666666667,39.9771,14806,2007-05-11 09:34:48,116.312733333333,39.975,14616,343.0
437,134,2007-05-11 10:06:30,116.312733333333,39.975,14616,2007-05-11 10:23:03,116.300966666667,39.9810166666667,14428,993.0
504,134,2007-05-12 02:38:20,116.300966666667,39.9810166666667,14428,2007-05-12 02:44:59,116.3273,39.9751833333333,14805,399.0
533,134,2007-05-12 16:28:47,116.3273,39.9751833333333,14805,2007-05-12 16:28:47,116.324,39.9751333333333,14805,0.0
540,134,2007-05-14 10:58:37,116.324,39.9751333333333,14805,2007-05-14 11:02:48,116.30075,39.9811166666667,14428,251.0
560,134,2007-05-21 00:10:15,116.30075,39.9811166666667,14428,2007-05-21 00:10:15,116.3207,39.97485,14805,0.0
602,134,2007-05-26 11:01:01,116.3207,39.97485,14805,2007-05-26 11:04:16,116.32845,39.9798166666667,14806,195.0
612,134,2007-05-26 12:24:12,116.32845,39.9798166666667,14806,2007-05-26 12:36:09,116.301816666667,39.9619166666667,14426,717.0
689,134,2007-05-28 00:33:19,116.301816666667,39.9619166666667,14426,2007-05-28 00:46:34,116.326483333333,39.9752,14805,795.0
753,134,2007-05-30 15:42:24,116.326483333333,39.9752,14805,2007-05-30 15:42:24,116.319016666667,39.9740833333333,14805,0.0
766,134,2007-05-31 01:31:22,116.319016666667,39.9740833333333,14805,2007-05-31 01:31:22,116.329183333333,39.9750666666667,14994,0.0
777,134,2007-05-31 15:25:18,116.329183333333,39.9750666666667,14994,2007-05-31 15:25:18,116.3242,39.9752333333333,14805,0.0
