,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,101,2007-11-30 14:36:18,116.3297549,39.9776249,14995,2007-11-30 14:36:18,116.3297549,39.9776249,14995,0.0
0,101,2007-11-30 17:55:06,116.3297549,39.9776249,14995,2007-11-30 19:49:14,116.4802533,39.9794749,17263,6848.0
284,101,2007-11-30 20:24:27,116.4802533,39.9794749,17263,2007-11-30 20:29:00,116.5424282,40.1060533,18411,273.0
294,101,2007-12-02 19:23:35,116.5424282,40.1060533,18411,2007-12-02 20:07:24,116.3837566,39.9867616,15752,2629.0
522,101,2007-12-03 07:12:40,116.3837566,39.9867616,15752,2007-12-03 07:41:03,116.3483549,39.9364949,15179,1703.0
565,101,2007-12-03 16:12:11,116.3483549,39.9364949,15179,2007-12-03 16:29:35,116.3485399,39.9831716,15184,1044.0
577,101,2007-12-07 18:02:10,116.3485399,39.9831716,15184,2007-12-07 18:54:59,116.3132416,39.9718366,14616,3169.0
727,101,2007-12-07 19:52:09,116.3132416,39.9718366,14616,2007-12-07 19:52:09,116.3157616,39.9687883,14616,0.0
728,101,2007-12-07 20:27:11,116.3157616,39.9687883,14616,2007-12-07 20:34:09,116.325105,39.9687166,14805,418.0
745,101,2007-12-08 07:34:09,116.325105,39.9687166,14805,2007-12-08 07:56:10,116.0856699,39.7920666,11005,1321.0
1000,101,2007-12-08 12:24:23,116.0856699,39.7920666,11005,2007-12-08 12:38:43,116.1785016,39.8056383,12519,860.0
1184,101,2007-12-08 14:21:56,116.1785016,39.8056383,12519,2007-12-08 15:02:14,116.3040949,39.9710883,14427,2418.0
1598,101,2007-12-11 13:50:18,116.3040949,39.9710883,14427,2007-12-11 14:03:39,116.3070816,39.9715783,14616,801.0
1614,101,2007-12-12 11:03:14,116.3070816,39.9715783,14616,2007-12-12 11:08:25,116.3125933,39.9712516,14616,311.0
1632,101,2007-12-12 17:48:29,116.3125933,39.9712516,14616,2007-12-12 17:53:39,116.3125066,39.9681033,14616,310.0
1713,101,2007-12-13 16:53:11,116.3125066,39.9681033,14616,2007-12-13 17:27:26,116.506235,39.6988816,17799,2055.0
1888,101,2007-12-15 09:52:16,116.506235,39.6988816,17799,2007-12-15 10:01:38,116.30536,39.9835216,14617,562.0
1997,101,2007-12-15 11:09:56,116.30536,39.9835216,14617,2007-12-15 11:14:38,116.3004116,39.9680383,14427,282.0
2046,101,2007-12-15 11:46:34,116.3004116,39.9680383,14427,2007-12-15 11:46:34,116.3014316,39.9696783,14427,0.0
2089,101,2007-12-16 22:08:46,116.3014316,39.9696783,14427,2007-12-16 22:08:46,116.3051283,39.9710866,14616,0.0
2310,101,2007-12-19 08:16:17,116.3051283,39.9710866,14616,2007-12-19 08:16:17,116.3072216,39.9665916,14615,0.0
2325,101,2007-12-19 11:34:05,116.3072216,39.9665916,14615,2007-12-19 11:34:17,116.2995899,39.9704833,14427,12.0
2380,101,2007-12-19 12:45:37,116.2995899,39.9704833,14427,2007-12-19 12:50:10,116.3034899,39.9711966,14427,273.0
2468,101,2007-12-19 14:23:20,116.3034899,39.9711966,14427,2007-12-19 14:23:20,116.30725,39.9701833,14616,0.0
2486,101,2007-12-19 14:58:41,116.30725,39.9701833,14616,2007-12-19 15:15:07,116.9927899,40.3438533,25619,986.0
2565,101,2007-12-19 16:45:43,116.9927899,40.3438533,25619,2007-12-19 16:45:43,116.3081849,39.9675233,14616,0.0
2566,101,2007-12-19 17:26:39,116.3081849,39.9675233,14616,2007-12-19 17:31:23,116.3130583,39.9679666,14616,284.0
2599,101,2007-12-19 18:26:19,116.3130583,39.9679666,14616,2007-12-19 18:26:29,116.3098016,39.9675099,14616,10.0
2610,101,2007-12-19 19:46:00,116.3098016,39.9675099,14616,2007-12-19 19:46:00,116.3050866,39.9711749,14616,0.0
2633,101,2007-12-22 20:11:30,116.3050866,39.9711749,14616,2007-12-22 20:37:31,116.3029883,39.9810299,14428,1561.0
2645,101,2007-12-22 21:18:44,116.3029883,39.9810299,14428,2007-12-22 21:51:06,117.0064049,39.6750666,25734,1942.0
2718,101,2007-12-22 23:08:25,117.0064049,39.6750666,25734,2007-12-22 23:32:55,116.3029933,39.9699233,14427,1470.0
2736,101,2007-12-23 14:48:18,116.3029933,39.9699233,14427,2007-12-23 14:48:18,116.3086699,39.9939216,14618,0.0
2740,101,2007-12-23 15:22:01,116.3086699,39.9939216,14618,2007-12-23 15:22:01,116.3097299,39.9890233,14618,0.0
2778,101,2007-12-23 15:52:08,116.3097299,39.9890233,14618,2007-12-23 16:02:46,116.3130683,39.9674583,14616,638.0
2848,101,2007-12-23 17:05:22,116.3130683,39.9674583,14616,2007-12-23 17:05:22,116.2966716,39.96869,14427,0.0
2862,101,2007-12-23 22:13:48,116.2966716,39.96869,14427,2007-12-23 22:13:48,116.3046383,39.96841,14427,0.0
2863,101,2007-12-26 19:48:19,116.3046383,39.96841,14427,2007-12-26 19:48:19,116.305135,39.9711166,14616,0.0
2978,101,2007-12-27 13:52:56,116.305135,39.9711166,14616,2007-12-27 14:09:35,116.3130199,39.9673716,14616,999.0
2992,101,2007-12-27 15:34:31,116.3130199,39.9673716,14616,2007-12-27 15:34:31,116.3107949,39.9710766,14616,0.0
3028,101,2007-12-27 17:15:54,116.3107949,39.9710766,14616,2007-12-27 17:15:54,116.3098549,39.9662266,14615,0.0
3034,101,2007-12-28 17:38:42,116.3098549,39.9662266,14615,2007-12-28 17:49:09,116.3118716,39.97341,14616,627.0
3101,101,2008-01-09 19:48:07,116.3118716,39.97341,14616,2008-01-09 19:48:07,116.3093616,39.966265,14615,0.0
3213,101,2008-01-10 01:49:53,116.3093616,39.966265,14615,2008-01-10 01:49:53,116.3042016,39.9715149,14427,0.0
3282,101,2008-01-15 16:16:54,116.3042016,39.9715149,14427,2008-01-15 16:16:57,116.3083033,39.97107,14616,3.0
3319,101,2008-01-15 17:09:18,116.3083033,39.97107,14616,2008-01-15 17:09:18,116.3181833,39.9670149,14804,0.0
3320,101,2008-01-15 17:52:36,116.3181833,39.9670149,14804,2008-01-15 18:02:14,116.3152399,39.9746799,14616,578.0
3364,101,2008-03-02 03:01:18,116.3152399,39.9746799,14616,2008-03-02 03:07:56,116.3252166,39.9664216,14804,398.0
5646,101,2008-03-02 04:43:11,116.3252166,39.9664216,14804,2008-03-02 05:02:04,116.3130983,39.9682816,14616,1133.0
5766,101,2008-03-02 06:00:53,116.3130983,39.9682816,14616,2008-03-02 06:04:24,116.3040916,39.9714866,14427,211.0
5812,101,2008-03-02 11:01:18,116.3040916,39.9714866,14427,2008-03-02 11:07:56,116.3252166,39.9664216,14804,398.0
5842,101,2008-03-02 12:43:11,116.3252166,39.9664216,14804,2008-03-02 13:02:04,116.3130983,39.9682816,14616,1133.0
5962,101,2008-03-02 14:00:53,116.3130983,39.9682816,14616,2008-03-02 14:04:24,116.3040916,39.9714866,14427,211.0
6008,101,2008-03-09 09:43:41,116.3040916,39.9714866,14427,2008-03-09 10:21:14,116.5056833,40.1729483,17851,2253.0
6147,101,2008-03-09 12:08:12,116.5056833,40.1729483,17851,2008-03-09 13:56:41,116.3013683,39.9703033,14427,6509.0
6461,101,2008-03-09 17:43:41,116.3013683,39.9703033,14427,2008-03-09 18:21:14,116.5056833,40.1729483,17851,2253.0
6613,101,2008-03-09 20:08:12,116.5056833,40.1729483,17851,2008-03-09 21:56:41,116.3013683,39.9703033,14427,6509.0
6929,101,2008-03-12 08:22:45,116.3013683,39.9703033,14427,2008-03-12 08:24:27,116.2990799,39.9699133,14427,102.0
6944,101,2008-03-12 08:56:17,116.2990799,39.9699133,14427,2008-03-12 09:15:04,116.0498199,40.017635,10463,1127.0
