,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,006,2008-10-23 06:59:44,116.320122,39.98414,14806,2008-10-23 07:14:10,116.337231,39.985406,14996,866.0
178,006,2008-10-24 10:55:53,116.337231,39.985406,14996,2008-10-24 11:52:13,116.407474,39.887008,16119,3380.0
1122,006,2008-10-24 12:42:45,116.407474,39.887008,16119,2008-10-24 12:48:51,116.347261,39.980212,15184,366.0
1254,006,2008-10-25 04:58:05,116.347261,39.980212,15184,2008-10-25 06:33:30,116.324989,39.861242,14793,5725.0
2375,006,2008-10-25 08:44:25,116.324989,39.861242,14793,2008-10-25 10:25:15,116.336762,39.974849,14994,6050.0
3735,006,2008-10-25 11:50:55,116.336762,39.974849,14994,2008-10-25 12:34:29,116.340368,39.981323,15184,2614.0
4201,006,2008-10-31 04:11:44,116.340368,39.981323,15184,2008-10-31 04:20:29,116.337348,39.97506,14994,525.0
4243,006,2008-10-31 05:20:20,116.337348,39.97506,14994,2008-10-31 06:14:40,116.478373,39.843016,17248,3260.0
4718,006,2008-11-05 07:06:35,116.478373,39.843016,17248,2008-11-05 07:08:35,116.345368,39.980015,15184,120.0
5297,006,2008-11-05 07:48:37,116.345368,39.980015,15184,2008-11-05 07:48:37,116.345566,39.98326,15184,0.0
5317,006,2008-11-06 05:55:13,116.345566,39.98326,15184,2008-11-06 06:35:11,116.33978,39.962059,14993,2398.0
5981,006,2008-11-06 08:01:33,116.33978,39.962059,14993,2008-11-06 08:28:06,116.336859,39.981726,14995,1593.0
6347,006,2008-11-08 00:05:12,116.336859,39.981726,14995,2008-11-08 01:39:38,116.241553,40.222851,13510,5666.0
7482,006,2008-11-08 08:26:21,116.241553,40.222851,13510,2008-11-08 10:14:36,116.346913,39.988743,15185,6495.0
8823,006,2008-11-12 05:54:08,116.346913,39.988743,15185,2008-11-12 05:54:08,116.339878,39.979343,14995,0.0
9971,006,2008-11-12 07:49:24,116.339878,39.979343,14995,2008-11-12 07:49:24,116.346784,39.980172,15184,0.0
10063,006,2008-11-12 08:50:06,116.346784,39.980172,15184,2008-11-12 08:50:41,116.34847,39.982645,15184,35.0
10575,006,2008-11-12 11:52:22,116.34847,39.982645,15184,2008-11-12 11:52:22,116.340057,39.999613,14997,0.0
10781,006,2008-11-13 03:57:36,116.340057,39.999613,14997,2008-11-13 04:02:01,116.339387,39.980053,14995,265.0
10834,006,2008-11-13 05:58:00,116.339387,39.980053,14995,2008-11-13 06:47:10,116.339201,39.980321,14995,2950.0
