,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,098,2007-05-26 10:21:49,116.307366666667,39.9852833333333,14617,2007-05-26 10:49:13,116.36975,39.9080833333333,15554,1644.0
46,098,2007-05-26 11:27:34,116.36975,39.9080833333333,15554,2007-05-26 11:35:32,116.40055,39.8989166666667,16120,478.0
62,098,2007-05-26 13:32:51,116.40055,39.8989166666667,16120,2007-05-26 14:02:01,116.310633333333,39.9845166666667,14617,1750.0
111,098,2007-05-28 09:33:10,116.310633333333,39.9845166666667,14617,2007-05-28 10:04:57,116.319316666667,39.9673833333333,14805,1907.0
147,098,2007-05-28 11:02:18,116.319316666667,39.9673833333333,14805,2007-05-28 11:09:24,116.310483333333,39.9803666666667,14617,426.0
185,098,2007-05-29 10:16:40,116.310483333333,39.9803666666667,14617,2007-05-29 11:06:07,116.361733333333,39.9128,15365,2967.0
298,098,2007-05-31 09:07:29,116.361733333333,39.9128,15365,2007-05-31 09:24:40,116.335116666667,39.9440833333333,14991,1031.0
363,098,2007-05-31 13:07:58,116.335116666667,39.9440833333333,14991,2007-05-31 13:35:39,116.331066666667,39.9901666666667,14996,1661.0
424,098,2007-05-31 15:27:38,116.331066666667,39.9901666666667,14996,2007-05-31 15:27:38,116.3272,39.9815333333333,14806,0.0
436,098,2007-06-02 01:55:17,116.3272,39.9815333333333,14806,2007-06-02 02:06:19,116.310483333333,39.9799333333333,14617,662.0
471,098,2007-06-02 04:10:55,116.310483333333,39.9799333333333,14617,2007-06-02 04:10:55,116.309516666667,39.9801,14617,0.0
480,098,2007-06-02 10:04:28,116.309516666667,39.9801,14617,2007-06-02 10:06:23,116.32515,39.9916833333333,14807,115.0
570,098,2007-06-02 11:35:15,116.32515,39.9916833333333,14807,2007-06-02 12:09:40,116.468983333333,39.9346333333333,17069,2065.0
648,098,2007-06-04 10:36:31,116.468983333333,39.9346333333333,17069,2007-06-04 10:51:29,116.33085,39.99165,14996,898.0
668,098,2007-06-04 13:39:04,116.33085,39.99165,14996,2007-06-04 14:49:34,116.306066666667,39.9847333333333,14617,4230.0
