,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,018,2008-11-04 00:09:34,116.3869416,39.8589283,15737,2008-11-04 00:09:34,116.3869416,39.8589283,15737,0.0
0,018,2008-11-04 01:15:22,116.3869416,39.8589283,15737,2008-11-04 01:15:22,116.3867283,39.8632133,15738,0.0
144,018,2008-11-04 09:36:03,116.3867283,39.8632133,15738,2008-11-04 09:40:54,116.384205,39.9083583,15743,291.0
217,018,2008-11-04 10:21:58,116.384205,39.9083583,15743,2008-11-04 10:32:05,116.3231716,39.9559016,14803,607.0
388,018,2008-11-05 01:47:33,116.3231716,39.9559016,14803,2008-11-05 01:47:33,116.3111033,39.9764333,14617,0.0
457,018,2008-11-05 03:34:56,116.3111033,39.9764333,14617,2008-11-05 03:34:56,116.4452333,39.9579916,16693,0.0
490,018,2008-11-05 04:37:51,116.4452333,39.9579916,16693,2008-11-05 04:37:51,116.41479,39.8647016,16305,0.0
502,018,2008-11-05 05:11:39,116.41479,39.8647016,16305,2008-11-05 05:30:30,116.3956566,39.8640349,15927,1131.0
712,018,2008-11-05 06:27:07,116.3956566,39.8640349,15927,2008-11-05 06:30:47,116.3835849,39.8668133,15738,220.0
1050,018,2008-11-05 07:18:46,116.3835849,39.8668133,15738,2008-11-05 07:18:46,116.3849849,39.8660583,15738,0.0
1068,018,2008-11-05 11:00:19,116.3849849,39.8660583,15738,2008-11-05 12:09:13,116.3249283,39.9560616,14803,4134.0
1655,018,2008-11-06 02:03:38,116.3249283,39.9560616,14803,2008-11-06 02:03:38,116.3113133,39.9758916,14616,0.0
1755,018,2008-11-06 02:43:04,116.3113133,39.9758916,14616,2008-11-06 03:51:38,116.5825166,40.0790699,18975,4114.0
3681,018,2008-11-06 05:36:54,116.5825166,40.0790699,18975,2008-11-06 05:42:54,116.2769283,39.9979916,14052,360.0
3867,018,2008-11-06 07:03:37,116.2769283,39.9979916,14052,2008-11-06 08:39:09,116.3839166,39.9352666,15746,5732.0
5752,018,2008-11-06 09:12:02,116.3839166,39.9352666,15746,2008-11-06 09:39:03,116.3997383,39.9260516,16123,1621.0
6279,018,2008-11-06 10:30:58,116.3997383,39.9260516,16123,2008-11-06 11:01:04,116.4444399,39.9287116,16690,1806.0
7133,018,2008-11-06 23:54:01,116.4444399,39.9287116,16690,2008-11-07 01:20:18,116.3943733,39.9179966,15933,5177.0
8411,018,2008-11-07 02:58:09,116.3943733,39.9179966,15933,2008-11-07 02:58:09,116.3916866,39.9170316,15933,0.0
8573,018,2008-11-07 03:40:47,116.3916866,39.9170316,15933,2008-11-07 03:49:41,116.391255,39.9080733,15932,534.0
8797,018,2008-11-07 04:22:17,116.391255,39.9080733,15932,2008-11-07 04:39:42,116.4279933,39.8810966,16496,1045.0
9342,018,2008-11-07 07:38:26,116.4279933,39.8810966,16496,2008-11-07 07:50:34,116.4156816,39.8915533,16308,728.0
9528,018,2008-11-07 08:48:33,116.4156816,39.8915533,16308,2008-11-07 09:20:26,116.4743499,39.9262166,17257,1913.0
10389,018,2008-11-07 10:35:26,116.4743499,39.9262166,17257,2008-11-07 11:51:09,116.3921666,39.872055,15928,4543.0
11309,018,2008-11-08 00:00:13,116.3921666,39.872055,15928,2008-11-08 01:19:18,116.21526,40.2139416,13131,4745.0
14323,018,2008-11-08 02:02:22,116.21526,40.2139416,13131,2008-11-08 02:45:44,116.2154866,40.2948399,13140,2602.0
15194,018,2008-11-08 03:34:51,116.2154866,40.2948399,13140,2008-11-08 04:50:51,116.1411699,40.2409099,12000,4560.0
16416,018,2008-11-08 07:09:08,116.1411699,40.2409099,12000,2008-11-08 07:09:08,116.0042216,40.3508649,9744,0.0
16451,018,2008-11-08 11:31:38,116.0042216,40.3508649,9744,2008-11-08 11:47:01,116.3931783,39.8631283,15927,923.0
16892,018,2008-11-08 12:20:54,116.3931783,39.8631283,15927,2008-11-08 12:20:54,116.3870483,39.8632233,15738,0.0
16989,018,2008-11-08 21:34:28,116.3870483,39.8632233,15738,2008-11-09 00:03:58,116.3825016,39.865185,15738,8970.0
21514,018,2008-11-09 02:54:33,116.3825016,39.865185,15738,2008-11-09 02:54:33,116.3858199,39.8655183,15738,0.0
21520,018,2008-11-09 06:29:17,116.3858199,39.8655183,15738,2008-11-09 06:29:17,116.3862116,39.8629883,15738,0.0
21612,018,2008-11-10 01:21:15,116.3862116,39.8629883,15738,2008-11-10 01:21:15,116.3868083,39.8632049,15738,0.0
21805,018,2008-11-10 10:34:19,116.3868083,39.8632049,15738,2008-11-10 11:20:59,116.383855,39.8766433,15739,2800.0
22060,018,2008-11-11 08:05:36,116.383855,39.8766433,15739,2008-11-11 08:05:36,116.4486316,39.9617416,16883,0.0
22065,018,2008-11-11 09:52:36,116.4486316,39.9617416,16883,2008-11-11 10:23:00,116.0539216,39.8925066,10449,1824.0
22803,018,2008-11-11 12:21:20,116.0539216,39.8925066,10449,2008-11-11 12:22:31,116.380395,39.8607499,15738,71.0
22809,018,2008-11-12 01:19:05,116.380395,39.8607499,15738,2008-11-12 01:24:57,116.4074649,39.8707116,16117,352.0
