,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,038,2009-02-06 12:11:03,116.2683683,39.90329,13852,2009-02-06 13:25:39,116.3252949,39.97512,14805,4476.0
1345,038,2009-02-06 13:58:41,116.3252949,39.97512,14805,2009-02-06 14:31:35,116.3250416,40.0790166,14817,1974.0
1944,038,2009-02-07 05:20:37,116.3250416,40.0790166,14817,2009-02-07 05:54:48,116.3362816,39.9753249,14994,2051.0
2398,038,2009-02-07 06:56:12,116.3362816,39.9753249,14994,2009-02-07 07:26:36,116.3177883,39.9178933,14799,1824.0
3232,038,2009-02-07 10:51:57,116.3177883,39.9178933,14799,2009-02-07 11:31:34,116.3131433,39.9684766,14616,2377.0
4193,038,2009-02-07 12:09:55,116.3131433,39.9684766,14616,2009-02-07 12:12:51,116.3005616,39.9710933,14427,176.0
4810,038,2009-02-07 12:50:39,116.3005616,39.9710933,14427,2009-02-07 13:00:04,116.41111,39.9976183,16320,565.0
5046,038,2009-02-07 13:38:09,116.41111,39.9976183,16320,2009-02-07 13:40:21,116.4545866,39.9052483,16877,132.0
5113,038,2009-02-07 14:14:07,116.4545866,39.9052483,16877,2009-02-07 14:14:07,116.4635833,39.9081333,17066,0.0
5976,038,2009-02-07 15:06:51,116.4635833,39.9081333,17066,2009-02-07 15:43:38,116.3132016,39.8956883,14608,2207.0
7653,038,2009-02-07 16:17:22,116.3132016,39.8956883,14608,2009-02-07 17:15:05,116.3036666,39.9710783,14427,3463.0
9474,038,2009-02-07 23:36:23,116.3036666,39.9710783,14427,2009-02-07 23:48:22,116.2996049,39.9800799,14428,719.0
9684,038,2009-02-08 06:35:11,116.2996049,39.9800799,14428,2009-02-08 09:41:10,116.3681783,39.9081232,15554,11159.0
14145,038,2009-02-08 10:31:25,116.3681783,39.9081232,15554,2009-02-08 10:31:25,116.3675699,39.9081083,15554,0.0
14504,038,2009-02-08 11:40:49,116.3675699,39.9081083,15554,2009-02-08 12:08:25,116.3132083,39.96834,14616,1656.0
15258,038,2009-02-08 13:15:41,116.3132083,39.96834,14616,2009-02-08 14:07:44,116.3014316,39.9696249,14427,3123.0
17355,038,2009-02-08 14:37:47,116.3014316,39.9696249,14427,2009-02-08 14:37:47,116.3042499,39.9710816,14427,0.0
17939,038,2009-02-09 01:14:50,116.3042499,39.9710816,14427,2009-02-09 01:47:10,116.30435,39.9171933,14421,1940.0
18601,038,2009-02-09 04:13:05,116.30435,39.9171933,14421,2009-02-09 04:35:54,116.3130766,39.9213049,14610,1369.0
20025,038,2009-02-09 05:20:12,116.3130766,39.9213049,14610,2009-02-09 05:40:36,116.3131866,39.921915,14610,1224.0
21378,038,2009-02-09 10:32:48,116.3131866,39.921915,14610,2009-02-09 10:50:22,116.3131399,39.9685483,14616,1054.0
23178,038,2009-02-09 11:38:21,116.3131399,39.9685483,14616,2009-02-09 11:39:31,116.3037766,39.971085,14427,70.0
