,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,055,2007-07-31 10:52:17,116.331733333333,39.9752833333333,14994,2007-07-31 10:52:17,116.331733333333,39.9752833333333,14994,0.0
0,055,2007-07-31 14:10:23,116.331733333333,39.9752833333333,14994,2007-07-31 14:10:23,116.32485,39.97565,14805,0.0
12,055,2007-08-01 02:45:01,116.32485,39.97565,14805,2007-08-01 02:45:01,116.329016666667,39.9750833333333,14994,0.0
31,055,2007-08-01 03:58:07,116.329016666667,39.9750833333333,14994,2007-08-01 04:08:49,116.29985,39.9842,14428,642.0
38,055,2007-08-01 06:47:23,116.29985,39.9842,14428,2007-08-01 06:47:23,116.3018,39.9811166666667,14428,0.0
51,055,2007-08-01 07:57:29,116.3018,39.9811166666667,14428,2007-08-01 08:21:54,116.327316666667,39.97515,14805,1465.0
89,055,2007-08-02 01:30:25,116.327316666667,39.97515,14805,2007-08-02 01:38:27,116.329333333333,39.9750333333333,14994,482.0
100,055,2007-08-02 14:03:30,116.329333333333,39.9750333333333,14994,2007-08-02 14:03:30,116.32485,39.9753833333333,14805,0.0
107,055,2007-08-03 01:26:43,116.32485,39.9753833333333,14805,2007-08-03 01:26:43,116.325916666667,39.9754333333333,14805,0.0
123,055,2007-08-03 15:35:17,116.325916666667,39.9754333333333,14805,2007-08-03 15:35:17,116.324183333333,39.9751166666667,14805,0.0
134,055,2007-08-04 05:45:53,116.324183333333,39.9751166666667,14805,2007-08-04 05:45:53,116.326516666667,39.975,14805,0.0
138,055,2007-08-04 15:38:49,116.326516666667,39.975,14805,2007-08-04 15:40:48,116.32495,39.9757333333333,14805,119.0
149,055,2007-08-05 02:53:52,116.32495,39.9757333333333,14805,2007-08-05 03:02:52,116.293316666667,39.9893666666667,14429,540.0
163,055,2007-08-05 04:20:39,116.293316666667,39.9893666666667,14429,2007-08-05 04:33:31,116.3132,39.9746333333333,14616,772.0
202,055,2007-08-05 05:04:31,116.3132,39.9746333333333,14616,2007-08-05 05:06:12,116.325983333333,39.97445,14805,101.0
223,055,2007-08-06 15:33:16,116.325983333333,39.97445,14805,2007-08-06 15:33:16,116.31895,39.97455,14805,0.0
238,055,2007-08-09 00:37:39,116.31895,39.97455,14805,2007-08-09 01:35:41,116.330683333333,39.9757,14994,3482.0
278,055,2011-08-07 09:25:34,116.330683333333,39.9757,14994,2011-08-07 09:25:34,116.309889717,39.976835293,14617,0.0
380,055,2011-08-08 22:10:38,116.309889717,39.976835293,14617,2011-08-08 22:10:38,116.332222487,39.974362616,14994,0.0
509,055,2011-08-09 09:45:32,116.332222487,39.974362616,14994,2011-08-09 09:45:32,116.310312821,39.978473476,14617,0.0
1153,055,2011-08-09 22:26:41,116.310312821,39.978473476,14617,2011-08-09 22:26:41,116.333868743,39.974891397,14994,0.0
1388,055,2011-08-24 13:39:36,116.333868743,39.974891397,14994,2011-08-24 14:08:51,116.325025,39.9752166666667,14805,1755.0
4611,055,2011-08-25 00:52:28,116.325025,39.9752166666667,14805,2011-08-25 00:52:28,116.458023333333,39.9493966666667,17071,0.0
9303,055,2011-08-25 01:48:47,116.458023333333,39.9493966666667,17071,2011-08-25 02:00:01,116.299313333333,39.9654,14426,674.0
9676,055,2011-08-27 14:07:59,116.299313333333,39.9654,14426,2011-08-27 14:24:44,116.324973333333,39.9750833333333,14805,1005.0
9902,055,2011-08-28 08:59:53,116.324973333333,39.9750833333333,14805,2011-08-28 09:22:41,116.306748333333,39.9788516666667,14617,1368.0
10554,055,2011-08-28 16:41:52,116.306748333333,39.9788516666667,14617,2011-08-28 16:43:06,116.32508,39.9751,14805,74.0
10711,055,2011-08-29 03:07:26,116.32508,39.9751,14805,2011-08-29 03:23:16,116.313185,39.9757216666667,14616,950.0
15170,055,2011-08-30 14:28:04,116.313185,39.9757216666667,14616,2011-08-30 14:48:04,116.33161,39.9710883333333,14994,1200.0
15577,055,2011-09-02 09:32:35,116.33161,39.9710883333333,14994,2011-09-02 09:50:35,116.32504,39.9749333333333,14805,1080.0
15940,055,2011-09-30 08:50:59,116.32504,39.9749333333333,14805,2011-09-30 08:51:56,116.3028,39.97794,14428,57.0
26099,055,2011-09-30 10:01:53,116.3028,39.97794,14428,2011-09-30 10:01:53,116.609328333333,40.0550716666667,19350,0.0
26207,055,2011-09-30 13:55:43,116.609328333333,40.0550716666667,19350,2011-09-30 13:55:54,116.617356666667,40.0635566666667,19540,11.0
