,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,167,2008-03-01 03:31:51,116.330516666667,39.9755333333333,14994,2008-03-01 04:33:10,116.422766666667,39.9705,16506,3679.0
29,167,2008-03-01 05:28:45,116.422766666667,39.9705,16506,2008-03-01 06:16:32,116.3981,39.96205,15938,2867.0
43,167,2008-03-02 07:29:48,116.3981,39.96205,15938,2008-03-02 07:55:12,116.329766666667,39.9750666666667,14994,1524.0
62,167,2008-03-06 07:17:59,116.329766666667,39.9750666666667,14994,2008-03-06 07:17:59,116.321383333333,40.0060833333333,14809,0.0
124,167,2008-03-06 11:06:38,116.321383333333,40.0060833333333,14809,2008-03-06 11:15:43,116.327133333333,39.9799666666667,14806,545.0
153,167,2008-03-07 01:50:44,116.327133333333,39.9799666666667,14806,2008-03-07 01:57:30,116.327266666667,39.9770666666667,14806,406.0
167,167,2008-03-10 17:14:24,116.327266666667,39.9770666666667,14806,2008-03-10 17:21:51,116.3243,39.9998666666667,14808,447.0
186,167,2008-03-11 02:02:54,116.3243,39.9998666666667,14808,2008-03-11 02:15:02,116.32725,39.9757833333333,14805,728.0
212,167,2008-03-11 16:11:02,116.32725,39.9757833333333,14805,2008-03-11 16:19:52,116.3221,39.9996166666667,14808,530.0
230,167,2008-03-12 02:17:41,116.3221,39.9996166666667,14808,2008-03-12 02:27:13,116.32715,39.9789666666667,14806,572.0
261,167,2008-03-13 17:05:05,116.32715,39.9789666666667,14806,2008-03-13 17:13:16,116.324283333333,39.9998,14808,491.0
278,167,2008-03-14 07:07:56,116.324283333333,39.9998,14808,2008-03-14 07:18:20,116.325316666667,40.0012333333333,14808,624.0
302,167,2008-03-14 09:03:40,116.325316666667,40.0012333333333,14808,2008-03-14 09:27:24,116.328083333333,39.9795666666667,14806,1424.0
324,167,2008-03-14 09:59:59,116.328083333333,39.9795666666667,14806,2008-03-14 09:59:59,116.338066666667,39.9750666666667,14994,0.0
336,167,2008-03-14 10:34:18,116.338066666667,39.9750666666667,14994,2008-03-14 10:48:47,116.422066666667,39.97045,16317,869.0
352,167,2008-03-14 13:41:24,116.422066666667,39.97045,16317,2008-03-14 14:03:41,116.430166666667,39.9768166666667,16507,1337.0
366,167,2008-03-14 14:56:33,116.430166666667,39.9768166666667,16507,2008-03-14 14:56:33,116.330966666667,39.9754166666667,14994,0.0
367,167,2008-03-14 18:25:10,116.330966666667,39.9754166666667,14994,2008-03-14 18:34:03,116.324133333333,39.9996833333333,14808,533.0
382,167,2008-03-15 05:29:30,116.324133333333,39.9996833333333,14808,2008-03-15 05:50:58,116.324566666667,40.0002833333333,14808,1288.0
414,167,2008-03-15 08:00:00,116.324566666667,40.0002833333333,14808,2008-03-15 08:02:25,116.326266666667,39.998,14808,145.0
421,167,2008-03-15 08:44:00,116.326266666667,39.998,14808,2008-03-15 08:44:00,116.363216666667,39.9754333333333,15372,0.0
431,167,2008-03-15 13:30:34,116.363216666667,39.9754333333333,15372,2008-03-15 13:57:50,116.324683333333,39.9997666666667,14808,1636.0
458,167,2008-03-16 01:12:26,116.324683333333,39.9997666666667,14808,2008-03-16 01:22:12,116.3272,39.97765,14806,586.0
486,167,2008-03-17 12:38:35,116.3272,39.97765,14806,2008-03-17 12:40:53,116.425683333333,39.9713166666667,16506,138.0
495,167,2008-03-17 14:22:39,116.425683333333,39.9713166666667,16506,2008-03-17 15:31:31,116.3337,39.9747166666667,14994,4132.0
542,167,2008-03-20 00:45:41,116.3337,39.9747166666667,14994,2008-03-20 00:52:33,116.3249683,39.9999333,14808,412.0
686,167,2008-03-20 09:51:40,116.3249683,39.9999333,14808,2008-03-20 10:23:55,116.3271249,39.9799966,14806,1935.0
