,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,135,2008-12-24 14:42:08,116.4050249,39.9154849,16122,2008-12-24 15:15:39,116.4018683,39.9623349,16127,2011.0
396,135,2008-12-27 07:40:16,116.4018683,39.9623349,16127,2008-12-27 07:57:52,116.395632,39.93942,15935,1056.0
1373,135,2008-12-27 08:36:02,116.395632,39.93942,15935,2008-12-27 08:51:05,116.388886,39.935103,15935,903.0
1985,135,2008-12-27 09:39:35,116.388886,39.935103,15935,2008-12-27 09:39:35,116.395724,39.93944,15935,0.0
2396,135,2008-12-27 11:44:07,116.395724,39.93944,15935,2008-12-27 11:57:09,116.407448,39.96791,16128,782.0
3717,135,2008-12-28 10:36:44,116.407448,39.96791,16128,2008-12-28 10:57:26,116.401591,39.962701,16127,1242.0
4292,135,2008-12-28 11:53:33,116.401591,39.962701,16127,2008-12-28 11:54:29,116.401495,39.962103,16127,56.0
4761,135,2009-01-01 02:44:59,116.401495,39.962103,16127,2009-01-01 02:44:59,116.331813,39.937448,14990,0.0
5045,135,2009-01-01 03:30:11,116.331813,39.937448,14990,2009-01-01 03:34:29,116.33478,39.93576,14990,258.0
5119,135,2009-01-01 05:38:31,116.33478,39.93576,14990,2009-01-01 06:07:10,116.407379,39.967912,16128,1719.0
6546,135,2009-01-02 04:32:28,116.407379,39.967912,16128,2009-01-02 04:32:28,116.395612,39.966269,15938,0.0
7768,135,2009-01-03 01:21:35,116.395612,39.966269,15938,2009-01-03 02:13:20,116.39567,39.968736,15939,3105.0
8437,135,2009-01-09 13:03:05,116.39567,39.968736,15939,2009-01-09 13:03:05,116.334034,39.975827,14994,0.0
10213,135,2009-01-09 14:03:29,116.334034,39.975827,14994,2009-01-09 14:13:08,116.395699,39.968618,15939,579.0
10864,135,2009-01-09 16:26:47,116.395699,39.968618,15939,2009-01-09 16:26:52,116.399267,39.968212,16128,5.0
12333,135,2009-01-10 01:19:48,116.399267,39.968212,16128,2009-01-10 01:50:59,116.394447,39.97106,15939,1871.0
13676,135,2009-01-10 02:25:54,116.394447,39.97106,15939,2009-01-10 02:25:54,116.39568,39.9687,15939,0.0
13755,135,2009-01-12 01:41:56,116.39568,39.9687,15939,2009-01-12 02:08:52,116.335079,39.975631,14994,1616.0
15054,135,2009-01-14 12:18:33,116.335079,39.975631,14994,2009-01-14 12:26:15,116.407482,39.987275,16130,462.0
15631,135,2009-01-24 06:51:05,116.407482,39.987275,16130,2009-01-24 06:51:05,116.314578,39.893738,14607,0.0
15771,135,2009-01-24 08:35:04,116.314578,39.893738,14607,2009-01-24 09:01:12,115.912349,39.40014,8127,1568.0
