,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,127,2008-09-27 00:57:40,116.329469,39.982132,14995,2008-09-27 01:03:00,116.324783,39.984916,14806,320.0
68,127,2008-09-27 02:33:38,116.324783,39.984916,14806,2008-09-27 02:40:53,116.313015,39.984511,14617,435.0
243,127,2008-09-27 03:29:45,116.313015,39.984511,14617,2008-09-27 03:29:45,116.313266,39.983862,14617,0.0
362,127,2008-09-27 11:05:13,116.313266,39.983862,14617,2008-09-27 11:16:56,116.326497,39.98896,14807,703.0
537,127,2008-09-28 02:19:36,116.326497,39.98896,14807,2008-09-28 02:19:36,116.324232,39.982849,14806,0.0
628,127,2008-09-29 04:26:02,116.324232,39.982849,14806,2008-09-29 04:36:52,116.346559,39.940911,15180,650.0
758,127,2008-09-29 05:39:04,116.346559,39.940911,15180,2008-09-29 05:39:04,116.423935,39.900747,16498,0.0
834,127,2008-10-05 08:44:14,116.423935,39.900747,16498,2008-10-05 09:09:34,116.317853,39.998033,14808,1520.0
22026,127,2008-10-05 09:49:25,116.317853,39.998033,14808,2008-10-05 09:52:46,116.326686,39.989012,14807,201.0
22120,127,2008-10-06 00:46:29,116.326686,39.989012,14807,2008-10-06 00:53:49,116.316411,39.989061,14618,440.0
22369,127,2008-10-06 03:44:12,116.316411,39.989061,14618,2008-10-06 04:05:42,116.317867,39.997877,14808,1290.0
22604,127,2008-10-06 04:40:44,116.317867,39.997877,14808,2008-10-06 04:40:44,116.316232,39.989012,14618,0.0
22701,127,2008-10-06 12:56:15,116.316232,39.989012,14618,2008-10-06 13:07:15,116.329482,39.982261,14995,660.0
