,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,068,2008-09-14 13:03:13,116.418284,39.972929,16317,2008-09-14 13:07:08,116.422758,39.970938,16506,235.0
47,068,2008-09-14 14:44:18,116.422758,39.970938,16506,2008-09-14 14:52:23,116.419278,39.969499,16317,485.0
151,068,2008-09-15 02:40:36,116.419278,39.969499,16317,2008-09-15 03:13:06,116.41172,39.961911,16316,1950.0
888,068,2008-09-15 03:51:21,116.41172,39.961911,16316,2008-09-15 04:35:41,116.414454,39.980209,16318,2660.0
1420,068,2008-09-15 05:34:16,116.414454,39.980209,16318,2008-09-15 06:07:11,116.419156,39.969152,16317,1975.0
1740,068,2008-09-15 10:17:20,116.419156,39.969152,16317,2008-09-15 10:29:30,116.414467,39.980147,16318,730.0
1912,068,2008-09-15 11:46:12,116.414467,39.980147,16318,2008-09-15 12:56:23,116.419363,39.970331,16317,4211.0
2745,068,2008-09-16 03:13:43,116.419363,39.970331,16317,2008-09-16 03:31:23,116.414283,39.980138,16318,1060.0
2954,068,2008-09-16 04:12:40,116.414283,39.980138,16318,2008-09-16 04:56:00,116.419251,39.9697,16317,2600.0
3389,068,2008-09-16 06:45:10,116.419251,39.9697,16317,2008-09-16 08:18:25,116.394322,39.998517,15942,5595.0
4524,068,2008-09-16 08:51:39,116.394322,39.998517,15942,2008-09-16 08:51:39,116.386726,39.998028,15753,0.0
4844,068,2008-09-17 05:33:10,116.386726,39.998028,15753,2008-09-17 06:46:15,116.419298,39.969048,16317,4385.0
5662,068,2008-09-17 07:58:45,116.419298,39.969048,16317,2008-09-17 10:04:00,116.414321,39.980082,16318,7515.0
7073,068,2008-09-17 11:04:21,116.414321,39.980082,16318,2008-09-17 11:14:56,116.419279,39.970316,16317,635.0
7293,068,2008-09-18 04:53:40,116.419279,39.970316,16317,2008-09-18 05:32:55,116.419249,39.969946,16317,2355.0
7648,068,2008-09-18 09:27:26,116.419249,39.969946,16317,2008-09-18 12:58:28,116.419221,39.979263,16318,12662.0
9177,068,2008-09-18 13:57:38,116.419221,39.979263,16318,2008-09-18 14:15:23,116.422834,39.971072,16506,1065.0
9725,068,2008-09-18 14:52:48,116.422834,39.971072,16506,2008-09-18 15:33:33,116.453483,39.995988,16887,2445.0
10084,068,2008-09-19 02:44:13,116.453483,39.995988,16887,2008-09-19 02:53:33,116.414299,39.980086,16318,560.0
10196,068,2008-09-19 04:12:39,116.414299,39.980086,16318,2008-09-19 04:37:39,116.419283,39.968356,16317,1500.0
