,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,082,2007-05-24 10:39:59,116.331516666667,39.9756166666667,14994,2007-05-24 10:45:29,116.336816666667,39.9753833333333,14994,330.0
16,082,2007-05-24 11:22:22,116.336816666667,39.9753833333333,14994,2007-05-24 11:22:22,116.33645,39.9752833333333,14994,0.0
19,082,2007-06-06 12:01:13,116.33645,39.9752833333333,14994,2007-06-06 12:02:30,116.346816666667,39.9694166666667,15183,77.0
47,082,2007-06-06 14:18:48,116.346816666667,39.9694166666667,15183,2007-06-06 14:28:18,116.3363,39.9752166666667,14994,570.0
113,082,2007-06-07 15:21:59,116.3363,39.9752166666667,14994,2007-06-07 15:21:59,116.328483333333,39.9800833333333,14806,0.0
178,082,2007-06-08 01:20:44,116.328483333333,39.9800833333333,14806,2007-06-08 01:20:44,116.328033333333,39.97935,14806,0.0
187,082,2007-06-12 12:44:59,116.328033333333,39.97935,14806,2007-06-12 12:44:59,116.32835,39.98035,14806,0.0
204,082,2007-06-19 00:53:16,116.32835,39.98035,14806,2007-06-19 00:53:16,116.33015,39.9770166666667,14995,0.0
510,082,2007-06-20 15:32:06,116.33015,39.9770166666667,14995,2007-06-20 15:32:06,116.328266666667,39.98025,14806,0.0
548,082,2007-06-21 01:57:15,116.328266666667,39.98025,14806,2007-06-21 01:57:15,116.329066666667,39.9787666666667,14995,0.0
555,082,2007-06-22 14:48:24,116.329066666667,39.9787666666667,14995,2007-06-22 14:48:24,116.328316666667,39.9801333333333,14806,0.0
586,082,2007-06-23 12:40:29,116.328316666667,39.9801333333333,14806,2007-06-23 12:40:29,116.32905,39.9780666666667,14995,0.0
593,082,2007-06-23 14:37:38,116.32905,39.9780666666667,14995,2007-06-23 14:37:38,116.328383333333,39.9802166666667,14806,0.0
632,082,2007-06-25 01:03:01,116.328383333333,39.9802166666667,14806,2007-06-25 01:03:01,116.32845,39.9795333333333,14806,0.0
641,082,2007-06-25 14:02:02,116.32845,39.9795333333333,14806,2007-06-25 14:02:02,116.327583333333,39.9800833333333,14806,0.0
681,082,2007-06-26 01:27:07,116.327583333333,39.9800833333333,14806,2007-06-26 01:27:07,116.328583333333,39.9794166666667,14995,0.0
693,082,2007-11-28 12:35:53,116.328583333333,39.9794166666667,14995,2007-11-28 13:12:25,116.2066,39.9669899,12914,2192.0
804,082,2007-11-28 17:12:37,116.2066,39.9669899,12914,2007-11-28 18:12:06,116.3275133,39.9771649,14806,3569.0
1068,082,2008-05-16 05:36:31,116.3275133,39.9771649,14806,2008-05-16 06:03:37,116.19858,39.989036,12728,1626.0
