,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,067,2010-08-12 14:52:05,116.330666,39.975929,14994,2010-08-12 14:52:05,116.330666,39.975929,14994,0.0
0,067,2010-08-12 15:32:41,116.330666,39.975929,14994,2010-08-12 15:41:31,116.332216,39.978339,14995,530.0
318,067,2010-09-15 16:01:05,116.332216,39.978339,14995,2010-09-15 16:39:25,116.336738,39.975207,14994,2300.0
963,067,2010-11-28 15:23:29,116.336738,39.975207,14994,2010-11-28 16:18:16,116.325226,39.975124,14805,3287.0
9722,067,2010-12-05 14:05:49,116.325226,39.975124,14805,2010-12-05 14:39:45,116.367497,39.876588,15550,2036.0
9985,067,2010-12-05 15:30:15,116.367497,39.876588,15550,2010-12-05 15:44:55,116.336027,39.971283,14994,880.0
10493,067,2010-12-11 14:59:35,116.336027,39.971283,14994,2010-12-11 14:59:35,116.387716,39.990658,15941,0.0
10693,067,2010-12-11 16:20:47,116.387716,39.990658,15941,2010-12-11 16:37:57,116.395684,40.000813,15942,1030.0
11651,067,2010-12-14 10:11:39,116.395684,40.000813,15942,2010-12-14 10:11:39,116.329196,39.975919,14994,0.0
11762,067,2010-12-14 16:07:34,116.329196,39.975919,14994,2010-12-14 16:07:44,116.329788,39.975178,14994,10.0
12001,067,2010-12-19 15:48:31,116.329788,39.975178,14994,2010-12-19 15:53:20,116.478150486946,39.9843388795853,17263,289.0
12503,067,2010-12-19 16:24:34,116.478150486946,39.9843388795853,17263,2010-12-19 17:07:18,116.453152298927,39.9620550870895,16883,2564.0
13547,067,2010-12-24 18:00:17,116.453152298927,39.9620550870895,16883,2010-12-24 18:00:17,116.457239985466,39.8830854892731,16874,0.0
13617,067,2010-12-24 18:40:31,116.457239985466,39.8830854892731,16874,2010-12-24 19:08:30,116.489989757538,39.8636984825134,17439,1679.0
14143,067,2010-12-24 19:54:56,116.489989757538,39.8636984825134,17439,2010-12-24 19:54:56,116.489920020103,39.8649644851685,17439,0.0
