,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,079,2010-05-24 12:27:33,116.329943,39.975652,14994,2010-05-24 12:57:43,116.393961,39.872553,15928,1810.0
369,079,2010-05-25 02:06:43,116.393961,39.872553,15928,2010-05-25 02:40:48,116.336385,39.975115,14994,2045.0
817,079,2010-05-25 12:45:41,116.336385,39.975115,14994,2010-05-25 13:17:56,116.393957,39.872683,15928,1935.0
1239,079,2010-05-27 01:02:05,116.393957,39.872683,15928,2010-05-27 01:57:20,116.336026,39.975172,14994,3315.0
1989,079,2010-05-27 12:57:49,116.336026,39.975172,14994,2010-05-27 13:43:14,116.391019,39.881117,15929,2725.0
2575,079,2010-05-28 01:14:40,116.391019,39.881117,15929,2010-05-28 02:12:05,116.3366,39.975168,14994,3445.0
3306,079,2010-05-29 03:44:57,116.3366,39.975168,14994,2010-05-29 04:01:12,116.443314,39.902354,16687,975.0
3532,079,2010-05-29 14:04:37,116.443314,39.902354,16687,2010-05-29 14:21:02,116.372229,39.905722,15554,985.0
3755,079,2010-05-30 12:35:30,116.372229,39.905722,15554,2010-05-30 13:06:45,116.393848,39.872175,15928,1875.0
4158,079,2010-05-31 11:25:41,116.393848,39.872175,15928,2010-05-31 11:37:41,116.393973,39.872615,15928,720.0
4349,079,2010-06-01 02:23:43,116.393973,39.872615,15928,2010-06-01 02:57:48,116.336052,39.975131,14994,2045.0
4820,079,2010-06-01 11:02:33,116.336052,39.975131,14994,2010-06-01 11:20:53,116.353865,39.917072,15366,1100.0
5079,079,2010-06-03 03:12:39,116.353865,39.917072,15366,2010-06-03 04:22:34,116.336572,39.975114,14994,4195.0
6025,079,2010-06-05 07:43:12,116.336572,39.975114,14994,2010-06-05 08:19:42,116.358351,39.989076,15374,2190.0
6489,079,2010-06-06 03:43:33,116.358351,39.989076,15374,2010-06-06 04:11:38,116.358226,39.989119,15374,1685.0
6836,079,2010-06-06 08:39:52,116.358226,39.989119,15374,2010-06-06 09:01:22,116.390931,39.881131,15929,1290.0
7113,079,2010-06-09 12:58:10,116.390931,39.881131,15929,2010-06-09 13:27:10,116.393948,39.872443,15928,1740.0
7475,079,2010-06-10 02:33:39,116.393948,39.872443,15928,2010-06-10 03:11:04,116.336238,39.975131,14994,2245.0
7969,079,2010-06-10 10:37:00,116.336238,39.975131,14994,2010-06-10 11:34:15,116.390965,39.880959,15929,3435.0
8724,079,2010-06-11 02:12:21,116.390965,39.880959,15929,2010-06-11 02:48:46,116.335977,39.975116,14994,2185.0
9187,079,2010-06-12 01:52:04,116.335977,39.975116,14994,2010-06-12 02:26:39,116.33661,39.975179,14994,2075.0
9643,079,2010-06-14 05:18:41,116.33661,39.975179,14994,2010-06-14 05:43:06,116.46637,39.906859,17066,1465.0
9970,079,2010-06-14 07:41:26,116.46637,39.906859,17066,2010-06-14 08:35:41,116.358276,39.98907,15374,3255.0
10515,079,2010-06-16 01:08:27,116.358276,39.98907,15374,2010-06-16 01:38:47,116.634274,39.898775,19900,1820.0
10885,079,2010-06-16 10:46:11,116.634274,39.898775,19900,2010-06-16 11:13:16,116.390568,39.879994,15929,1625.0
