,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,130,2009-07-06 19:11:33,116.332806,39.97504,14994,2009-07-06 19:25:55,116.301334,39.97438,14427,862.0
408,130,2009-07-11 14:36:08,116.301334,39.97438,14427,2009-07-11 16:03:12,116.33297,40.078988,15006,5224.0
1977,130,2009-07-12 12:29:05,116.33297,40.078988,15006,2009-07-12 12:29:05,116.299579,39.974479,14427,0.0
2619,130,2009-07-12 13:02:09,116.299579,39.974479,14427,2009-07-12 13:37:56,116.304611,39.881032,14417,2147.0
4176,130,2009-07-12 14:19:20,116.304611,39.881032,14417,2009-07-12 15:03:29,116.348587,39.757795,15159,2649.0
5665,130,2009-07-12 17:24:54,116.348587,39.757795,15159,2009-07-12 17:43:34,116.336742,39.757717,14970,1120.0
7036,130,2009-07-12 19:08:38,116.336742,39.757717,14970,2009-07-12 19:58:06,116.300186,39.971096,14427,2968.0
9671,130,2009-07-12 21:46:36,116.300186,39.971096,14427,2009-07-12 22:33:09,116.300931,39.973917,14427,2793.0
11252,130,2009-08-01 15:18:37,116.300931,39.973917,14427,2009-08-01 15:18:37,116.289609,39.973017,14238,0.0
11397,130,2009-08-01 15:59:31,116.289609,39.973017,14238,2009-08-01 16:08:06,116.277818,39.977681,14050,515.0
11802,130,2009-08-01 18:30:28,116.277818,39.977681,14050,2009-08-01 18:38:32,116.299643,39.980028,14428,484.0
12253,130,2009-08-28 13:25:36,116.299643,39.980028,14428,2009-08-28 13:25:36,116.33533,39.975345,14994,0.0
12444,130,2009-08-28 14:09:19,116.33533,39.975345,14994,2009-08-28 14:09:19,116.447201,39.9579,16882,0.0
12451,130,2009-08-28 18:02:57,116.447201,39.9579,16882,2009-08-28 18:02:57,116.296896,39.974206,14427,0.0
12625,130,2009-08-29 17:32:12,116.296896,39.974206,14427,2009-08-29 18:19:52,116.454599,39.992108,16886,2860.0
14245,130,2009-08-29 21:35:01,116.454599,39.992108,16886,2009-08-29 22:07:26,116.301402,39.974665,14427,1945.0
15549,130,2009-08-30 14:43:00,116.301402,39.974665,14427,2009-08-30 14:43:00,116.300486,39.970992,14427,0.0
15720,130,2009-08-30 15:20:55,116.300486,39.970992,14427,2009-08-30 15:30:19,116.313222,39.979554,14617,564.0
16431,130,2009-08-30 17:25:31,116.313222,39.979554,14617,2009-08-30 18:15:08,116.320608,39.980039,14806,2977.0
16925,130,2009-09-05 12:40:57,116.320608,39.980039,14806,2009-09-05 12:56:29,116.296817,39.97109,14427,932.0
17204,130,2009-09-09 17:54:36,116.296817,39.97109,14427,2009-09-09 18:02:26,116.313177,39.97484,14616,470.0
17407,130,2009-09-09 19:03:44,116.313177,39.97484,14616,2009-09-09 19:03:44,116.307178,39.9801,14617,0.0
18034,130,2009-09-09 19:50:35,116.307178,39.9801,14617,2009-09-09 19:50:41,116.30705,39.980077,14617,6.0
18389,130,2009-09-09 21:21:43,116.30705,39.980077,14617,2009-09-09 21:38:20,116.33682,40.006241,14998,997.0
19444,130,2009-09-09 22:32:37,116.33682,40.006241,14998,2009-09-09 22:53:00,116.343043,40.0063,15187,1223.0
20230,130,2009-09-10 03:06:35,116.343043,40.0063,15187,2009-09-10 03:06:35,116.345241,40.007463,15187,0.0
21608,130,2009-09-10 07:19:41,116.345241,40.007463,15187,2009-09-10 07:19:41,116.342949,40.0062,15187,0.0
21609,130,2009-09-11 18:27:06,116.342949,40.0062,15187,2009-09-11 19:21:03,116.389826,39.935076,15935,3237.0
23902,130,2009-09-11 21:04:36,116.389826,39.935076,15935,2009-09-11 21:49:50,116.346684,39.998092,15186,2714.0
25129,130,2009-09-11 23:13:36,116.346684,39.998092,15186,2009-09-11 23:22:50,116.346993,40.007034,15187,554.0
26151,130,2009-09-12 13:53:32,116.346993,40.007034,15187,2009-09-12 13:56:33,116.336678,39.99169,14996,181.0
27375,130,2009-09-12 15:00:35,116.336678,39.99169,14996,2009-09-12 15:32:26,116.454554,39.932479,16880,1911.0
29343,130,2009-09-12 17:48:54,116.454554,39.932479,16880,2009-09-12 17:56:12,116.454556,39.932608,16880,438.0
30143,130,2009-09-12 20:02:31,116.454556,39.932608,16880,2009-09-12 21:11:35,116.346772,39.998114,15186,4144.0
31811,130,2009-09-12 22:00:17,116.346772,39.998114,15186,2009-09-12 22:14:11,116.340078,40.007019,14998,834.0
32714,130,2009-09-13 14:51:26,116.340078,40.007019,14998,2009-09-13 16:28:19,116.395737,39.913688,15933,5813.0
35190,130,2009-09-13 17:03:45,116.395737,39.913688,15933,2009-09-13 17:03:45,116.407461,39.908074,16121,0.0
35496,130,2009-09-13 17:42:34,116.407461,39.908074,16121,2009-09-13 19:04:58,116.346732,39.998155,15186,4944.0
37224,130,2009-09-14 18:27:32,116.346732,39.998155,15186,2009-09-14 18:56:42,116.336772,40.001566,14997,1750.0
38077,130,2009-09-15 18:18:38,116.336772,40.001566,14997,2009-09-15 18:42:08,116.336771,40.00031,14997,1410.0
38717,130,2009-09-17 17:58:09,116.336771,40.00031,14997,2009-09-17 18:12:45,116.336759,39.999513,14997,876.0
39774,130,2009-09-18 09:54:11,116.336759,39.999513,14997,2009-09-18 10:06:53,116.336733,39.97531,14994,762.0
40543,130,2009-09-18 19:17:01,116.336733,39.97531,14994,2009-09-18 19:28:59,116.336753,40.000732,14997,718.0
41152,130,2009-10-06 21:58:15,116.336753,40.000732,14997,2009-10-06 22:13:24,116.336858,39.999309,14997,909.0
41700,130,2009-10-12 12:08:35,116.336858,39.999309,14997,2009-10-12 12:16:43,116.338144,39.980108,14995,488.0
42167,130,2009-10-12 12:55:43,116.338144,39.980108,14995,2009-10-12 13:05:08,116.330476,39.97515,14994,565.0
