,userID,stime,slon,slat,sgrid,etime,elon,elat,egrid,duration
0,083,2009-01-08 21:45:22,116.3306966,39.9759949,14994,2009-01-08 21:57:25,116.395725,39.9754983,15939,723.0
227,083,2009-01-08 22:43:55,116.395725,39.9754983,15939,2009-01-08 22:57:04,116.4052283,39.9791,16129,789.0
698,083,2009-01-09 00:58:38,116.4052283,39.9791,16129,2009-01-09 00:58:43,116.400945,39.9794683,16129,5.0
793,083,2009-01-09 22:49:37,116.400945,39.9794683,16129,2009-01-09 23:05:03,116.3963649,39.9754416,15939,926.0
2807,083,2009-01-10 11:37:51,116.3963649,39.9754416,15939,2009-01-10 11:51:17,116.3013983,39.9809266,14428,806.0
3408,083,2009-01-10 12:26:03,116.3013983,39.9809266,14428,2009-01-10 12:26:03,116.3014233,39.9835033,14428,0.0
3632,083,2009-01-10 13:55:39,116.3014233,39.9835033,14428,2009-01-10 14:09:44,116.3322333,39.98974,14996,845.0
4131,083,2009-01-10 17:55:31,116.3322333,39.98974,14996,2009-01-10 19:52:56,116.3131766,39.9796066,14617,7045.0
5134,083,2009-01-12 22:02:56,116.3131766,39.9796066,14617,2009-01-12 22:18:57,116.4045183,39.9761699,16128,961.0
5196,083,2009-01-13 10:03:21,116.4045183,39.9761699,16128,2009-01-13 10:03:21,116.41306,39.6362333,16280,0.0
5338,083,2009-01-13 18:15:49,116.41306,39.6362333,16280,2009-01-13 18:42:42,116.3215249,39.9799766,14806,1613.0
5728,083,2009-01-13 19:13:46,116.3215249,39.9799766,14806,2009-01-13 19:13:46,116.3250016,39.9797666,14806,0.0
5809,083,2009-01-13 21:39:52,116.3250016,39.9797666,14806,2009-01-13 21:51:16,116.3957833,39.9754816,15939,684.0
6413,083,2009-01-14 20:05:59,116.3957833,39.9754816,15939,2009-01-14 20:45:57,115.8622933,39.7627366,7411,2398.0
6875,083,2009-01-14 22:46:23,115.8622933,39.7627366,7411,2009-01-14 23:31:48,116.5069466,40.0881233,17842,2725.0
7505,083,2009-01-24 10:40:35,116.5069466,40.0881233,17842,2009-01-24 11:06:46,116.27638,39.9340149,14045,1571.0
7599,083,2009-01-25 10:49:25,116.27638,39.9340149,14045,2009-01-25 10:49:25,116.30615,39.9829366,14617,0.0
7601,083,2009-01-25 12:06:20,116.30615,39.9829366,14617,2009-01-25 13:08:22,116.2949616,39.9801233,14428,3722.0
8224,083,2009-01-26 12:19:42,116.2949616,39.9801233,14428,2009-01-26 12:34:40,116.3619966,40.0012983,15375,898.0
8885,083,2009-01-26 13:23:43,116.3619966,40.0012983,15375,2009-01-26 13:48:07,116.4074383,39.8820833,16118,1464.0
9324,083,2009-01-26 14:46:16,116.4074383,39.8820833,16118,2009-01-26 14:55:00,116.4074416,39.88004,16118,524.0
9923,083,2009-01-26 15:57:40,116.4074416,39.88004,16118,2009-01-26 16:54:53,116.3718116,39.9628916,15560,3433.0
11985,083,2009-01-27 12:56:35,116.3718116,39.9628916,15560,2009-01-27 13:13:54,116.3250383,39.9749449,14805,1039.0
12467,083,2009-01-27 16:34:03,116.3250383,39.9749449,14805,2009-01-27 16:47:40,116.3014016,39.9810266,14428,817.0
13458,083,2009-01-27 17:21:48,116.3014016,39.9810266,14428,2009-01-27 17:21:48,116.2567816,39.9768916,13672,0.0
13748,083,2009-01-30 10:00:08,116.2567816,39.9768916,13672,2009-01-30 10:18:13,116.2218216,39.9520949,13102,1085.0
14115,083,2009-01-30 11:17:43,116.2218216,39.9520949,13102,2009-01-30 11:17:43,116.3282483,39.9753466,14805,0.0
14117,083,2009-02-03 22:13:37,116.3282483,39.9753466,14805,2009-02-03 22:30:47,116.2999383,39.9801033,14428,1030.0
14835,083,2009-02-09 22:40:37,116.2999383,39.9801033,14428,2009-02-09 22:51:13,116.2911216,39.983375,14239,636.0
15150,083,2009-02-19 21:44:07,116.2911216,39.983375,14239,2009-02-19 21:47:42,116.2950483,39.9800666,14428,215.0
15257,083,2009-02-20 09:50:23,116.2950483,39.9800666,14428,2009-02-20 10:07:43,116.3252049,39.97536,14805,1040.0
15730,083,2009-02-20 22:05:35,116.3252049,39.97536,14805,2009-02-20 22:10:44,116.3012999,39.98422,14428,309.0
16030,083,2009-02-21 15:17:34,116.3012999,39.98422,14428,2009-02-21 17:14:16,116.3362466,39.9711383,14994,7002.0
