userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
157,2007-07-31 12:25:47,2007-07-31 13:55:02,116.336766666667,39.9750333333333,5355.0,14994,,
157,2007-08-02 02:28:23,2007-08-02 03:22:12,116.347416666667,39.9798666666667,3229.0,15184,,
157,2007-08-02 03:46:48,2007-08-02 07:06:21,116.34135,39.9799166666667,11973.0,15184,,
157,2007-08-05 02:46:59,2007-08-07 05:20:59,116.344316666667,39.9800333333333,182040.0,15184,"User 157 will move from grid 15184 to grid 13472, arriving around later today, in the morning.","User 157 will move from grid 15184 to grid 13472, at 2007-08-07 10:52:52."
157,2007-08-07 05:45:37,2007-08-07 07:49:14,116.220566666667,39.9315333333333,7417.0,13100,"User 157 will move from grid 13100 to grid 16309, at 2007-08-08 06:56:44.","User 157 will move from grid 13100 to grid 16309, at 2007-08-08 06:56:44."
157,2007-08-07 09:34:50,2007-08-07 10:38:50,116.3229,39.9658,3840.0,14804,,
157,2007-08-07 10:52:52,2007-08-08 00:22:18,116.241366666667,39.8854666666667,48566.0,13472,,
157,2007-08-08 04:32:51,2007-08-08 05:10:13,116.423483333333,39.9063333333333,2242.0,16499,,
157,2007-08-08 05:10:26,2007-08-08 06:56:44,116.419183333333,39.9039833333333,6378.0,16309,,
157,2007-08-08 06:56:44,2007-08-08 09:07:05,116.419666666667,39.9030833333333,7821.0,16309,,
157,2007-08-08 09:19:47,2007-08-09 11:40:04,116.687833333333,39.8999666666667,94817.0,20656,"User 157 will move from grid 20656 to grid 17254, arriving around later today, in the afternoon.","User 157 will move from grid 20656 to grid 17254, at 2007-08-09 12:52:52."
157,2007-08-09 12:52:52,2007-08-09 14:50:20,116.4716,39.90175,7048.0,17254,,
157,2007-08-09 15:19:13,2007-08-10 05:51:34,116.2448,39.8720333333333,52341.0,13471,,
