userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
78,2008-04-29 16:17:44,2008-04-30 20:03:13,116.330835,39.9765016,99929.0,14995,"User 78 will move from grid 14995 to grid 14618, at 2008-04-30 20:12:56.","User 78 will move from grid 14995 to grid 14618, at 2008-04-30 20:12:56."
78,2008-04-30 20:12:56,2008-04-30 22:16:23,116.3064883,39.9890666,7407.0,14618,"User 78 will move from grid 14618 to grid 12914, at 2008-05-03 12:49:36.","User 78 will move from grid 14618 to grid 12914, at 2008-05-03 12:49:36."
78,2008-04-30 22:22:55,2008-05-01 10:38:18,116.3272533,39.98004,44123.0,14806,"User 78 will move from grid 14806 to grid 16145, at 2008-05-24 03:49:51.","User 78 will move from grid 14806 to grid 16145, at 2008-05-24 03:49:51."
78,2008-05-03 12:49:36,2008-05-03 23:43:40,116.2068283,39.9656616,39244.0,12914,,
78,2008-05-11 12:52:50,2008-05-11 14:47:07,116.3194833,40.0784899,6857.0,14817,,
78,2008-05-11 15:09:42,2008-05-11 18:01:49,116.3249583,40.0719616,10327.0,14816,,
78,2008-05-11 18:02:33,2008-05-11 22:52:29,116.3250483,40.070915,17396.0,14816,,
78,2008-05-11 22:55:27,2008-05-11 23:43:46,116.3289933,40.0712899,2899.0,15005,,
78,2008-05-18 13:25:28,2008-05-19 00:41:22,116.3277633,39.9794883,40554.0,14806,,
78,2008-05-24 03:49:51,2008-05-24 04:41:19,116.4033466,40.124075,3088.0,16145,,
78,2008-05-24 04:57:25,2008-05-24 09:43:04,116.25422,40.2522,17139.0,13702,,
78,2008-05-24 09:43:41,2008-05-24 12:40:47,116.3722433,39.949265,10626.0,15558,"User 78 will move from grid 15558 to grid 18401, at 2008-05-30 07:45:43.","User 78 will move from grid 15558 to grid 18401, at 2008-05-30 07:45:43."
78,2008-05-24 13:14:50,2008-05-24 20:50:57,116.3133499,39.9555549,27367.0,14614,,
78,2008-05-30 07:45:43,2008-05-30 09:43:46,116.548743,40.015174,7083.0,18401,,
78,2008-05-30 09:43:46,2008-05-30 12:08:42,116.542062,40.016043,8696.0,18401,"User 78 will move from grid 18401 to grid 15185, arriving around in about 3 months.","User 78 will move from grid 18401 to grid 15185, at 2008-08-16 11:34:52."
78,2008-07-25 12:17:12,2008-07-27 10:44:46,117.539929,39.72833,167254.0,34434,,
78,2008-08-16 02:01:59,2008-08-16 10:12:32,116.318498,39.944007,29433.0,14802,"User 78 will move from grid 14802 to grid 14802, at 2008-08-24 02:30:50.","User 78 will move from grid 14802 to grid 14802, at 2008-08-24 02:30:50."
78,2008-08-16 11:34:52,2008-08-16 12:35:44,116.351634,39.989043,3652.0,15185,,
78,2008-08-21 12:06:35,2008-08-22 02:25:01,116.331704,39.989355,51506.0,14996,,
78,2008-08-24 02:30:50,2008-08-24 05:53:54,116.318613,39.944053,12184.0,14802,,
78,2008-08-24 10:28:20,2008-08-24 11:55:14,116.324993,40.071715,5214.0,14816,,
78,2008-08-24 12:22:28,2008-08-24 15:17:03,116.332847,39.979739,10475.0,14995,,
