userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
101,2007-11-30 14:36:18,2007-11-30 17:55:06,116.3297549,39.9776249,11928.0,14995,"User 101 will move from grid 14995 to grid 15752, arriving around in about 2 days, on 2007-12-02.","User 101 will move from grid 14995 to grid 15752, at 2007-12-02 20:07:24."
101,2007-11-30 19:49:14,2007-11-30 20:24:27,116.4802533,39.9794749,2113.0,17263,"User 101 will move from grid 17263 to grid 17799, arriving around in about 2 weeks, specifically next Thursday.","User 101 will move from grid 17263 to grid 17799, at 2007-12-13 17:27:26."
101,2007-11-30 20:29:00,2007-12-02 19:23:35,116.5424282,40.1060533,168875.0,18411,"User 101 will move from grid 18411 to grid 14805, arriving around in about 5 days, on 2007-12-07.","User 101 will move from grid 18411 to grid 14805, at 2007-12-07 20:34:09."
101,2007-12-02 20:07:24,2007-12-03 07:12:40,116.3837566,39.9867616,39916.0,15752,"User 101 will move from grid 15752 to grid 15184, arriving around later today, in the afternoon.","User 101 will move from grid 15752 to grid 15184, at 2007-12-03 16:29:35."
101,2007-12-03 07:41:03,2007-12-03 16:12:11,116.3483549,39.9364949,30668.0,15179,,
101,2007-12-03 16:29:35,2007-12-07 18:02:10,116.3485399,39.9831716,351155.0,15184,,
101,2007-12-07 20:34:09,2007-12-08 07:34:09,116.325105,39.9687166,39600.0,14805,"User 101 will move from grid 14805 to grid 11005, at 2007-12-08 07:56:10.","User 101 will move from grid 14805 to grid 11005, at 2007-12-08 07:56:10."
101,2007-12-08 07:56:10,2007-12-08 12:24:23,116.0856699,39.7920666,16093.0,11005,,
101,2007-12-08 12:38:43,2007-12-08 14:21:56,116.1785016,39.8056383,6193.0,12519,"User 101 will move from grid 12519 to grid 14617, arriving around in about 6 days, on 2007-12-15.","User 101 will move from grid 12519 to grid 14617, at 2007-12-15 10:01:38."
101,2007-12-13 17:27:26,2007-12-15 09:52:16,116.506235,39.6988816,145490.0,17799,,
101,2007-12-15 10:01:38,2007-12-15 11:09:56,116.30536,39.9835216,4098.0,14617,"User 101 will move from grid 14617 to grid 14804, arriving around in the next month.","User 101 will move from grid 14617 to grid 14804, at 2008-01-15 17:09:18."
101,2007-12-19 15:15:07,2007-12-19 16:45:43,116.9927899,40.3438533,5436.0,25619,,
101,2007-12-22 20:37:31,2007-12-22 21:18:44,116.3029883,39.9810299,2473.0,14428,,
101,2007-12-22 21:51:06,2007-12-22 23:08:25,117.0064049,39.6750666,4639.0,25734,"User 101 will move from grid 25734 to grid 14428, arriving around in about 3 months.","User 101 will move from grid 25734 to grid 14428, at 2008-03-30 10:08:02."
101,2007-12-23 14:48:18,2007-12-23 15:22:01,116.3086699,39.9939216,2023.0,14618,,
101,2007-12-23 15:22:01,2007-12-23 15:52:08,116.3097299,39.9890233,1807.0,14618,,
101,2008-01-15 17:09:18,2008-01-15 17:52:36,116.3181833,39.9670149,2598.0,14804,,
101,2008-03-02 03:07:56,2008-03-02 04:43:11,116.3252166,39.9664216,5715.0,14804,"User 101 will move from grid 14804 to grid 14811, arriving around in about 4 weeks, specifically next Friday.","User 101 will move from grid 14804 to grid 14811, at 2008-03-28 06:21:30."
101,2008-03-02 11:07:56,2008-03-02 12:43:11,116.3252166,39.9664216,5715.0,14804,"User 101 will move from grid 14804 to grid 14618, arriving around in the next month.","User 101 will move from grid 14804 to grid 14618, at 2008-04-02 06:25:15."
101,2008-03-09 10:21:14,2008-03-09 12:08:12,116.5056833,40.1729483,6418.0,17851,"User 101 will move from grid 17851 to grid 14614, arriving around in about 4 months.","User 101 will move from grid 17851 to grid 14614, at 2008-06-29 03:27:34."
101,2008-03-09 18:21:14,2008-03-09 20:08:12,116.5056833,40.1729483,6418.0,17851,"User 101 will move from grid 17851 to grid 14805, arriving around in about 2 weeks, specifically next Monday.","User 101 will move from grid 17851 to grid 14805, at 2008-03-24 09:32:16."
101,2008-03-12 09:15:04,2008-03-12 09:56:44,116.0498199,40.017635,2500.0,10463,,
101,2008-03-12 17:15:04,2008-03-12 17:56:44,116.0498199,40.017635,2500.0,10463,,
101,2008-03-24 09:32:16,2008-03-24 10:07:14,116.31917,39.9691566,2098.0,14805,,
101,2008-03-28 06:21:30,2008-03-28 08:13:13,116.325195,40.0303216,6703.0,14811,,
101,2008-03-28 08:21:21,2008-03-30 08:20:51,115.9691266,40.47322,172770.0,9191,,
101,2008-03-30 10:08:02,2008-03-30 10:38:14,116.2944316,39.9800583,1812.0,14428,,
101,2008-03-30 11:01:18,2008-03-30 13:03:25,116.37223,39.9667516,7327.0,15560,,
101,2008-04-02 06:25:15,2008-04-02 07:01:47,116.3096283,39.9890933,2192.0,14618,"User 101 will move from grid 14618 to grid 14609, at 2008-04-11 12:33:13.","User 101 will move from grid 14618 to grid 14609, at 2008-04-11 12:33:13."
101,2008-04-07 03:37:23,2008-04-07 05:07:18,116.3172599,39.95242,5395.0,14803,,
101,2008-04-11 12:33:13,2008-04-11 13:13:41,116.3131433,39.9107383,2428.0,14609,,
101,2008-06-29 03:27:34,2008-06-29 06:41:14,116.3162083,39.953105,11620.0,14614,,
101,2008-06-29 06:44:12,2008-06-29 07:53:41,116.3199999,39.9252549,4169.0,14800,"User 101 will move from grid 14800 to grid 14620, arriving around later today, in the morning.","User 101 will move from grid 14800 to grid 14620, at 2008-06-29 08:54:03."
101,2008-06-29 08:54:03,2008-06-29 11:57:11,116.3109916,40.0113766,10988.0,14620,,
