,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
14,58,2007-05-09 14:56:19,2007-05-13 02:31:40,116.276133333333,40.0006166666667,300921.0,14052,"User 58 will move from grid 14052 to grid 14998, at 2007-05-21 13:35:57.","User 58 will move from grid 14052 to grid 14998, at 2007-05-21 13:35:57."
181,58,2007-05-13 04:22:37,2007-05-13 23:27:10,116.277483333333,40.0040666666667,68673.0,14053,"User 58 will move from grid 14053 to grid 14053, arriving around in about 2 weeks, specifically next Saturday.","User 58 will move from grid 14053 to grid 14053, at 2007-05-26 06:38:43."
219,58,2007-05-14 00:02:31,2007-05-15 00:46:41,116.482066666667,40.0933666666667,89050.0,17464,"User 58 will move from grid 17464 to grid 13853, arriving around in about 4 days, on 2007-05-19.","User 58 will move from grid 17464 to grid 13853, at 2007-05-19 09:55:32."
241,58,2007-05-15 00:56:45,2007-05-15 13:42:04,116.278583333333,39.9970333333333,45919.0,14052,"User 58 will move from grid 14052 to grid 14236, arriving around in about 1 weeks, specifically next Saturday.","User 58 will move from grid 14052 to grid 14236, at 2007-05-26 08:45:13."
268,58,2007-05-15 13:58:17,2007-05-16 01:31:47,116.27595,40.0006,41610.0,14052,"User 58 will move from grid 14052 to grid 18218, arriving around in about 1 weeks, specifically next Saturday.","User 58 will move from grid 14052 to grid 18218, at 2007-05-26 04:11:37."
280,58,2007-05-16 01:31:47,2007-05-19 09:02:37,116.330516666667,39.97745,286250.0,14995,"User 58 will move from grid 14995 to grid 14994, at 2007-06-03 09:55:41.","User 58 will move from grid 14995 to grid 14994, at 2007-06-03 09:55:41."
390,58,2007-05-19 09:55:32,2007-05-19 12:19:35,116.26785,39.9068833333333,8643.0,13853,"User 58 will move from grid 13853 to grid 14612, at 2007-05-19 12:28:29.","User 58 will move from grid 13853 to grid 14612, at 2007-05-19 12:28:29."
425,58,2007-05-19 12:28:29,2007-05-21 13:30:39,116.314083333333,39.93785,176530.0,14612,,
443,58,2007-05-21 13:35:57,2007-05-21 14:46:34,116.337233333333,40.00985,4237.0,14998,"User 58 will move from grid 14998 to grid 14816, arriving around in about 46 months.","User 58 will move from grid 14998 to grid 14816, at 2011-03-10 13:57:02."
495,58,2007-05-21 15:03:06,2007-05-23 13:04:17,116.276083333333,40.0006166666667,165671.0,14052,,
557,58,2007-05-23 13:27:46,2007-05-24 00:56:28,116.2778,40.0005333333333,41322.0,14052,"User 58 will move from grid 14052 to grid 12728, arriving around in about 46 months.","User 58 will move from grid 14052 to grid 12728, at 2011-03-12 03:13:00."
657,58,2007-05-24 01:33:30,2007-05-26 02:16:25,116.3275,39.9757166666667,175375.0,14805,"User 58 will move from grid 14805 to grid 14627, arriving around in about 46 months.","User 58 will move from grid 14805 to grid 14627, at 2011-03-11 14:45:54."
782,58,2007-05-26 04:11:37,2007-05-26 05:52:44,116.533133333333,40.0735333333333,6067.0,18218,"User 58 will move from grid 18218 to grid 14627, arriving around in about 46 months.","User 58 will move from grid 18218 to grid 14627, at 2011-03-09 13:25:16."
865,58,2007-05-26 06:38:43,2007-05-26 07:42:05,116.277566666667,40.0042166666667,3802.0,14053,,
966,58,2007-05-26 08:45:13,2007-06-01 00:42:03,116.285316666667,39.9567666666667,489410.0,14236,,
1060,58,2007-06-01 01:29:36,2007-06-03 09:55:41,116.326983333333,39.97525,203165.0,14805,,
1075,58,2007-06-03 09:55:41,2007-06-03 12:44:06,116.336983333333,39.9752666666667,10105.0,14994,,
1149,58,2011-03-09 10:52:53,2011-03-09 13:05:27,116.330903333333,39.9774683333333,7954.0,14995,,
1951,58,2011-03-09 13:25:16,2011-03-10 01:31:55,116.315896666667,40.0699816666667,43599.0,14627,,
2954,58,2011-03-10 01:47:46,2011-03-10 13:18:35,116.332883333333,39.9799516666667,41449.0,14995,,
3966,58,2011-03-10 13:57:02,2011-03-11 01:04:00,116.32155,40.07166,40018.0,14816,,
4796,58,2011-03-11 01:31:48,2011-03-11 14:29:40,116.332856666667,39.9799033333333,46672.0,14995,,
5575,58,2011-03-11 14:45:54,2011-03-12 03:13:00,116.313191666667,40.0689,44826.0,14627,"User 58 will move from grid 14627 to grid 12539, at 2011-03-12 03:50:26.","User 58 will move from grid 14627 to grid 12539, at 2011-03-12 03:50:26."
5658,58,2011-03-12 03:13:00,2011-03-12 03:50:26,116.191708333333,39.994375,2246.0,12728,"User 58 will move from grid 12728 to grid 12539, arriving around later today, in the morning.","User 58 will move from grid 12728 to grid 12539, at 2011-03-12 07:13:40."
6141,58,2011-03-12 03:50:26,2011-03-12 05:59:31,116.183548333333,39.9915966666667,7745.0,12539,"User 58 will move from grid 12539 to grid 12350, at 2011-03-12 06:09:36.","User 58 will move from grid 12539 to grid 12350, at 2011-03-12 06:09:36."
7016,58,2011-03-12 06:09:36,2011-03-12 06:54:36,116.171856666667,39.9890333333333,2700.0,12350,,
7813,58,2011-03-12 07:13:40,2011-03-12 07:56:46,116.183575,39.989805,2586.0,12539,"User 58 will move from grid 12539 to grid 14806, arriving around in about 6 months.","User 58 will move from grid 12539 to grid 14806, at 2011-08-29 11:48:54."
14638,58,2011-08-29 10:39:17,2011-08-29 11:20:03,116.324991666667,39.9752716666667,2446.0,14805,,
18008,58,2011-08-29 11:48:54,2011-08-30 00:23:13,116.328508333333,39.980035,45259.0,14806,"User 58 will move from grid 14806 to grid 14616, arriving around later today, late at night.","User 58 will move from grid 14806 to grid 14616, at 2011-08-30 00:37:02."
22384,58,2011-08-30 00:37:02,2011-08-30 01:10:59,116.313171666667,39.975205,2037.0,14616,,
