,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
68,127,2008-09-27 01:03:00,2008-09-27 02:33:38,116.324783,39.984916,5438.0,14806,"User 127 will move from grid 14806 to grid 14808, at 2008-10-05 09:09:34.","User 127 will move from grid 14806 to grid 14808, at 2008-10-05 09:09:34."
243,127,2008-09-27 02:40:53,2008-09-27 03:29:45,116.313015,39.984511,2932.0,14617,"User 127 will move from grid 14617 to grid 14808, arriving around in about 1 weeks, specifically next Monday.","User 127 will move from grid 14617 to grid 14808, at 2008-10-06 04:05:42."
362,127,2008-09-27 03:29:45,2008-09-27 11:05:13,116.313266,39.983862,27328.0,14617,,
537,127,2008-09-27 11:16:56,2008-09-28 02:19:36,116.326497,39.98896,54160.0,14807,"User 127 will move from grid 14807 to grid 16498, arriving around in about 1 days, on 2008-09-29.","User 127 will move from grid 14807 to grid 16498, at 2008-09-29 05:39:04."
628,127,2008-09-28 02:19:36,2008-09-29 04:26:02,116.324232,39.982849,93986.0,14806,"User 127 will move from grid 14806 to grid 15180, at 2008-09-29 04:36:52.","User 127 will move from grid 14806 to grid 15180, at 2008-09-29 04:36:52."
758,127,2008-09-29 04:36:52,2008-09-29 05:39:04,116.346559,39.940911,3732.0,15180,"User 127 will move from grid 15180 to grid 14618, at 2008-10-06 00:53:49.","User 127 will move from grid 15180 to grid 14618, at 2008-10-06 00:53:49."
834,127,2008-09-29 05:39:04,2008-10-05 08:44:14,116.423935,39.900747,529510.0,16498,,
22026,127,2008-10-05 09:09:34,2008-10-05 09:49:25,116.317853,39.998033,2391.0,14808,,
22120,127,2008-10-05 09:52:46,2008-10-06 00:46:29,116.326686,39.989012,53623.0,14807,"User 127 will move from grid 14807 to grid 14618, at 2008-10-06 04:40:44.","User 127 will move from grid 14807 to grid 14618, at 2008-10-06 04:40:44."
22369,127,2008-10-06 00:53:49,2008-10-06 03:44:12,116.316411,39.989061,10223.0,14618,,
22604,127,2008-10-06 04:05:42,2008-10-06 04:40:44,116.317867,39.997877,2102.0,14808,,
22701,127,2008-10-06 04:40:44,2008-10-06 12:56:15,116.316232,39.989012,29731.0,14618,,
