,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
485,33,2008-12-18 01:26:51,2008-12-23 00:16:06,116.334311,39.971132,427755.0,14994,"User 33 will move from grid 14994 to grid 15183, arriving around in about 2 weeks, specifically next Wednesday.","User 33 will move from grid 14994 to grid 15183, at 2009-01-07 10:37:08."
2137,33,2008-12-23 00:24:20,2008-12-23 01:04:32,116.336728,39.97491,2412.0,14994,,
2899,33,2009-01-07 10:37:08,2009-01-07 12:50:00,116.342657,39.974144,7972.0,15183,,
3520,33,2009-01-07 12:59:48,2009-01-09 00:17:25,116.338762,39.971149,127057.0,14994,"User 33 will move from grid 14994 to grid 20094, arriving around in about 6 days, on 2009-01-15.","User 33 will move from grid 14994 to grid 20094, at 2009-01-15 22:43:02."
5521,33,2009-01-09 00:17:25,2009-01-09 02:34:30,116.336744,39.974891,8225.0,14994,"User 33 will move from grid 14994 to grid 20094, arriving around in about 6 days, on 2009-01-15.","User 33 will move from grid 14994 to grid 20094, at 2009-01-15 23:42:26."
5736,33,2009-01-09 02:39:25,2009-01-09 03:14:06,116.333015,39.971148,2081.0,14994,"User 33 will move from grid 14994 to grid 20854, at 2009-01-18 09:58:53.","User 33 will move from grid 14994 to grid 20854, at 2009-01-18 09:58:53."
6897,33,2009-01-09 03:38:11,2009-01-09 05:26:33,116.333802,39.972069,6502.0,14994,,
8314,33,2009-01-09 05:30:41,2009-01-09 06:08:38,116.333526,39.971084,2277.0,14994,,
8860,33,2009-01-09 06:11:57,2009-01-09 09:21:10,116.333037,39.971262,11353.0,14994,,
11227,33,2009-01-09 09:21:21,2009-01-09 11:44:40,116.333732,39.972565,8599.0,14994,"User 33 will move from grid 14994 to grid 15559, at 2009-01-09 13:56:55.","User 33 will move from grid 14994 to grid 15559, at 2009-01-09 13:56:55."
13062,33,2009-01-09 11:54:34,2009-01-09 12:38:10,116.335456,39.97115,2616.0,14994,,
14140,33,2009-01-09 13:10:01,2009-01-09 13:46:55,116.334247,39.972335,2214.0,14994,,
14915,33,2009-01-09 13:56:55,2009-01-09 16:03:55,116.365097,39.952961,7620.0,15559,"User 33 will move from grid 15559 to grid 14806, arriving around in about 4 days, on 2009-01-14.","User 33 will move from grid 15559 to grid 14806, at 2009-01-14 00:34:58."
16212,33,2009-01-09 16:07:37,2009-01-11 20:22:09,116.360337,39.951807,188072.0,15370,"User 33 will move from grid 15370 to grid 15559, at 2009-01-11 20:22:52.","User 33 will move from grid 15370 to grid 15559, at 2009-01-11 20:22:52."
20596,33,2009-01-11 20:22:52,2009-01-11 20:53:17,116.365453,39.949491,1825.0,15559,"User 33 will move from grid 15559 to grid 19160, arriving around in about 6 days, on 2009-01-18.","User 33 will move from grid 15559 to grid 19160, at 2009-01-18 08:50:02."
20901,33,2009-01-11 20:56:04,2009-01-11 23:54:56,116.361399,39.951108,10732.0,15370,,
