,userID,stime,etime,lon,lat,duration,grid,context
229,147,2011-02-24 19:12:29,2011-02-24 19:42:49,116.348547,39.985914,1820.0,15185,"User 147 will move from grid 15185 to grid 14985, arriving around in about 1 weeks, specifically next Sunday."
432,147,2011-02-24 19:42:49,2011-02-25 08:34:09,116.351708,39.989079,46280.0,15185,"User 147 will move from grid 15185 to grid 14995, arriving around in about 1 weeks, specifically next Sunday."
633,147,2011-02-25 08:46:09,2011-02-25 20:10:40,116.336233,39.975259,41071.0,14994,"User 147 will move from grid 14994 to grid 15184, arriving around in about 3 weeks, specifically next Wednesday."
994,147,2011-02-25 20:28:55,2011-02-28 08:40:26,116.349107,39.992054,216691.0,15185,"User 147 will move from grid 15185 to grid 15184, arriving around 2011-02-28 18:59:53."
1233,147,2011-02-28 08:55:51,2011-02-28 18:47:58,116.336316,39.975255,35527.0,14994,"User 147 will move from grid 14994 to grid 14806, arriving around in about 2 weeks, specifically next Tuesday."
1410,147,2011-02-28 18:59:53,2011-03-01 08:39:12,116.347784,39.980244,49159.0,15184,
1681,147,2011-03-01 08:58:57,2011-03-01 21:45:00,116.336044,39.97519,45963.0,14994,
2051,147,2011-03-01 21:56:30,2011-03-02 09:10:19,116.348585,39.986042,40429.0,15185,
2409,147,2011-03-02 09:20:14,2011-03-03 21:14:45,116.336667,39.975193,129271.0,14994,
2838,147,2011-03-03 21:35:20,2011-03-04 09:13:33,116.351567,39.988979,41893.0,15185,
3220,147,2011-03-04 09:20:33,2011-03-05 18:52:13,116.336534,39.975166,120700.0,14994,
3482,147,2011-03-05 19:02:58,2011-03-06 10:14:35,116.348545,39.986042,54697.0,15185,
6070,147,2011-03-06 11:11:55,2011-03-06 14:10:20,116.333053,39.890189,10705.0,14985,
6692,147,2011-03-06 15:14:50,2011-03-06 16:02:20,116.336746,39.975383,2850.0,14994,
6895,147,2011-03-06 16:02:20,2011-03-06 19:18:39,116.328847,39.981836,11779.0,14995,
7254,147,2011-03-06 19:59:19,2011-03-07 09:14:12,116.34854,39.986142,47693.0,15185,
7601,147,2011-03-07 09:25:52,2011-03-07 18:58:57,116.336223,39.97537,34385.0,14994,"User 147 will move from grid 14994 to grid 15184, arriving around 2011-03-08 18:43:45."
7905,147,2011-03-07 19:18:37,2011-03-08 08:44:24,116.34914,39.992096,48347.0,15185,
8168,147,2011-03-08 09:05:24,2011-03-08 18:31:00,116.336724,39.975166,33936.0,14994,"User 147 will move from grid 14994 to grid 14806, arriving around 2011-03-19 18:20:53."
8630,147,2011-03-08 18:43:45,2011-03-09 08:50:40,116.347815,39.98007,50815.0,15184,
9038,147,2011-03-09 09:19:22,2011-03-09 19:00:36,116.336451,39.975376,34874.0,14994,
9573,147,2011-03-09 19:33:23,2011-03-10 08:48:10,116.348578,39.992112,47687.0,15185,"User 147 will move from grid 15185 to grid 14806, arriving around in about 1 days, on 2011-03-11."
9791,147,2011-03-10 09:05:27,2011-03-10 18:59:34,116.336682,39.975283,35647.0,14994,
10122,147,2011-03-10 19:17:24,2011-03-11 08:54:41,116.348808,39.98595,49037.0,15185,
10302,147,2011-03-11 09:05:01,2011-03-13 09:31:06,116.327406,39.978076,174365.0,14806,
10605,147,2011-03-13 09:57:08,2011-03-13 18:52:19,116.336652,39.975172,32111.0,14994,"User 147 will move from grid 14994 to grid 14806, arriving around later today, in the morning."
10925,147,2011-03-13 19:03:09,2011-03-14 09:14:27,116.348603,39.985986,51078.0,15185,
11233,147,2011-03-14 09:41:47,2011-03-14 18:41:20,116.327299,39.979984,32373.0,14806,
11595,147,2011-03-14 19:02:20,2011-03-15 09:06:45,116.348558,39.985918,50665.0,15185,
11835,147,2011-03-15 09:15:40,2011-03-15 20:48:37,116.327312,39.979748,41577.0,14806,
12171,147,2011-03-15 21:00:22,2011-03-16 09:14:53,116.348569,39.985956,44071.0,15185,
12495,147,2011-03-16 09:27:28,2011-03-16 18:45:59,116.336281,39.975214,33511.0,14994,
12738,147,2011-03-16 19:00:44,2011-03-17 09:27:09,116.347772,39.980236,51985.0,15184,
13075,147,2011-03-17 09:45:14,2011-03-17 19:27:31,116.336441,39.97516,34937.0,14994,
13378,147,2011-03-17 19:48:56,2011-03-18 09:13:50,116.348576,39.985934,48294.0,15185,"User 147 will move from grid 15185 to grid 15374, arriving around 2011-03-21 21:35:57."
13663,147,2011-03-18 09:21:05,2011-03-19 18:08:12,116.336394,39.975307,118027.0,14994,
13918,147,2011-03-19 18:20:53,2011-03-19 21:36:52,116.327029,39.97999,11759.0,14806,"User 147 will move from grid 14806 to grid 14996, arriving around in about 1 weeks, specifically next Tuesday."
14331,147,2011-03-19 21:52:29,2011-03-20 18:57:01,116.351697,39.989032,75872.0,15185,
14587,147,2011-03-20 19:03:51,2011-03-20 22:19:29,116.336595,39.975064,11738.0,14994,
14853,147,2011-03-20 22:29:24,2011-03-21 09:07:37,116.348961,39.992007,38293.0,15185,"User 147 will move from grid 15185 to grid 14806, arriving around 2011-03-23 09:24:34."
15114,147,2011-03-21 09:28:47,2011-03-21 21:23:02,116.336575,39.975311,42855.0,14994,
15449,147,2011-03-21 21:35:57,2011-03-22 08:41:13,116.362976,39.989192,39916.0,15374,
15678,147,2011-03-22 09:01:08,2011-03-22 20:19:48,116.336455,39.975093,40720.0,14994,
15940,147,2011-03-22 20:30:33,2011-03-23 09:18:04,116.348568,39.986021,46051.0,15185,
17462,147,2011-03-23 09:24:34,2011-03-24 21:06:24,116.32719,39.979525,128510.0,14806,
17760,147,2011-03-24 21:17:24,2011-03-25 09:27:07,116.348655,39.985993,43783.0,15185,
18068,147,2011-03-25 09:34:52,2011-03-29 18:58:19,116.336441,39.975175,379407.0,14994,
18480,147,2011-03-29 19:06:59,2011-03-29 19:39:19,116.33711,39.991917,1940.0,14996,
18724,147,2011-03-29 19:57:24,2011-03-30 19:20:57,116.351667,39.989002,84213.0,15185,
19028,147,2011-03-30 19:43:32,2011-03-30 20:41:57,116.349141,39.992072,3505.0,15185,
19244,147,2011-03-30 20:45:42,2011-04-01 09:04:46,116.351772,39.989023,130744.0,15185,"User 147 will move from grid 15185 to grid 14617, arriving around in the next month."
19546,147,2011-04-01 09:25:41,2011-04-05 09:15:43,116.336358,39.97522,345002.0,14994,
19916,147,2011-04-05 09:41:38,2011-04-06 21:35:29,116.312634,39.974784,129231.0,14616,
20260,147,2011-04-06 21:52:49,2011-04-07 22:31:07,116.34865,39.988698,88698.0,15185,
20614,147,2011-04-07 22:51:57,2011-04-08 09:33:23,116.348599,39.988695,38486.0,15185,
20969,147,2011-04-08 09:45:03,2011-04-08 23:11:18,116.31308,39.975004,48375.0,14616,
