,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
113,85,2008-02-13 14:36:20,2008-02-16 13:28:22,116.3043066,39.9413233,255122.0,14424,"User 85 will move from grid 14424 to grid 15171, arriving around in about 7 months.","User 85 will move from grid 14424 to grid 15171, at 2008-09-12 01:14:20."
156,85,2008-02-16 13:44:37,2008-02-16 14:16:40,116.3458333,39.9437466,1923.0,15180,"User 85 will move from grid 15180 to grid 14994, arriving around in about 2 weeks, specifically next Friday.","User 85 will move from grid 15180 to grid 14994, at 2008-02-29 21:38:24."
214,85,2008-02-16 14:24:03,2008-02-16 16:38:33,116.3641383,39.905855,8070.0,15554,"User 85 will move from grid 15554 to grid 15167, arriving around in about 6 months.","User 85 will move from grid 15554 to grid 15167, at 2008-08-30 05:36:35."
356,85,2008-02-16 16:51:55,2008-02-20 06:38:56,116.3839083,39.9063566,308821.0,15743,"User 85 will move from grid 15743 to grid 14427, arriving around in about 1 weeks, specifically next Wednesday.","User 85 will move from grid 15743 to grid 14427, at 2008-02-27 17:41:18."
615,85,2008-02-20 07:37:05,2008-02-20 11:41:49,116.3013766,39.9422783,14684.0,14424,"User 85 will move from grid 14424 to grid 14424, arriving around in about 3 months.","User 85 will move from grid 14424 to grid 14424, at 2008-05-12 23:56:49."
681,85,2008-02-20 12:22:49,2008-02-21 06:53:42,116.3334449,39.90454,66653.0,14987,"User 85 will move from grid 14987 to grid 16138, arriving around in about 16 months.","User 85 will move from grid 14987 to grid 16138, at 2009-06-24 00:11:47."
822,85,2008-02-21 07:13:22,2008-02-26 06:49:18,116.3028583,39.9529516,430556.0,14425,"User 85 will move from grid 14425 to grid 14994, arriving around in about 7 months.","User 85 will move from grid 14425 to grid 14994, at 2008-09-26 09:54:37."
993,85,2008-02-26 07:41:39,2008-02-27 06:50:38,116.2999716,39.93985,83339.0,14423,"User 85 will move from grid 14423 to grid 14994, arriving around in about 7 months.","User 85 will move from grid 14423 to grid 14994, at 2008-09-13 09:31:53."
1008,85,2008-02-27 06:54:58,2008-02-27 17:09:20,116.3290183,39.9770283,36862.0,14995,"User 85 will move from grid 14995 to grid 14424, arriving around in about 3 months.","User 85 will move from grid 14995 to grid 14424, at 2008-05-27 23:14:13."
1104,85,2008-02-27 17:41:18,2008-02-27 19:59:37,116.3022433,39.9743899,8299.0,14427,"User 85 will move from grid 14427 to grid 14996, at 2008-07-26 12:25:45.","User 85 will move from grid 14427 to grid 14996, at 2008-07-26 12:25:45."
1169,85,2008-02-27 20:27:51,2008-02-28 06:53:34,116.3073566,39.9501783,37543.0,14614,"User 85 will move from grid 14614 to grid 14805, arriving around in about 3 months.","User 85 will move from grid 14614 to grid 14805, at 2008-05-24 04:48:38."
1228,85,2008-02-28 07:23:03,2008-02-28 20:53:46,116.3128416,40.0082566,48643.0,14620,"User 85 will move from grid 14620 to grid 16136, arriving around in about 3 months.","User 85 will move from grid 14620 to grid 16136, at 2008-05-25 10:26:17."
1264,85,2008-02-28 21:16:30,2008-02-28 22:01:26,116.3409349,39.9693666,2696.0,15183,"User 85 will move from grid 15183 to grid 14801, at 2008-05-17 04:12:07.","User 85 will move from grid 15183 to grid 14801, at 2008-05-17 04:12:07."
1265,85,2008-02-28 22:01:26,2008-02-29 17:24:26,116.3309949,39.9753316,69780.0,14994,"User 85 will move from grid 14994 to grid 15171, arriving around in about 6 months.","User 85 will move from grid 14994 to grid 15171, at 2008-09-10 00:54:27."
1313,85,2008-02-29 17:33:38,2008-02-29 18:26:26,116.3471233,39.9388516,3168.0,15179,"User 85 will move from grid 15179 to grid 14616, arriving around in about 2 months.","User 85 will move from grid 15179 to grid 14616, at 2008-05-10 03:10:35."
1331,85,2008-02-29 18:26:26,2008-02-29 20:50:12,116.36872,39.9071933,8626.0,15554,"User 85 will move from grid 15554 to grid 14805, at 2008-10-25 09:52:42.","User 85 will move from grid 15554 to grid 14805, at 2008-10-25 09:52:42."
1483,85,2008-02-29 21:38:24,2008-02-29 22:36:16,116.3358833,39.9751266,3472.0,14994,"User 85 will move from grid 14994 to grid 16137, arriving around in about 8 months.","User 85 will move from grid 14994 to grid 16137, at 2008-10-18 05:16:32."
1519,85,2008-02-29 22:36:16,2008-03-03 16:47:07,116.329385,39.9838216,238251.0,14995,"User 85 will move from grid 14995 to grid 15172, arriving around in about 8 months.","User 85 will move from grid 14995 to grid 15172, at 2008-10-14 23:16:57."
1667,85,2008-03-03 17:36:51,2008-03-06 06:51:11,116.327515,39.9813216,220460.0,14806,"User 85 will move from grid 14806 to grid 14424, arriving around in about 2 months.","User 85 will move from grid 14806 to grid 14424, at 2008-05-05 23:30:15."
1685,85,2008-03-06 06:55:38,2008-03-06 07:28:10,116.3182849,39.9751233,1952.0,14805,"User 85 will move from grid 14805 to grid 15373, arriving around in about 2 months.","User 85 will move from grid 14805 to grid 15373, at 2008-05-07 02:11:23."
1726,85,2008-03-15 15:59:12,2008-03-16 00:14:07,116.4170616,40.0614333,29695.0,16327,"User 85 will move from grid 16327 to grid 15172, arriving around in about 7 months.","User 85 will move from grid 16327 to grid 15172, at 2008-10-23 23:42:59."
