,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
47,68,2008-09-14 13:07:08,2008-09-14 14:44:18,116.422758,39.970938,5830.0,16506,"User 68 will move from grid 16506 to grid 16506, arriving around in about 2 weeks, specifically next Monday.","User 68 will move from grid 16506 to grid 16506, at 2008-09-29 09:05:56."
151,68,2008-09-14 14:52:23,2008-09-15 02:40:36,116.419278,39.969499,42493.0,16317,"User 68 will move from grid 16317 to grid 16310, arriving around in about 11 months.","User 68 will move from grid 16317 to grid 16310, at 2009-07-28 04:02:01."
888,68,2008-09-15 03:13:06,2008-09-15 03:51:21,116.41172,39.961911,2295.0,16316,"User 68 will move from grid 16316 to grid 17251, arriving around in about 2 weeks, specifically next Tuesday.","User 68 will move from grid 16316 to grid 17251, at 2008-09-30 04:38:52."
1420,68,2008-09-15 04:35:41,2008-09-15 05:34:16,116.414454,39.980209,3515.0,16318,"User 68 will move from grid 16318 to grid 16318, at 2008-10-08 10:39:24.","User 68 will move from grid 16318 to grid 16318, at 2008-10-08 10:39:24."
1740,68,2008-09-15 06:07:11,2008-09-15 10:17:20,116.419156,39.969152,15009.0,16317,"User 68 will move from grid 16317 to grid 16313, arriving around in about 4 weeks, specifically next Tuesday.","User 68 will move from grid 16317 to grid 16313, at 2008-10-14 05:49:02."
1912,68,2008-09-15 10:29:30,2008-09-15 11:46:12,116.414467,39.980147,4602.0,16318,"User 68 will move from grid 16318 to grid 16313, arriving around in about 2 months.","User 68 will move from grid 16318 to grid 16313, at 2008-11-28 07:19:38."
2745,68,2008-09-15 12:56:23,2008-09-16 03:13:43,116.419363,39.970331,51440.0,16317,"User 68 will move from grid 16317 to grid 14422, arriving around in about 5 months.","User 68 will move from grid 16317 to grid 14422, at 2009-02-18 00:49:59."
2954,68,2008-09-16 03:31:23,2008-09-16 04:12:40,116.414283,39.980138,2477.0,16318,"User 68 will move from grid 16318 to grid 16506, arriving around in about 3 weeks, specifically next Wednesday.","User 68 will move from grid 16318 to grid 16506, at 2008-10-08 13:39:27."
3389,68,2008-09-16 04:56:00,2008-09-16 06:45:10,116.419251,39.9697,6550.0,16317,"User 68 will move from grid 16317 to grid 16318, at 2008-09-17 10:04:00.","User 68 will move from grid 16317 to grid 16318, at 2008-09-17 10:04:00."
4524,68,2008-09-16 08:18:25,2008-09-16 08:51:39,116.394322,39.998517,1994.0,15942,"User 68 will move from grid 15942 to grid 16316, arriving around in about 5 months.","User 68 will move from grid 15942 to grid 16316, at 2009-02-17 09:03:18."
