,userID,stime,etime,lon,lat,duration,grid,context
0,75,2011-08-03 09:12:52,2011-08-07 09:25:34,116.331600228,39.975818526,346362.0,14994,"User 75 will move from grid 14994 to grid 17071, arriving around in about 2 weeks, specifically next Thursday."
154,75,2011-08-07 09:25:34,2011-08-08 22:10:38,116.309889717,39.976835293,132304.0,14617,
283,75,2011-08-08 22:10:38,2011-08-09 09:45:32,116.332222487,39.974362616,41694.0,14994,
927,75,2011-08-09 09:45:32,2011-08-09 22:26:41,116.310312821,39.978473476,45669.0,14617,
4385,75,2011-08-24 14:08:51,2011-08-25 00:52:28,116.325025,39.9752166666667,38617.0,14805,
9077,75,2011-08-25 00:52:28,2011-08-25 01:48:47,116.458023333333,39.9493966666667,3379.0,17071,"User 75 will move from grid 17071 to grid 14426, arriving around later today, late at night."
9450,75,2011-08-25 02:00:01,2011-08-27 14:07:59,116.299313333333,39.9654,216478.0,14426,
9676,75,2011-08-27 14:24:44,2011-08-28 08:59:53,116.324973333333,39.9750833333333,66909.0,14805,"User 75 will move from grid 14805 to grid 14428, arriving around 2011-09-30 08:51:56."
10328,75,2011-08-28 09:22:41,2011-08-28 16:41:52,116.306748333333,39.9788516666667,26351.0,14617,"User 75 will move from grid 14617 to grid 19350, arriving around in the next month."
10485,75,2011-08-28 16:43:06,2011-08-29 03:07:26,116.32508,39.9751,37460.0,14805,"User 75 will move from grid 14805 to grid 14616, arriving around 2011-08-29 03:23:16."
14944,75,2011-08-29 03:23:16,2011-08-30 14:28:04,116.313185,39.9757216666667,126288.0,14616,
15351,75,2011-08-30 14:48:04,2011-09-02 09:32:35,116.33161,39.9710883333333,240271.0,14994,
25873,75,2011-09-30 08:51:56,2011-09-30 10:01:53,116.3028,39.97794,4197.0,14428,
25981,75,2011-09-30 10:01:53,2011-09-30 13:55:43,116.609328333333,40.0550716666667,14030.0,19350,
