,userID,stime,etime,lon,lat,duration,grid,context
976,40,2009-02-09 06:07:43,2009-02-09 07:39:28,116.384234,39.898823,5505.0,15742,"User 40 will move from grid 15742 to grid 15371, arriving around in about 1 days, on 2009-02-10."
1745,40,2009-02-09 07:39:28,2009-02-09 08:10:39,116.392938,39.899169,1871.0,15931,"User 40 will move from grid 15931 to grid 15931, arriving around 2009-02-09 08:10:39."
2132,40,2009-02-09 08:10:39,2009-02-09 09:28:17,116.393056,39.899095,4658.0,15931,"User 40 will move from grid 15931 to grid 14806, arriving around in about 4 weeks, specifically next Tuesday."
4226,40,2009-02-09 11:41:46,2009-02-10 09:39:34,116.313628,39.971114,79068.0,14616,"User 40 will move from grid 14616 to grid 14608, arriving around 2009-02-15 06:21:14."
4424,40,2009-02-10 09:52:59,2009-02-10 12:52:19,116.360254,39.966137,10760.0,15371,"User 40 will move from grid 15371 to grid 14806, arriving around in about 4 weeks, specifically next Tuesday."
6642,40,2009-02-10 14:11:09,2009-02-13 05:47:24,116.31216,39.968742,228975.0,14616,
7088,40,2009-02-13 06:09:34,2009-02-14 12:18:37,116.313185,39.968441,108543.0,14616,"User 40 will move from grid 14616 to grid 14427, arriving around 2009-02-17 11:29:51."
7172,40,2009-02-14 12:19:47,2009-02-15 05:41:49,116.313163,39.968288,62522.0,14616,"User 40 will move from grid 14616 to grid 14427, arriving around in about 5 days, on 2009-02-20."
7710,40,2009-02-15 06:21:14,2009-02-15 08:45:52,116.313284,39.895682,8678.0,14608,
8732,40,2009-02-15 09:24:02,2009-02-17 08:36:28,116.305333,39.971006,169946.0,14616,"User 40 will move from grid 14616 to grid 14427, arriving around 2009-02-20 08:29:15."
8920,40,2009-02-17 08:48:58,2009-02-17 09:25:03,116.311462,39.968799,2165.0,14616,
9224,40,2009-02-17 09:26:18,2009-02-17 11:07:16,116.312005,39.969804,6058.0,14616,"User 40 will move from grid 14616 to grid 17468, arriving around in about 3 weeks, specifically next Tuesday."
9909,40,2009-02-17 11:29:51,2009-02-20 08:16:15,116.301616,39.968082,247584.0,14427,
10172,40,2009-02-20 08:29:15,2009-02-20 09:20:05,116.301825,39.970866,3050.0,14427,"User 40 will move from grid 14427 to grid 15176, arriving around in about 2 weeks, specifically next Monday."
10648,40,2009-02-20 09:20:30,2009-02-20 11:31:05,116.30367,39.967674,7835.0,14427,"User 40 will move from grid 14427 to grid 14427, arriving around 2009-02-20 13:13:30."
12601,40,2009-02-20 13:13:30,2009-02-21 04:17:50,116.30151,39.968378,54260.0,14427,"User 40 will move from grid 14427 to grid 14806, arriving around in about 3 weeks, specifically next Thursday."
