,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
48,4,2008-10-23 18:02:48,2008-10-24 02:06:39,116.324454,40.007798,29031.0,14809,"User 4 will move from grid 14809 to grid 14998, arriving around in about 3 weeks, specifically next Thursday.","User 4 will move from grid 14809 to grid 14998, at 2008-11-13 07:10:25."
200,4,2008-10-24 02:07:49,2008-10-24 09:28:49,116.324988,40.003466,26460.0,14809,"User 4 will move from grid 14809 to grid 14807, arriving around in about 7 months.","User 4 will move from grid 14809 to grid 14807, at 2009-05-28 02:56:08."
288,4,2008-10-24 09:28:49,2008-10-24 10:13:44,116.326523,39.997836,2695.0,14808,"User 4 will move from grid 14808 to grid 15371, arriving around in about 4 days, on 2008-10-29.","User 4 will move from grid 14808 to grid 15371, at 2008-10-29 10:01:46."
435,4,2008-10-24 10:13:44,2008-10-24 11:23:05,116.326585,39.998132,4161.0,14808,"User 4 will move from grid 14808 to grid 14807, arriving around in about 1 days, on 2008-10-26.","User 4 will move from grid 14808 to grid 14807, at 2008-10-26 07:19:28."
508,4,2008-10-24 11:23:05,2008-10-24 12:02:07,116.32684,39.998009,2342.0,14808,"User 4 will move from grid 14808 to grid 14996, at 2008-11-08 07:33:15.","User 4 will move from grid 14808 to grid 14996, at 2008-11-08 07:33:15."
822,4,2008-10-24 12:02:07,2008-10-24 16:00:19,116.326681,39.998082,14292.0,14808,"User 4 will move from grid 14808 to grid 14806, arriving around later today, in the morning.","User 4 will move from grid 14808 to grid 14806, at 2008-10-25 05:19:02."
893,4,2008-10-24 16:00:19,2008-10-25 05:02:07,116.324913,40.000053,46908.0,14808,"User 4 will move from grid 14808 to grid 16317, at 2008-10-26 09:20:13.","User 4 will move from grid 14808 to grid 16317, at 2008-10-26 09:20:13."
1171,4,2008-10-25 05:19:02,2008-10-25 09:17:36,116.324818,39.981197,14314.0,14806,,
1700,4,2008-10-25 10:35:41,2008-10-25 18:26:57,116.325014,40.001429,28276.0,14808,"User 4 will move from grid 14808 to grid 14807, at 2008-10-29 07:16:16.","User 4 will move from grid 14808 to grid 14807, at 2008-10-29 07:16:16."
1804,4,2008-10-25 18:30:22,2008-10-26 06:51:32,116.324202,40.007222,44470.0,14809,"User 4 will move from grid 14809 to grid 14619, at 2008-10-27 08:02:42.","User 4 will move from grid 14809 to grid 14619, at 2008-10-27 08:02:42."
2024,4,2008-10-26 07:19:28,2008-10-26 08:03:11,116.324852,39.991447,2623.0,14807,"User 4 will move from grid 14807 to grid 14617, at 2008-10-27 06:52:40.","User 4 will move from grid 14807 to grid 14617, at 2008-10-27 06:52:40."
2143,4,2008-10-26 08:04:41,2008-10-26 08:41:53,116.326688,39.998131,2232.0,14808,"User 4 will move from grid 14808 to grid 14998, at 2008-10-28 06:07:25.","User 4 will move from grid 14808 to grid 14998, at 2008-10-28 06:07:25."
2338,4,2008-10-26 09:20:13,2008-10-26 14:05:37,116.412249,39.967632,17124.0,16317,,
2750,4,2008-10-26 14:20:37,2008-10-26 18:47:42,116.326743,39.998168,16025.0,14808,,
2853,4,2008-10-26 18:51:22,2008-10-27 05:52:05,116.324184,40.007062,39643.0,14809,"User 4 will move from grid 14809 to grid 14806, at 2008-11-02 05:32:37.","User 4 will move from grid 14809 to grid 14806, at 2008-11-02 05:32:37."
3370,4,2008-10-27 06:52:40,2008-10-27 07:48:02,116.310459,39.980019,3322.0,14617,,
3812,4,2008-10-27 08:02:42,2008-10-27 10:41:23,116.31328,39.998654,9521.0,14619,"User 4 will move from grid 14619 to grid 14807, arriving around in about 1 weeks, specifically next Thursday.","User 4 will move from grid 14619 to grid 14807, at 2008-11-06 07:50:12."
4027,4,2008-10-27 10:41:23,2008-10-27 19:11:24,116.32522,39.999866,30601.0,14808,"User 4 will move from grid 14808 to grid 14996, arriving around in about 2 months.","User 4 will move from grid 14808 to grid 14996, at 2008-12-14 08:45:37."
4106,4,2008-10-27 19:15:04,2008-10-28 05:52:25,116.32424,40.00706,38241.0,14809,,
4377,4,2008-10-28 06:07:25,2008-10-28 07:35:52,116.336966,40.006336,5307.0,14998,"User 4 will move from grid 14998 to grid 15180, arriving around in about 1 weeks, specifically next Saturday.","User 4 will move from grid 14998 to grid 15180, at 2008-11-08 02:32:49."
4575,4,2008-10-28 07:45:17,2008-10-28 10:34:05,116.326784,39.99813,10128.0,14808,,
4672,4,2008-10-28 10:38:55,2008-10-28 11:26:50,116.324258,40.007076,2875.0,14809,"User 4 will move from grid 14809 to grid 14807, arriving around in the next month.","User 4 will move from grid 14809 to grid 14807, at 2008-12-07 06:37:47."
4830,4,2008-10-28 11:31:25,2008-10-28 20:34:13,116.325071,40.002355,32568.0,14808,,
4932,4,2008-10-28 20:37:33,2008-10-29 05:14:45,116.324124,40.007104,31032.0,14809,,
5077,4,2008-10-29 05:21:30,2008-10-29 06:07:00,116.326995,39.999948,2730.0,14808,,
5808,4,2008-10-29 07:16:16,2008-10-29 09:28:06,116.32512,39.991838,7910.0,14807,,
6314,4,2008-10-29 10:01:46,2008-10-29 12:28:59,116.35246,39.962004,8833.0,15371,,
6955,4,2008-10-29 13:09:29,2008-10-30 01:48:37,116.321085,40.007114,45548.0,14809,,
7269,4,2008-10-30 01:52:37,2008-10-30 03:43:04,116.325289,40.000071,6627.0,14808,"User 4 will move from grid 14808 to grid 15561, arriving around in the next month.","User 4 will move from grid 14808 to grid 15561, at 2008-12-01 23:31:20."
7313,4,2008-10-30 03:43:04,2008-10-30 04:20:43,116.324891,39.999775,2259.0,14808,,
7498,4,2008-10-30 04:20:43,2008-10-30 06:26:45,116.325195,39.999886,7562.0,14808,,
7564,4,2008-10-30 06:30:25,2008-10-30 07:16:24,116.322047,39.997995,2759.0,14808,,
7713,4,2008-10-30 07:18:19,2008-10-30 08:32:00,116.326799,39.998147,4421.0,14808,,
7749,4,2008-10-30 08:32:00,2008-10-30 11:42:08,116.324912,39.999624,11408.0,14808,,
7878,4,2008-10-30 11:42:08,2008-10-30 18:11:56,116.325017,39.999874,23388.0,14808,,
7968,4,2008-10-30 18:16:06,2008-10-31 02:08:25,116.32451,40.007047,28339.0,14809,,
8109,4,2008-10-31 02:12:30,2008-10-31 03:45:38,116.325202,40.000443,5588.0,14808,,
8259,4,2008-10-31 03:58:23,2008-10-31 05:15:37,116.325108,40.005523,4634.0,14809,"User 4 will move from grid 14809 to grid 14805, arriving around in about 2 days, on 2008-11-02.","User 4 will move from grid 14809 to grid 14805, at 2008-11-02 08:39:46."
8340,4,2008-10-31 05:19:27,2008-10-31 09:24:45,116.325044,39.999866,14718.0,14808,,
8435,4,2008-10-31 09:24:45,2008-10-31 10:54:58,116.32769,40.007186,5413.0,14809,"User 4 will move from grid 14809 to grid 14800, arriving around in the next month.","User 4 will move from grid 14809 to grid 14800, at 2008-12-06 01:32:45."
8569,4,2008-10-31 11:00:53,2008-10-31 17:04:48,116.325009,40.002358,21835.0,14808,"User 4 will move from grid 14808 to grid 14618, arriving around in about 1 days, on 2008-11-02.","User 4 will move from grid 14808 to grid 14618, at 2008-11-02 01:17:44."
8693,4,2008-10-31 17:09:03,2008-11-01 05:13:35,116.324049,40.007044,43472.0,14809,,
8830,4,2008-11-01 05:17:35,2008-11-01 09:41:01,116.324978,39.999883,15806.0,14808,,
8881,4,2008-11-01 09:41:01,2008-11-01 11:05:17,116.32671,39.997993,5056.0,14808,,
9190,4,2008-11-01 11:05:17,2008-11-02 00:47:44,116.326589,39.998086,49347.0,14808,,
9532,4,2008-11-02 01:17:44,2008-11-02 03:14:43,116.305076,39.988955,7019.0,14618,,
9980,4,2008-11-02 03:47:03,2008-11-02 05:19:32,116.324985,40.003428,5549.0,14809,"User 4 will move from grid 14809 to grid 14997, arriving around in the next month.","User 4 will move from grid 14809 to grid 14997, at 2008-12-11 12:41:52."
10195,4,2008-11-02 05:32:37,2008-11-02 08:05:56,116.325285,39.982124,9199.0,14806,,
10531,4,2008-11-02 08:39:46,2008-11-02 09:26:56,116.319341,39.971106,2830.0,14805,,
11145,4,2008-11-02 09:58:08,2008-11-02 10:54:51,116.321189,40.007079,3403.0,14809,"User 4 will move from grid 14809 to grid 16877, arriving around in about 2 weeks, specifically next Tuesday.","User 4 will move from grid 14809 to grid 16877, at 2008-11-18 23:38:05."
11436,4,2008-11-02 11:03:31,2008-11-02 20:53:30,116.325156,39.999817,35399.0,14808,,
11533,4,2008-11-02 20:57:20,2008-11-03 06:10:47,116.324212,40.007103,33207.0,14809,,
11652,4,2008-11-03 06:13:32,2008-11-03 08:28:38,116.325009,40.002392,8106.0,14808,"User 4 will move from grid 14808 to grid 16309, at 2008-12-06 00:05:21.","User 4 will move from grid 14808 to grid 16309, at 2008-12-06 00:05:21."
11719,4,2008-11-03 08:30:28,2008-11-03 09:14:14,116.32198,39.998043,2626.0,14808,"User 4 will move from grid 14808 to grid 16124, arriving around in about 4 months.","User 4 will move from grid 14808 to grid 16124, at 2009-02-27 07:51:33."
