,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
0,138,2007-05-23 01:48:50,2007-05-23 10:04:02,116.327066666667,39.98765,29712.0,14807,"User 138 will move from grid 14807 to grid 14809, arriving around in about 3 weeks, specifically next Monday.","User 138 will move from grid 14807 to grid 14809, at 2007-06-11 16:08:22."
3,138,2007-05-23 10:04:02,2007-05-24 14:50:46,116.3309,39.9756333333333,103604.0,14994,"User 138 will move from grid 14994 to grid 15179, at 2007-05-25 07:21:53.","User 138 will move from grid 14994 to grid 15179, at 2007-05-25 07:21:53."
128,138,2007-05-24 15:31:07,2007-05-25 06:07:38,116.32485,39.9997666666667,52591.0,14808,"User 138 will move from grid 14808 to grid 16501, at 2007-05-25 08:00:17.","User 138 will move from grid 14808 to grid 16501, at 2007-05-25 08:00:17."
326,138,2007-05-25 07:21:53,2007-05-25 07:59:25,116.347416666667,39.9395333333333,2252.0,15179,"User 138 will move from grid 15179 to grid 16310, at 2007-05-25 09:26:30.","User 138 will move from grid 15179 to grid 16310, at 2007-05-25 09:26:30."
338,138,2007-05-25 08:00:17,2007-05-25 08:37:12,116.431066666667,39.9237833333333,2215.0,16501,"User 138 will move from grid 16501 to grid 14627, at 2007-05-26 06:52:58.","User 138 will move from grid 16501 to grid 14627, at 2007-05-26 06:52:58."
457,138,2007-05-25 09:26:30,2007-05-26 06:01:18,116.419116666667,39.9070166666667,74088.0,16310,"User 138 will move from grid 16310 to grid 14807, at 2007-05-31 02:34:34.","User 138 will move from grid 16310 to grid 14807, at 2007-05-31 02:34:34."
624,138,2007-05-26 06:52:58,2007-05-26 07:37:13,116.312466666667,40.0703,2655.0,14627,,
625,138,2007-05-26 07:37:13,2007-05-26 08:08:49,116.406783333333,40.0554,1896.0,16137,"User 138 will move from grid 16137 to grid 14809, at 2007-05-28 01:00:08.","User 138 will move from grid 16137 to grid 14809, at 2007-05-28 01:00:08."
691,138,2007-05-26 08:13:42,2007-05-26 08:44:26,116.40665,40.0518666666667,1844.0,16137,,
807,138,2007-05-26 09:17:29,2007-05-26 09:56:06,116.405016666667,40.0514166666667,2317.0,16137,"User 138 will move from grid 16137 to grid 14809, arriving around in about 2 weeks, specifically next Wednesday.","User 138 will move from grid 16137 to grid 14809, at 2007-06-06 16:03:47."
857,138,2007-05-26 10:08:47,2007-05-26 11:25:33,116.324766666667,40.0009,4606.0,14808,,
899,138,2007-05-26 11:25:33,2007-05-26 13:10:31,116.31785,39.9979166666667,6298.0,14808,,
904,138,2007-05-26 13:10:31,2007-05-28 01:00:08,116.326966666667,39.9960666666667,128977.0,14808,"User 138 will move from grid 14808 to grid 14627, arriving around in about 3 weeks, specifically next Thursday.","User 138 will move from grid 14808 to grid 14627, at 2007-06-21 14:35:39."
910,138,2007-05-28 01:00:08,2007-05-31 02:12:56,116.324083333333,40.00675,263568.0,14809,,
1017,138,2007-05-31 02:34:34,2007-06-04 01:52:46,116.31705,39.9890166666667,343092.0,14807,,
1116,138,2007-06-04 02:09:01,2007-06-06 15:16:45,116.327133333333,39.97995,220064.0,14806,,
1276,138,2007-06-06 16:03:47,2007-06-08 01:36:24,116.3228,40.0070333333333,120757.0,14809,"User 138 will move from grid 14809 to grid 14627, at 2007-06-21 11:12:45.","User 138 will move from grid 14809 to grid 14627, at 2007-06-21 11:12:45."
1407,138,2007-06-08 02:03:53,2007-06-11 15:15:26,116.327533333333,39.9798666666667,306693.0,14806,"User 138 will move from grid 14806 to grid 16131, at 2007-06-12 11:35:05.","User 138 will move from grid 14806 to grid 16131, at 2007-06-12 11:35:05."
1570,138,2007-06-11 16:08:22,2007-06-12 01:21:17,116.324233333333,40.0068166666667,33175.0,14809,,
1601,138,2007-06-12 01:32:39,2007-06-12 10:49:51,116.32725,39.9780333333333,33432.0,14806,"User 138 will move from grid 14806 to grid 15194, arriving around in about 2 weeks, specifically next Wednesday.","User 138 will move from grid 14806 to grid 15194, at 2007-06-27 11:37:33."
1742,138,2007-06-12 11:35:05,2007-06-12 12:18:45,116.407916666667,40.0011,2620.0,16131,,
1882,138,2007-06-20 23:55:58,2007-06-21 11:06:37,116.327133333333,39.9799166666667,40239.0,14806,,
1916,138,2007-06-21 11:12:45,2007-06-21 14:32:54,116.314083333333,40.0700333333333,12009.0,14627,,
2029,138,2007-06-21 14:35:39,2007-06-26 00:18:47,116.313116666667,40.0694833333333,380588.0,14627,"User 138 will move from grid 14627 to grid 14994, arriving around in about 1 days, on 2007-06-27.","User 138 will move from grid 14627 to grid 14994, at 2007-06-27 13:30:31."
2064,138,2007-06-26 00:26:27,2007-06-27 00:08:02,116.327166666667,39.9800333333333,85295.0,14806,,
2140,138,2007-06-27 00:19:05,2007-06-27 11:37:33,116.32715,39.9799,40708.0,14806,,
2164,138,2007-06-27 11:37:33,2007-06-27 12:49:31,116.34665,40.0669166666667,4318.0,15194,,
2251,138,2007-06-27 13:30:31,2007-06-27 14:02:17,116.333716666667,39.9751666666667,1906.0,14994,,
