,userID,stime,etime,lon,lat,duration,grid,context
0,144,2008-04-28 09:09:29,2008-04-28 11:13:31,116.3305649,39.9756266,7442.0,14994,"User 144 will move from grid 14994 to grid 16885, arriving around in about 4 days, on 2008-05-03."
117,144,2008-04-28 11:38:34,2008-04-30 01:43:27,116.4517583,39.9885966,137093.0,16886,"User 144 will move from grid 16886 to grid 8188, arriving around in about 2 weeks, specifically next Sunday."
300,144,2008-04-30 02:01:58,2008-04-30 12:30:59,116.3328316,39.9753516,37741.0,14994,"User 144 will move from grid 14994 to grid 15554, arriving around in about 4 weeks, specifically next Monday."
887,144,2008-04-30 12:48:55,2008-05-01 01:35:07,116.4492983,39.9801149,45972.0,16885,"User 144 will move from grid 16885 to grid 14270, arriving around in the next month."
6755,144,2008-05-01 05:44:07,2008-05-02 00:00:35,115.7124316,40.0646183,65788.0,4987,"User 144 will move from grid 4987 to grid 15190, arriving around in the next month."
7024,144,2008-05-02 00:07:23,2008-05-03 01:58:40,115.6886833,40.05596,93077.0,4608,"User 144 will move from grid 4608 to grid 16127, arriving around in about 3 weeks, specifically next Tuesday."
7376,144,2008-05-03 02:14:37,2008-05-03 08:52:32,115.747645,40.0908383,23875.0,5557,"User 144 will move from grid 5557 to grid 14081, arriving around in about 4 weeks, specifically next Sunday."
8330,144,2008-05-03 09:26:05,2008-05-05 04:32:02,116.4494116,39.9801283,155157.0,16885,"User 144 will move from grid 16885 to grid 15190, arriving around in about 4 months."
8787,144,2008-05-05 04:45:15,2008-05-05 11:40:32,116.336505,39.9752583,24917.0,14994,"User 144 will move from grid 14994 to grid 14617, arriving around in about 2 months."
9268,144,2008-05-05 11:54:19,2008-05-06 03:11:09,116.44929,39.9800966,55010.0,16885,"User 144 will move from grid 16885 to grid 14994, arriving around later today, late at night."
10010,144,2008-05-06 03:30:31,2008-05-06 12:03:10,116.3365499,39.9751316,30759.0,14994,"User 144 will move from grid 14994 to grid 24820, arriving around in about 2 months."
10483,144,2008-05-06 12:17:15,2008-05-07 00:23:25,116.4492783,39.980085,43570.0,16885,"User 144 will move from grid 16885 to grid 17075, arriving around 2008-05-24 09:08:29."
11712,144,2008-05-07 01:01:56,2008-05-08 11:03:31,116.3365116,39.9750866,122495.0,14994,"User 144 will move from grid 14994 to grid 15005, arriving around in about 2 months."
12621,144,2008-05-08 11:29:37,2008-05-09 04:35:10,116.4493416,39.9801,61533.0,16885,"User 144 will move from grid 16885 to grid 7810, arriving around in about 1 weeks, specifically next Sunday."
13708,144,2008-05-09 04:42:01,2008-05-09 11:28:46,116.3272216,39.9800166,24405.0,14806,"User 144 will move from grid 14806 to grid 14615, arriving around in about 5 months."
15247,144,2008-05-09 12:16:50,2008-05-10 02:28:11,116.449185,39.9800833,51081.0,16885,"User 144 will move from grid 16885 to grid 16701, arriving around in about 9 months."
16600,144,2008-05-10 02:29:24,2008-05-10 03:00:26,116.4569533,39.989135,1862.0,16886,"User 144 will move from grid 16886 to grid 12919, arriving around 2008-05-25 08:22:31."
