,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
3178,37,2009-01-20 10:51:56,2009-01-20 11:22:40,116.3129833,39.9711216,1844.0,14616,"User 37 will move from grid 14616 to grid 14616, arriving around in the next month.","User 37 will move from grid 14616 to grid 14616, at 2009-02-25 04:46:40."
3714,37,2009-01-20 12:04:46,2009-01-21 00:03:40,116.25483,39.9745533,43134.0,13671,"User 37 will move from grid 13671 to grid 14616, arriving around in about 4 weeks, specifically next Tuesday.","User 37 will move from grid 13671 to grid 14616, at 2009-02-17 10:13:37."
4627,37,2009-01-21 00:49:03,2009-01-21 01:35:52,116.2628016,39.9603133,2809.0,13859,"User 37 will move from grid 13859 to grid 14805, at 2009-02-14 00:53:52.","User 37 will move from grid 13859 to grid 14805, at 2009-02-14 00:53:52."
5727,37,2009-01-21 02:36:01,2009-01-21 03:27:28,116.46797,39.9101033,3087.0,17066,"User 37 will move from grid 17066 to grid 17050, at 2009-01-22 01:51:28.","User 37 will move from grid 17066 to grid 17050, at 2009-01-22 01:51:28."
6904,37,2009-01-21 04:37:53,2009-01-21 05:50:13,116.4427783,39.9214449,4340.0,16689,"User 37 will move from grid 16689 to grid 14418, arriving around later today, late at night.","User 37 will move from grid 16689 to grid 14418, at 2009-01-22 00:06:46."
8174,37,2009-01-21 06:29:30,2009-01-21 08:33:55,116.3131099,39.97107,7465.0,14616,"User 37 will move from grid 14616 to grid 17069, arriving around in about 2 months.","User 37 will move from grid 14616 to grid 17069, at 2009-03-23 01:57:35."
10436,37,2009-01-21 10:35:40,2009-01-21 23:14:45,116.314495,39.9812783,45545.0,14617,"User 37 will move from grid 14617 to grid 15750, arriving around in the next month.","User 37 will move from grid 14617 to grid 15750, at 2009-03-02 06:11:27."
11181,37,2009-01-22 00:06:46,2009-01-22 01:40:40,116.30421,39.8891383,5634.0,14418,"User 37 will move from grid 14418 to grid 14429, at 2009-03-17 07:04:59.","User 37 will move from grid 14418 to grid 14429, at 2009-03-17 07:04:59."
11372,37,2009-01-22 01:51:28,2009-01-22 02:44:14,116.4677366,39.7616183,3166.0,17050,"User 37 will move from grid 17050 to grid 14616, arriving around in the next month.","User 37 will move from grid 17050 to grid 14616, at 2009-03-02 03:20:35."
14575,37,2009-02-14 00:53:52,2009-02-14 02:43:21,116.3183716,39.974005,6569.0,14805,"User 37 will move from grid 14805 to grid 13859, at 2009-02-16 00:03:57.","User 37 will move from grid 14805 to grid 13859, at 2009-02-16 00:03:57."
15673,37,2009-02-14 04:13:01,2009-02-14 09:46:08,116.3015466,39.984005,19987.0,14428,"User 37 will move from grid 14428 to grid 14595, arriving around in about 2 months.","User 37 will move from grid 14428 to grid 14595, at 2009-04-17 04:58:11."
