,userID,stime,etime,lon,lat,duration,grid,context
46,24,2008-12-16 01:04:28,2008-12-16 03:50:21,116.343203,39.980108,9953.0,15184,"User 24 will move from grid 15184 to grid 14995, arriving around 2008-12-19 18:16:34."
242,24,2008-12-16 04:13:46,2008-12-16 10:14:42,116.34277,39.98052,21656.0,15184,"User 24 will move from grid 15184 to grid 14611, arriving around in the next month."
455,24,2008-12-16 10:14:47,2008-12-16 14:17:19,116.337172,39.981936,14552.0,14995,"User 24 will move from grid 14995 to grid 14813, arriving around 2009-01-13 10:17:13."
2220,24,2008-12-16 14:17:44,2008-12-16 15:30:14,116.347491,39.980415,4350.0,15184,"User 24 will move from grid 15184 to grid 11618, arriving around in about 2 months."
2883,24,2008-12-16 15:30:14,2008-12-17 01:10:31,116.339087,39.980042,34817.0,14995,"User 24 will move from grid 14995 to grid 15184, arriving around later today, late at night."
3033,24,2008-12-17 01:12:56,2008-12-17 17:21:37,116.342025,39.980131,58121.0,15184,"User 24 will move from grid 15184 to grid 18972, arriving around 2009-01-15 10:44:51."
3119,24,2008-12-17 17:21:37,2008-12-18 04:07:08,116.34276,39.979662,38731.0,15184,"User 24 will move from grid 15184 to grid 14800, arriving around in the next month."
3309,24,2008-12-18 04:20:28,2008-12-19 10:03:40,116.345745,39.980145,106992.0,15184,"User 24 will move from grid 15184 to grid 17468, arriving around in the next month."
4602,24,2008-12-19 10:03:40,2008-12-19 11:13:45,116.343879,39.979779,4205.0,15184,"User 24 will move from grid 15184 to grid 15557, arriving around in about 4 weeks, specifically next Sunday."
4945,24,2008-12-19 11:30:20,2008-12-19 16:55:39,116.338153,39.980086,19519.0,14995,"User 24 will move from grid 14995 to grid 20329, arriving around 2009-03-14 01:23:39."
5148,24,2008-12-19 16:55:39,2008-12-19 18:14:44,116.343354,39.97924,4745.0,15184,"User 24 will move from grid 15184 to grid 15927, arriving around in about 2 months."
5839,24,2008-12-19 18:16:34,2008-12-19 20:04:39,116.336908,39.977096,6485.0,14995,"User 24 will move from grid 14995 to grid 14813, arriving around in about 3 weeks, specifically next Monday."
7105,24,2008-12-19 20:06:59,2008-12-20 01:52:50,116.339168,39.977291,20751.0,14995,"User 24 will move from grid 14995 to grid 15930, arriving around in about 3 weeks, specifically next Saturday."
7398,24,2008-12-20 02:04:23,2008-12-20 06:24:00,116.344999,39.980072,15577.0,15184,"User 24 will move from grid 15184 to grid 18784, arriving around in about 4 weeks, specifically next Thursday."
8246,24,2008-12-20 07:42:25,2008-12-20 08:56:40,116.289485,39.957362,4455.0,14236,"User 24 will move from grid 14236 to grid 17452, arriving around in about 4 weeks, specifically next Monday."
9002,24,2008-12-20 09:49:52,2008-12-22 01:09:02,116.341819,39.980082,141550.0,15184,"User 24 will move from grid 15184 to grid 8047, arriving around in about 2 months."
9884,24,2009-01-09 10:11:33,2009-01-10 00:31:30,116.324956,40.039069,51597.0,14812,"User 24 will move from grid 14812 to grid 30977, arriving around 2009-01-13 03:23:31."
10132,24,2009-01-10 00:34:35,2009-01-10 01:47:45,116.363354,39.99803,4390.0,15375,"User 24 will move from grid 15375 to grid 14813, arriving around in about 2 months."
10692,24,2009-01-10 02:29:15,2009-01-10 03:11:55,116.395667,39.890465,2560.0,15930,"User 24 will move from grid 15930 to grid 19741, arriving around in about 2 weeks, specifically next Wednesday."
11337,24,2009-01-10 03:49:10,2009-01-10 04:19:20,116.392272,39.871617,1810.0,15928,"User 24 will move from grid 15928 to grid 15941, arriving around 2009-01-17 04:52:34."
12137,24,2009-01-10 05:03:55,2009-01-10 05:35:00,116.389473,39.865311,1865.0,15927,"User 24 will move from grid 15927 to grid 20519, arriving around 2009-01-11 01:57:34."
