,userID,stime,etime,lon,lat,duration,grid,context
0,146,2007-07-31 14:01:30,2007-07-31 17:27:57,116.341633333333,39.9519833333333,12387.0,15181,
21,146,2007-07-31 17:28:14,2007-08-01 09:38:24,116.341266666667,39.9528833333333,58210.0,15181,"User 146 will move from grid 15181 to grid 14993, arriving around in about 4 days, on 2007-08-06."
48,146,2007-08-01 09:38:24,2007-08-01 14:21:15,116.33005,39.97625,16971.0,14994,
92,146,2007-08-01 14:34:56,2007-08-02 00:37:14,116.341066666667,39.9530333333333,36138.0,15181,
109,146,2007-08-02 01:05:44,2007-08-04 01:48:58,116.3322,39.9714666666667,175394.0,14994,
125,146,2007-08-04 02:17:05,2007-08-06 00:01:58,116.339316666667,39.95165,164693.0,14992,
138,146,2007-08-06 00:05:15,2007-08-06 13:49:48,116.336066666667,39.9618333333333,49473.0,14993,
154,146,2007-08-06 14:05:01,2007-08-07 01:16:09,116.3413,39.9529833333333,40268.0,15181,
173,146,2007-08-07 01:30:18,2007-08-07 13:34:04,116.332016666667,39.9733666666667,43426.0,14994,
202,146,2007-08-07 13:45:43,2007-08-08 00:44:58,116.34135,39.9529833333333,39555.0,15181,
218,146,2007-08-08 00:58:32,2007-08-09 01:17:37,116.331883333333,39.97475,87545.0,14994,
