,userID,stime,etime,lon,lat,duration,grid,context
699,41,2009-02-13 04:59:15,2009-02-13 07:11:22,116.2659816,39.9417483,7927.0,13857,"User 41 will move from grid 13857 to grid 16656, arriving around in about 1 weeks, specifically next Tuesday."
1162,41,2009-02-13 08:01:42,2009-02-13 10:13:20,116.2687783,39.9000049,7898.0,13852,"User 41 will move from grid 13852 to grid 13847, arriving around 2009-02-22 07:46:34."
1364,41,2009-02-13 10:25:17,2009-02-13 13:26:54,116.2306999,39.9062516,10897.0,13286,"User 41 will move from grid 13286 to grid 23354, arriving around in about 4 months."
1831,41,2009-02-13 13:31:38,2009-02-14 03:25:14,116.2543033,39.9062949,50016.0,13664,"User 41 will move from grid 13664 to grid 20061, arriving around in about 1 weeks, specifically next Monday."
2184,41,2009-02-14 03:33:39,2009-02-14 04:10:52,116.2469616,39.9022149,2233.0,13663,"User 41 will move from grid 13663 to grid 15346, arriving around in about 1 weeks, specifically next Tuesday."
2799,41,2009-02-14 05:24:04,2009-02-14 05:55:24,116.2543116,39.9066033,1880.0,13664,"User 41 will move from grid 13664 to grid 12903, arriving around 2009-03-12 04:33:00."
2928,41,2009-02-14 05:59:26,2009-02-14 07:55:27,116.2609333,39.91045,6961.0,13853,"User 41 will move from grid 13853 to grid 14611, arriving around 2009-02-19 05:39:08."
2949,41,2009-02-14 07:58:01,2009-02-15 04:22:17,116.2541416,39.9064649,73456.0,13664,"User 41 will move from grid 13664 to grid 27487, arriving around in about 2 months."
3637,41,2009-02-15 04:42:08,2009-02-15 11:04:01,116.3486433,39.85109,22913.0,15170,"User 41 will move from grid 15170 to grid 14987, arriving around in about 3 weeks, specifically next Sunday."
3745,41,2009-02-15 11:07:37,2009-02-15 22:28:38,116.31343,39.8972516,40861.0,14608,"User 41 will move from grid 14608 to grid 15159, arriving around in about 4 months."
4252,41,2009-02-15 22:58:08,2009-02-16 00:20:01,116.2583266,39.8630966,4913.0,13848,"User 41 will move from grid 13848 to grid 13847, arriving around in the next month."
5939,41,2009-02-16 01:10:40,2009-02-16 02:14:56,116.3366949,39.9994283,3856.0,14997,"User 41 will move from grid 14997 to grid 20660, arriving around in about 2 months."
