,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
0,164,2007-11-30 07:55:20,2007-11-30 10:05:49,116.3301,39.9763333333333,7829.0,14994,,
12,164,2007-11-30 10:05:49,2007-11-30 10:41:42,116.327033333333,39.9892,2153.0,14807,"User 164 will move from grid 14807 to grid 14808, arriving around later today, late at night.","User 164 will move from grid 14807 to grid 14808, at 2007-12-01 02:05:04."
33,164,2007-11-30 10:41:42,2007-11-30 13:08:40,116.324183333333,39.9941166666667,8818.0,14807,,
51,164,2007-11-30 13:14:16,2007-12-01 01:57:04,116.3051,39.9710166666667,45768.0,14616,,
60,164,2007-12-01 02:05:04,2007-12-01 04:35:22,116.321933333333,39.9988166666667,9018.0,14808,"User 164 will move from grid 14808 to grid 14427, at 2007-12-07 11:03:17.","User 164 will move from grid 14808 to grid 14427, at 2007-12-07 11:03:17."
66,164,2007-12-01 04:35:22,2007-12-01 05:11:41,116.324116666667,40.0094166666667,2179.0,14809,,
73,164,2007-12-01 05:11:41,2007-12-02 01:20:13,116.324266666667,40.0064666666667,72512.0,14809,"User 164 will move from grid 14809 to grid 14617, at 2007-12-05 10:01:05.","User 164 will move from grid 14809 to grid 14617, at 2007-12-05 10:01:05."
88,164,2007-12-02 01:31:05,2007-12-05 09:21:27,116.313233333333,39.9696666666667,287422.0,14616,,
117,164,2007-12-05 10:01:05,2007-12-05 11:46:17,116.308883333333,39.9797666666667,6312.0,14617,,
141,164,2007-12-05 12:11:18,2007-12-07 03:42:09,116.31205,39.9686333333333,142251.0,14616,,
163,164,2007-12-07 03:52:15,2007-12-07 04:27:41,116.321183333333,40.0077833333333,2126.0,14809,,
169,164,2007-12-07 04:27:41,2007-12-07 10:31:32,116.32095,40.0059666666667,21831.0,14809,,
184,164,2007-12-07 11:03:17,2007-12-08 01:34:53,116.302483333333,39.9723666666667,52296.0,14427,"User 164 will move from grid 14427 to grid 14428, at 2007-12-08 02:09:01.","User 164 will move from grid 14427 to grid 14428, at 2007-12-08 02:09:01."
208,164,2007-12-08 02:09:01,2007-12-08 03:10:56,116.299716666667,39.9799333333333,3715.0,14428,,
219,164,2007-12-08 03:15:00,2007-12-09 06:49:40,116.305166666667,39.971,99280.0,14616,,
230,164,2007-12-09 06:49:40,2007-12-09 09:31:37,116.313516666667,39.9685333333333,9717.0,14616,"User 164 will move from grid 14616 to grid 14615, at 2007-12-09 09:40:58.","User 164 will move from grid 14616 to grid 14615, at 2007-12-09 09:40:58."
239,164,2007-12-09 09:40:58,2007-12-09 12:38:50,116.315383333333,39.9649,10672.0,14615,,
