,userID,stime,etime,lon,lat,duration,grid,context
39,51,2007-12-08 17:05:34,2007-12-08 18:21:52,116.3161,39.9636783,4578.0,14615,"User 51 will move from grid 14615 to grid 16309, arriving around 2007-12-15 09:39:18."
113,51,2007-12-08 18:21:52,2007-12-08 20:42:47,116.3118649,39.9744416,8455.0,14616,"User 51 will move from grid 14616 to grid 15746, arriving around in about 6 days, on 2007-12-15."
131,51,2007-12-08 20:42:47,2007-12-08 21:19:34,116.3075349,39.9839699,2207.0,14617,"User 51 will move from grid 14617 to grid 15926, arriving around in the next month."
231,51,2007-12-08 21:32:03,2007-12-14 19:25:17,116.2983466,39.9905983,510794.0,14429,"User 51 will move from grid 14429 to grid 14618, arriving around in about 2 weeks, specifically next Friday."
322,51,2007-12-14 19:25:17,2007-12-14 23:08:45,116.3076449,39.9882766,13408.0,14618,"User 51 will move from grid 14618 to grid 16302, arriving around 2007-12-15 20:59:45."
336,51,2007-12-14 23:08:45,2007-12-15 00:09:02,116.3036899,39.9935816,3617.0,14429,"User 51 will move from grid 14429 to grid 16118, arriving around in about 1 days, on 2007-12-16."
373,51,2007-12-15 00:26:03,2007-12-15 01:07:09,116.3018966,39.9901166,2466.0,14429,"User 51 will move from grid 14429 to grid 16121, arriving around 2007-12-15 17:57:05."
396,51,2007-12-15 01:07:09,2007-12-15 09:39:18,116.3013416,39.9897783,30729.0,14429,"User 51 will move from grid 14429 to grid 15936, arriving around 2007-12-15 13:44:05."
410,51,2007-12-15 09:39:18,2007-12-15 11:00:31,116.4204216,39.9025816,4873.0,16309,"User 51 will move from grid 16309 to grid 15936, arriving around 2007-12-15 12:24:18."
450,51,2007-12-15 11:00:31,2007-12-15 12:24:18,116.3932049,39.9066416,5027.0,15932,"User 51 will move from grid 15932 to grid 15558, arriving around 2007-12-15 17:03:43."
526,51,2007-12-15 12:24:18,2007-12-15 13:44:05,116.3874949,39.9468633,4787.0,15936,"User 51 will move from grid 15936 to grid 16309, arriving around 2007-12-15 20:14:01."
537,51,2007-12-15 13:44:05,2007-12-15 15:17:16,116.3878766,39.9435666,5591.0,15936,"User 51 will move from grid 15936 to grid 17442, arriving around in about 2 weeks, specifically next Monday."
594,51,2007-12-15 15:26:55,2007-12-15 16:53:45,116.383785,39.937975,5210.0,15746,"User 51 will move from grid 15746 to grid 16309, arriving around 2007-12-18 19:42:56."
700,51,2007-12-15 17:03:43,2007-12-15 17:37:18,116.3660283,39.9441633,2015.0,15558,"User 51 will move from grid 15558 to grid 16118, arriving around 2007-12-16 15:30:48."
713,51,2007-12-15 17:57:05,2007-12-15 19:44:10,116.4050783,39.9088166,6425.0,16121,"User 51 will move from grid 16121 to grid 14996, arriving around in about 2 weeks, specifically next Friday."
772,51,2007-12-15 20:14:01,2007-12-15 20:55:37,116.4201566,39.9027766,2496.0,16309,"User 51 will move from grid 16309 to grid 16491, arriving around 2007-12-16 19:08:13."
825,51,2007-12-15 20:59:45,2007-12-16 14:07:35,116.4217999,39.8387899,61670.0,16302,"User 51 will move from grid 16302 to grid 16302, arriving around later today, in the evening."
916,51,2007-12-16 14:53:05,2007-12-16 15:30:48,116.4068833,39.8818433,2263.0,16118,"User 51 will move from grid 16118 to grid 15371, arriving around in about 6 days, on 2007-12-22."
938,51,2007-12-16 15:30:48,2007-12-16 16:47:14,116.4068816,39.8800083,4586.0,16118,"User 51 will move from grid 16118 to grid 15179, arriving around 2007-12-18 19:09:51."
1225,51,2007-12-16 18:12:52,2007-12-16 18:47:12,116.4216166,39.836,2060.0,16302,
1247,51,2007-12-16 19:08:13,2007-12-18 17:56:39,116.4235816,39.8369533,168506.0,16491,"User 51 will move from grid 16491 to grid 14994, arriving around 2007-12-20 15:39:05."
1255,51,2007-12-18 17:56:39,2007-12-18 18:46:17,116.2986466,39.9915816,2978.0,14429,"User 51 will move from grid 14429 to grid 13300, arriving around 2007-12-31 21:32:12."
1432,51,2007-12-18 19:09:51,2007-12-18 19:42:56,116.3485733,39.9390233,1985.0,15179,
1453,51,2007-12-18 19:42:56,2007-12-18 20:33:35,116.4198516,39.9030049,3039.0,16309,"User 51 will move from grid 16309 to grid 15750, arriving around in the next month."
1573,51,2007-12-18 21:13:19,2007-12-20 15:39:05,116.2986716,39.9917916,152746.0,14429,
1577,51,2007-12-20 15:39:05,2007-12-20 18:04:05,116.3298449,39.9752733,8700.0,14994,"User 51 will move from grid 14994 to grid 14801, arriving around in about 2 weeks, specifically next Tuesday."
1720,51,2007-12-20 18:46:13,2007-12-22 16:09:51,116.2981249,39.9904849,163418.0,14429,"User 51 will move from grid 14429 to grid 14428, arriving around in about 2 months."
1896,51,2007-12-22 16:55:14,2007-12-22 20:53:23,116.3602483,39.9601683,14289.0,15371,
2155,51,2007-12-22 21:15:41,2007-12-24 17:12:47,116.2985666,39.9913683,158226.0,14429,"User 51 will move from grid 14429 to grid 17442, arriving around in about 6 days, on 2007-12-31."
2168,51,2007-12-24 17:12:47,2007-12-24 18:51:41,116.2998416,39.9862616,5934.0,14429,"User 51 will move from grid 14429 to grid 14426, arriving around 2007-12-28 17:55:33."
2211,51,2007-12-24 19:04:08,2007-12-24 21:35:00,116.3105033,39.9784716,9052.0,14617,"User 51 will move from grid 14617 to grid 14615, arriving around 2007-12-24 22:14:35."
2349,51,2007-12-24 22:14:35,2007-12-24 23:22:05,116.3130649,39.9649883,4050.0,14615,"User 51 will move from grid 14615 to grid 15557, arriving around in about 1 weeks, specifically next Tuesday."
2438,51,2007-12-24 23:59:05,2007-12-28 15:24:34,116.29871,39.9893333,314729.0,14429,"User 51 will move from grid 14429 to grid 15927, arriving around in about 3 weeks, specifically next Monday."
2493,51,2007-12-28 15:30:21,2007-12-28 16:21:02,116.3351333,39.9885116,3041.0,14996,"User 51 will move from grid 14996 to grid 14427, arriving around in about 2 months."
2671,51,2007-12-28 17:55:33,2007-12-28 18:59:52,116.3016199,39.9656399,3859.0,14426,"User 51 will move from grid 14426 to grid 15926, arriving around in about 3 weeks, specifically next Saturday."
2779,51,2007-12-28 19:35:00,2007-12-31 10:03:10,116.3107616,39.9904449,224890.0,14618,
3158,51,2007-12-31 12:03:45,2007-12-31 15:10:07,116.483105,39.8918966,11182.0,17442,"User 51 will move from grid 17442 to grid 15544, arriving around 2008-01-21 11:45:59."
3174,51,2007-12-31 15:10:07,2007-12-31 17:32:07,116.48342,39.8897299,8520.0,17442,
