,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
178,6,2008-10-23 07:14:10,2008-10-24 10:55:53,116.337231,39.985406,99703.0,14996,"User 6 will move from grid 14996 to grid 14997, at 2008-11-12 11:52:22.","User 6 will move from grid 14996 to grid 14997, at 2008-11-12 11:52:22."
1122,6,2008-10-24 11:52:13,2008-10-24 12:42:45,116.407474,39.887008,3032.0,16119,"User 6 will move from grid 16119 to grid 17248, at 2008-10-31 06:14:40.","User 6 will move from grid 16119 to grid 17248, at 2008-10-31 06:14:40."
1254,6,2008-10-24 12:48:51,2008-10-25 04:58:05,116.347261,39.980212,58154.0,15184,"User 6 will move from grid 15184 to grid 14793, at 2008-10-25 06:33:30.","User 6 will move from grid 15184 to grid 14793, at 2008-10-25 06:33:30."
2375,6,2008-10-25 06:33:30,2008-10-25 08:44:25,116.324989,39.861242,7855.0,14793,"User 6 will move from grid 14793 to grid 13510, arriving around in about 2 weeks, specifically next Saturday.","User 6 will move from grid 14793 to grid 13510, at 2008-11-08 01:39:38."
3735,6,2008-10-25 10:25:15,2008-10-25 11:50:55,116.336762,39.974849,5140.0,14994,"User 6 will move from grid 14994 to grid 14993, arriving around in about 2 weeks, specifically next Thursday.","User 6 will move from grid 14994 to grid 14993, at 2008-11-06 06:35:11."
4201,6,2008-10-25 12:34:29,2008-10-31 04:11:44,116.340368,39.981323,488235.0,15184,,
4243,6,2008-10-31 04:20:29,2008-10-31 05:20:20,116.337348,39.97506,3591.0,14994,,
4718,6,2008-10-31 06:14:40,2008-11-05 07:06:35,116.478373,39.843016,435115.0,17248,"User 6 will move from grid 17248 to grid 15185, at 2008-11-08 10:14:36.","User 6 will move from grid 17248 to grid 15185, at 2008-11-08 10:14:36."
5297,6,2008-11-05 07:08:35,2008-11-05 07:48:37,116.345368,39.980015,2402.0,15184,,
5317,6,2008-11-05 07:48:37,2008-11-06 05:55:13,116.345566,39.98326,79596.0,15184,,
5981,6,2008-11-06 06:35:11,2008-11-06 08:01:33,116.33978,39.962059,5182.0,14993,,
6347,6,2008-11-06 08:28:06,2008-11-08 00:05:12,116.336859,39.981726,142626.0,14995,,
7482,6,2008-11-08 01:39:38,2008-11-08 08:26:21,116.241553,40.222851,24403.0,13510,,
8823,6,2008-11-08 10:14:36,2008-11-12 05:54:08,116.346913,39.988743,329972.0,15185,,
9971,6,2008-11-12 05:54:08,2008-11-12 07:49:24,116.339878,39.979343,6916.0,14995,,
10063,6,2008-11-12 07:49:24,2008-11-12 08:50:06,116.346784,39.980172,3642.0,15184,,
10575,6,2008-11-12 08:50:41,2008-11-12 11:52:22,116.34847,39.982645,10901.0,15184,,
10781,6,2008-11-12 11:52:22,2008-11-13 03:57:36,116.340057,39.999613,57914.0,14997,"User 6 will move from grid 14997 to grid 15172, at 2008-11-13 08:19:31.","User 6 will move from grid 14997 to grid 15172, at 2008-11-13 08:19:31."
10834,6,2008-11-13 04:02:01,2008-11-13 05:58:00,116.339387,39.980053,6959.0,14995,"User 6 will move from grid 14995 to grid 15175, arriving around later today, in the morning.","User 6 will move from grid 14995 to grid 15175, at 2008-11-13 09:17:33."
11453,6,2008-11-13 06:47:10,2008-11-13 07:26:57,116.339201,39.980321,2387.0,14995,,
12107,6,2008-11-13 08:19:31,2008-11-13 09:05:23,116.342498,39.87191,2752.0,15172,"User 6 will move from grid 15172 to grid 16498, arriving around in about 2 days, on 2008-11-16.","User 6 will move from grid 15172 to grid 16498, at 2008-11-16 08:28:31."
12537,6,2008-11-13 09:17:33,2008-11-13 10:14:05,116.348701,39.896411,3392.0,15175,"User 6 will move from grid 15175 to grid 14225, at 2008-11-16 07:27:32.","User 6 will move from grid 15175 to grid 14225, at 2008-11-16 07:27:32."
12585,6,2008-11-13 10:15:19,2008-11-13 10:58:56,116.336895,39.975212,2617.0,14994,,
12680,6,2008-11-13 10:58:56,2008-11-15 12:21:06,116.339138,39.980097,177730.0,14995,,
12797,6,2008-11-15 12:27:41,2008-11-16 06:14:58,116.336757,39.981683,64037.0,14995,,
13909,6,2008-11-16 07:27:32,2008-11-16 08:14:16,116.287735,39.853983,2804.0,14225,,
14350,6,2008-11-16 08:28:31,2008-11-16 09:23:27,116.43096,39.900481,3296.0,16498,,
