,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
369,79,2010-05-24 12:57:43,2010-05-25 02:06:43,116.393961,39.872553,47340.0,15928,"User 79 will move from grid 15928 to grid 15374, arriving around in about 2 weeks, specifically next Sunday.","User 79 will move from grid 15928 to grid 15374, at 2010-06-06 04:11:38."
817,79,2010-05-25 02:40:48,2010-05-25 12:45:41,116.336385,39.975115,36293.0,14994,,
1239,79,2010-05-25 13:17:56,2010-05-27 01:02:05,116.393957,39.872683,128649.0,15928,,
1989,79,2010-05-27 01:57:20,2010-05-27 12:57:49,116.336026,39.975172,39629.0,14994,"User 79 will move from grid 14994 to grid 15554, arriving around in about 2 days, on 2010-05-29.","User 79 will move from grid 14994 to grid 15554, at 2010-05-29 14:21:02."
2575,79,2010-05-27 13:43:14,2010-05-28 01:14:40,116.391019,39.881117,41486.0,15929,,
3306,79,2010-05-28 02:12:05,2010-05-29 03:44:57,116.3366,39.975168,91972.0,14994,"User 79 will move from grid 14994 to grid 16687, at 2010-05-29 04:01:12.","User 79 will move from grid 14994 to grid 16687, at 2010-05-29 04:01:12."
3532,79,2010-05-29 04:01:12,2010-05-29 14:04:37,116.443314,39.902354,36205.0,16687,"User 79 will move from grid 16687 to grid 15374, arriving around in about 6 days, on 2010-06-05.","User 79 will move from grid 16687 to grid 15374, at 2010-06-05 08:19:42."
3755,79,2010-05-29 14:21:02,2010-05-30 12:35:30,116.372229,39.905722,80068.0,15554,"User 79 will move from grid 15554 to grid 15366, arriving around in about 1 days, on 2010-06-01.","User 79 will move from grid 15554 to grid 15366, at 2010-06-01 11:20:53."
4158,79,2010-05-30 13:06:45,2010-05-31 11:25:41,116.393848,39.872175,80336.0,15928,"User 79 will move from grid 15928 to grid 15374, arriving around in about 2 weeks, specifically next Monday.","User 79 will move from grid 15928 to grid 15374, at 2010-06-14 08:35:41."
4349,79,2010-05-31 11:37:41,2010-06-01 02:23:43,116.393973,39.872615,53162.0,15928,,
4820,79,2010-06-01 02:57:48,2010-06-01 11:02:33,116.336052,39.975131,29085.0,14994,,
5079,79,2010-06-01 11:20:53,2010-06-03 03:12:39,116.353865,39.917072,143506.0,15366,,
6025,79,2010-06-03 04:22:34,2010-06-05 07:43:12,116.336572,39.975114,184838.0,14994,"User 79 will move from grid 14994 to grid 17066, arriving around in about 1 weeks, specifically next Monday.","User 79 will move from grid 14994 to grid 17066, at 2010-06-14 05:43:06."
6489,79,2010-06-05 08:19:42,2010-06-06 03:43:33,116.358351,39.989076,69831.0,15374,,
6836,79,2010-06-06 04:11:38,2010-06-06 08:39:52,116.358226,39.989119,16094.0,15374,,
7113,79,2010-06-06 09:01:22,2010-06-09 12:58:10,116.390931,39.881131,273408.0,15929,,
7475,79,2010-06-09 13:27:10,2010-06-10 02:33:39,116.393948,39.872443,47189.0,15928,,
7969,79,2010-06-10 03:11:04,2010-06-10 10:37:00,116.336238,39.975131,26756.0,14994,,
8724,79,2010-06-10 11:34:15,2010-06-11 02:12:21,116.390965,39.880959,52686.0,15929,,
9187,79,2010-06-11 02:48:46,2010-06-12 01:52:04,116.335977,39.975116,82998.0,14994,,
9643,79,2010-06-12 02:26:39,2010-06-14 05:18:41,116.33661,39.975179,183122.0,14994,,
9970,79,2010-06-14 05:43:06,2010-06-14 07:41:26,116.46637,39.906859,7100.0,17066,"User 79 will move from grid 17066 to grid 19900, arriving around in about 1 days, on 2010-06-16.","User 79 will move from grid 17066 to grid 19900, at 2010-06-16 01:38:47."
10515,79,2010-06-14 08:35:41,2010-06-16 01:08:27,116.358276,39.98907,145966.0,15374,,
10885,79,2010-06-16 01:38:47,2010-06-16 10:46:11,116.634274,39.898775,32844.0,19900,,
