,userID,stime,etime,lon,lat,duration,grid,context
804,34,2009-02-12 04:27:46,2009-02-12 07:42:32,116.3071616,39.9801049,11686.0,14617,"User 34 will move from grid 14617 to grid 15189, arriving around in the next month."
1623,34,2009-02-12 08:16:17,2009-02-14 00:16:42,116.3485666,40.0332866,144025.0,15190,"User 34 will move from grid 15190 to grid 14243, arriving around in the next month."
2617,34,2009-02-14 01:04:48,2009-02-14 02:07:27,116.3485833,40.0331149,3759.0,15190,"User 34 will move from grid 15190 to grid 13676, arriving around in the next month."
3373,34,2009-02-14 02:55:32,2009-02-14 09:29:46,116.3122633,39.984345,23654.0,14617,"User 34 will move from grid 14617 to grid 14628, arriving around 2009-02-15 06:21:36."
3515,34,2009-02-14 09:31:38,2009-02-15 02:18:14,116.3014483,39.9814899,60396.0,14428,"User 34 will move from grid 14428 to grid 15189, arriving around in about 4 weeks, specifically next Friday."
4302,34,2009-02-15 02:46:03,2009-02-15 03:37:27,116.3493649,40.0339916,3084.0,15190,"User 34 will move from grid 15190 to grid 14629, arriving around 2009-02-15 04:13:09."
5204,34,2009-02-15 04:13:09,2009-02-15 04:46:04,116.3132149,40.0851866,1975.0,14629,"User 34 will move from grid 14629 to grid 15189, arriving around in about 1 weeks, specifically next Wednesday."
5562,34,2009-02-15 05:23:43,2009-02-15 06:15:41,116.3154933,40.0790233,3118.0,14628,"User 34 will move from grid 14628 to grid 18569, arriving around in about 2 months."
5695,34,2009-02-15 06:21:36,2009-02-15 06:57:54,116.3131549,40.0823216,2178.0,14628,"User 34 will move from grid 14628 to grid 15374, arriving around in about 1 weeks, specifically next Thursday."
6755,34,2009-02-15 07:55:30,2009-02-15 08:36:39,116.2881166,40.097265,2469.0,14252,"User 34 will move from grid 14252 to grid 15379, arriving around 2009-02-20 01:23:15."
7535,34,2009-02-15 09:24:41,2009-02-15 10:57:55,116.27771,40.0326616,5594.0,14056,"User 34 will move from grid 14056 to grid 14055, arriving around 2009-02-15 11:27:44."
8137,34,2009-02-15 11:27:44,2009-02-16 07:14:40,116.2722433,40.0249766,71216.0,14055,"User 34 will move from grid 14055 to grid 15375, arriving around in about 1 weeks, specifically next Friday."
8368,34,2009-02-16 07:26:01,2009-02-16 08:55:27,116.2981116,39.9800783,5366.0,14428,"User 34 will move from grid 14428 to grid 15548, arriving around in about 1 days, on 2009-02-18."
8444,34,2009-02-16 08:55:27,2009-02-16 09:59:40,116.3014599,39.9815383,3853.0,14428,"User 34 will move from grid 14428 to grid 15189, arriving around in about 1 weeks, specifically next Friday."
9645,34,2009-02-16 10:52:02,2009-02-17 12:22:10,116.3485416,40.0331999,91808.0,15190,"User 34 will move from grid 15190 to grid 15189, arriving around 2009-02-20 00:17:24."
9748,34,2009-02-17 12:22:10,2009-02-18 02:58:58,116.3418583,40.0287383,52608.0,15189,"User 34 will move from grid 15189 to grid 15550, arriving around 2009-02-18 04:28:39."
11034,34,2009-02-18 04:28:39,2009-02-18 05:09:22,116.3721099,39.8698283,2443.0,15550,"User 34 will move from grid 15550 to grid 14988, arriving around in about 5 months."
11473,34,2009-02-18 05:47:38,2009-02-18 06:23:35,116.3665149,39.8535166,2157.0,15548,"User 34 will move from grid 15548 to grid 15189, arriving around in about 1 weeks, specifically next Friday."
12146,34,2009-02-18 07:02:23,2009-02-18 09:49:07,116.3105749,39.9801299,10004.0,14617,"User 34 will move from grid 14617 to grid 14996, arriving around 2009-04-16 03:20:30."
13071,34,2009-02-18 10:51:06,2009-02-19 00:00:09,116.3485649,40.0331633,47343.0,15190,"User 34 will move from grid 15190 to grid 15374, arriving around 2009-02-19 12:57:18."
13199,34,2009-02-19 00:02:34,2009-02-19 01:00:03,116.3486183,40.0332649,3449.0,15190,"User 34 will move from grid 15190 to grid 15374, arriving around in about 2 weeks, specifically next Tuesday."
13561,34,2009-02-19 01:23:37,2009-02-19 04:02:10,116.3085483,39.9838933,9513.0,14617,"User 34 will move from grid 14617 to grid 14618, arriving around in the next month."
13638,34,2009-02-19 04:02:10,2009-02-19 04:37:38,116.3102466,39.9794599,2128.0,14617,"User 34 will move from grid 14617 to grid 13107, arriving around in about 3 weeks, specifically next Monday."
13871,34,2009-02-19 04:37:38,2009-02-19 07:16:13,116.31048,39.9800883,9515.0,14617,"User 34 will move from grid 14617 to grid 15374, arriving around in about 3 weeks, specifically next Tuesday."
14030,34,2009-02-19 07:25:05,2009-02-19 10:41:26,116.3073183,39.9801183,11781.0,14617,"User 34 will move from grid 14617 to grid 15189, arriving around 2009-02-19 12:12:42."
14732,34,2009-02-19 12:12:42,2009-02-19 12:44:46,116.34845,40.0289583,1924.0,15189,"User 34 will move from grid 15189 to grid 15189, arriving around in about 2 months."
14995,34,2009-02-19 12:57:18,2009-02-20 00:10:08,116.3632216,39.9890149,40370.0,15374,"User 34 will move from grid 15374 to grid 15384, arriving around in the next month."
15063,34,2009-02-20 00:17:24,2009-02-20 01:14:53,116.3460083,40.0242049,3449.0,15189,"User 34 will move from grid 15189 to grid 15189, arriving around 2009-02-20 11:42:17."
15230,34,2009-02-20 01:23:15,2009-02-20 02:07:28,116.3540283,40.0336316,2653.0,15379,"User 34 will move from grid 15379 to grid 15000, arriving around 2009-02-24 12:23:19."
16368,34,2009-02-20 02:44:47,2009-02-20 03:47:39,116.3131066,39.9844499,3772.0,14617,"User 34 will move from grid 14617 to grid 14413, arriving around in about 5 days, on 2009-02-25."
16520,34,2009-02-20 03:47:39,2009-02-20 04:31:08,116.3107516,39.9800099,2609.0,14617,"User 34 will move from grid 14617 to grid 14618, arriving around in about 3 weeks, specifically next Saturday."
16780,34,2009-02-20 04:33:38,2009-02-20 06:36:00,116.3088066,39.9800899,7342.0,14617,"User 34 will move from grid 14617 to grid 14989, arriving around 2009-07-10 07:13:18."
16895,34,2009-02-20 06:37:50,2009-02-20 07:23:58,116.3000383,39.9801033,2768.0,14428,"User 34 will move from grid 14428 to grid 15376, arriving around in about 1 weeks, specifically next Friday."
16896,34,2009-02-20 07:23:58,2009-02-20 10:39:17,116.3025599,39.9811466,11719.0,14428,"User 34 will move from grid 14428 to grid 15932, arriving around in about 4 days, on 2009-02-25."
17320,34,2009-02-20 11:42:17,2009-02-23 03:36:38,116.3486349,40.0288633,230061.0,15189,"User 34 will move from grid 15189 to grid 14241, arriving around 2009-03-14 09:09:51."
18265,34,2009-02-23 05:05:35,2009-02-24 11:14:15,116.3483016,40.0331933,108520.0,15190,"User 34 will move from grid 15190 to grid 15564, arriving around in the next month."
19430,34,2009-02-24 12:23:19,2009-02-25 03:08:08,116.3365066,40.0295549,53089.0,15000,"User 34 will move from grid 15000 to grid 14427, arriving around in about 1 weeks, specifically next Friday."
20229,34,2009-02-25 04:12:01,2009-02-25 05:28:45,116.3002283,39.8440566,4604.0,14413,"User 34 will move from grid 14413 to grid 13877, arriving around in the next month."
20275,34,2009-02-25 05:41:54,2009-02-25 07:11:06,116.3905699,39.9065316,5352.0,15932,"User 34 will move from grid 15932 to grid 14624, arriving around in about 2 months."
20996,34,2009-02-25 07:55:34,2009-02-26 03:00:15,116.3485366,40.0290416,68681.0,15189,"User 34 will move from grid 15189 to grid 14813, arriving around 2009-03-04 02:23:51."
21647,34,2009-02-26 03:34:31,2009-02-26 05:27:31,116.3537099,39.9892099,6780.0,15374,"User 34 will move from grid 15374 to grid 15379, arriving around in the next month."
21684,34,2009-02-26 05:31:39,2009-02-26 06:20:01,116.303545,39.9800499,2902.0,14428,"User 34 will move from grid 14428 to grid 15188, arriving around in about 4 weeks, specifically next Tuesday."
21724,34,2009-02-26 06:20:01,2009-02-26 06:55:04,116.3035866,39.9810366,2103.0,14428,"User 34 will move from grid 14428 to grid 15926, arriving around in about 3 days, on 2009-03-02."
21838,34,2009-02-26 06:55:04,2009-02-26 07:49:11,116.3107599,39.9798083,3247.0,14617,
22217,34,2009-02-26 07:58:44,2009-02-26 08:36:24,116.2978916,39.9801483,2260.0,14428,"User 34 will move from grid 14428 to grid 14054, arriving around 2009-03-21 08:13:54."
22319,34,2009-02-26 08:44:26,2009-02-26 09:27:33,116.3014749,39.9832166,2587.0,14428,"User 34 will move from grid 14428 to grid 15377, arriving around in about 2 weeks, specifically next Monday."
22974,34,2009-02-26 10:27:08,2009-02-27 00:00:05,116.3485883,40.0332066,48777.0,15190,
23146,34,2009-02-27 00:01:38,2009-02-27 01:00:20,116.3485466,40.0288649,3522.0,15189,
23299,34,2009-02-27 01:01:31,2009-02-27 02:08:58,116.3585999,39.9979283,4047.0,15375,"User 34 will move from grid 15375 to grid 15189, arriving around in about 2 weeks, specifically next Monday."
23449,34,2009-02-27 02:35:08,2009-02-27 11:44:51,116.3043483,39.9801366,32983.0,14428,"User 34 will move from grid 14428 to grid 14618, arriving around in about 1 weeks, specifically next Saturday."
24355,34,2009-02-27 11:59:36,2009-02-27 12:51:02,116.3451316,40.0251116,3086.0,15189,
24672,34,2009-02-27 12:57:46,2009-02-28 00:09:04,116.3603349,40.0044983,40278.0,15376,"User 34 will move from grid 15376 to grid 14054, arriving around in the next month."
25698,34,2009-02-28 00:44:51,2009-02-28 10:43:29,116.3493166,40.0339349,35918.0,15190,
26268,34,2009-02-28 11:17:57,2009-03-02 03:04:35,116.3010799,39.9780616,143198.0,14428,
28432,34,2009-03-02 04:45:26,2009-03-02 05:20:34,116.3974316,39.855395,2108.0,15926,"User 34 will move from grid 15926 to grid 15379, arriving around 2009-03-05 02:07:57."
30777,34,2009-03-02 07:27:21,2009-03-02 08:47:04,116.3102316,39.9801016,4783.0,14617,"User 34 will move from grid 14617 to grid 14618, arriving around in about 3 days, on 2009-03-06."
31798,34,2009-03-02 09:26:45,2009-03-03 01:14:04,116.3485816,40.0332016,56839.0,15190,"User 34 will move from grid 15190 to grid 17063, arriving around in about 4 months."
31903,34,2009-03-03 01:14:04,2009-03-03 10:47:46,116.3095316,39.9839449,34422.0,14617,"User 34 will move from grid 14617 to grid 14618, arriving around in about 1 weeks, specifically next Thursday."
32866,34,2009-03-03 11:39:46,2009-03-03 12:24:36,116.3485916,40.0331616,2690.0,15190,"User 34 will move from grid 15190 to grid 16874, arriving around in about 4 months."
33348,34,2009-03-03 12:46:59,2009-03-04 01:54:55,116.36306,39.988965,47276.0,15374,"User 34 will move from grid 15374 to grid 16127, arriving around in about 5 months."
33981,34,2009-03-04 02:23:51,2009-03-04 03:09:44,116.3241683,40.0430683,2753.0,14813,"User 34 will move from grid 14813 to grid 14988, arriving around in about 4 months."
34182,34,2009-03-04 03:35:10,2009-03-05 02:07:57,116.3494266,40.0351799,81167.0,15190,
34187,34,2009-03-05 02:07:57,2009-03-06 01:42:56,116.3555816,40.0323966,84899.0,15379,
35702,34,2009-03-06 03:09:57,2009-03-06 09:18:18,116.3098516,39.9890283,22101.0,14618,"User 34 will move from grid 14618 to grid 14054, arriving around in about 2 weeks, specifically next Saturday."
36356,34,2009-03-06 10:06:54,2009-03-06 10:57:19,116.3070483,39.98014,3025.0,14617,
36511,34,2009-03-06 11:07:43,2009-03-07 04:31:40,116.3013466,39.9753266,62637.0,14427,"User 34 will move from grid 14427 to grid 15369, arriving around in about 1 weeks, specifically next Tuesday."
37179,34,2009-03-07 05:10:46,2009-03-07 09:58:25,116.3100649,39.9890466,17259.0,14618,
38286,34,2009-03-07 10:53:20,2009-03-09 00:12:18,116.3486449,40.0329766,134338.0,15190,"User 34 will move from grid 15190 to grid 18937, arriving around in the next month."
38629,34,2009-03-09 00:18:36,2009-03-09 03:54:52,116.34857,40.0331216,12976.0,15190,
40153,34,2009-03-09 05:00:42,2009-03-09 05:53:40,116.2188616,39.9948466,3178.0,13107,
41333,34,2009-03-09 06:45:41,2009-03-09 07:18:54,116.2994816,39.9800499,1993.0,14428,"User 34 will move from grid 14428 to grid 14611, arriving around in about 4 months."
41542,34,2009-03-09 07:24:55,2009-03-09 10:58:15,116.3069216,39.9801683,12800.0,14617,"User 34 will move from grid 14617 to grid 14800, arriving around in about 4 months."
42559,34,2009-03-09 11:49:59,2009-03-10 01:00:09,116.3521733,40.0161049,47410.0,15377,"User 34 will move from grid 15377 to grid 15189, arriving around 2009-03-17 11:14:59."
43067,34,2009-03-10 01:20:49,2009-03-10 08:44:38,116.3131049,39.9845966,26629.0,14617,"User 34 will move from grid 14617 to grid 15185, arriving around in about 1 weeks, specifically next Tuesday."
43268,34,2009-03-10 08:47:57,2009-03-10 09:22:08,116.299865,39.9800049,2051.0,14428,
43397,34,2009-03-10 09:24:34,2009-03-10 10:34:58,116.3023466,39.9801133,4224.0,14428,"User 34 will move from grid 14428 to grid 16131, arriving around in the next month."
44537,34,2009-03-10 11:21:54,2009-03-10 12:34:20,116.3485649,40.0331466,4346.0,15190,"User 34 will move from grid 15190 to grid 15189, arriving around 2009-03-11 08:30:18."
45263,34,2009-03-10 12:59:37,2009-03-11 06:36:22,116.3631799,39.9888933,63405.0,15374,"User 34 will move from grid 15374 to grid 14618, arriving around 2009-03-23 07:41:45."
45372,34,2009-03-11 06:39:35,2009-03-11 08:30:18,116.3437599,40.0339516,6643.0,15190,"User 34 will move from grid 15190 to grid 14988, arriving around 2009-07-18 03:30:11."
45613,34,2009-03-11 08:30:18,2009-03-12 01:50:10,116.3485999,40.0289833,62392.0,15189,"User 34 will move from grid 15189 to grid 15926, arriving around in about 1 days, on 2009-03-13."
46548,34,2009-03-12 02:33:46,2009-03-12 03:53:23,116.3097583,39.9890516,4777.0,14618,"User 34 will move from grid 14618 to grid 14618, arriving around 2009-03-17 01:19:03."
49990,34,2009-03-12 05:16:34,2009-03-12 05:54:40,116.3074533,39.9803983,2286.0,14617,"User 34 will move from grid 14617 to grid 14807, arriving around in about 3 weeks, specifically next Thursday."
50165,34,2009-03-12 06:25:22,2009-03-12 08:29:30,116.305695,39.9815083,7448.0,14617,"User 34 will move from grid 14617 to grid 15379, arriving around 2009-03-12 09:31:01."
51299,34,2009-03-12 09:31:01,2009-03-13 00:00:02,116.356795,40.0339699,52141.0,15379,
51635,34,2009-03-13 00:10:54,2009-03-13 02:54:13,116.348625,40.0332283,9799.0,15190,"User 34 will move from grid 15190 to grid 14618, arriving around 2009-03-18 03:12:40."
53761,34,2009-03-13 04:16:42,2009-03-13 05:00:41,116.3957349,39.8556616,2639.0,15926,"User 34 will move from grid 15926 to grid 14628, arriving around in about 3 weeks, specifically next Sunday."
55423,34,2009-03-13 06:58:49,2009-03-13 08:47:50,116.310705,39.980195,6541.0,14617,
55749,34,2009-03-13 09:29:58,2009-03-13 11:04:43,116.2970049,39.9810783,5685.0,14428,"User 34 will move from grid 14428 to grid 15379, arriving around in about 3 weeks, specifically next Sunday."
56669,34,2009-03-13 11:59:45,2009-03-14 02:58:37,116.3485233,40.0234049,53932.0,15189,"User 34 will move from grid 15189 to grid 15185, arriving around in about 5 days, on 2009-03-19."
57665,34,2009-03-14 03:44:43,2009-03-14 07:48:10,116.3097066,39.9889933,14607.0,14618,"User 34 will move from grid 14618 to grid 16309, arriving around in about 4 weeks, specifically next Thursday."
59541,34,2009-03-14 09:09:51,2009-03-14 09:42:18,116.2832383,39.9979916,1947.0,14241,
60710,34,2009-03-14 10:45:43,2009-03-16 00:24:08,116.3492583,40.034015,135505.0,15190,"User 34 will move from grid 15190 to grid 14239, arriving around in about 4 weeks, specifically next Monday."
61111,34,2009-03-16 00:30:17,2009-03-16 02:14:56,116.3486183,40.0332749,6279.0,15190,"User 34 will move from grid 15190 to grid 16115, arriving around in about 1 weeks, specifically next Monday."
61217,34,2009-03-16 02:14:56,2009-03-16 02:47:09,116.3473533,40.0282866,1933.0,15189,
62074,34,2009-03-16 03:20:14,2009-03-16 04:15:53,116.3096066,39.9800316,3339.0,14617,"User 34 will move from grid 14617 to grid 14810, arriving around 2009-03-20 11:11:16."
62325,34,2009-03-16 04:35:13,2009-03-17 00:07:02,116.3035283,39.9801283,70309.0,14428,
62400,34,2009-03-17 00:07:42,2009-03-17 01:00:21,116.348555,40.0287916,3159.0,15189,"User 34 will move from grid 15189 to grid 14801, arriving around 2009-07-09 06:40:53."
62713,34,2009-03-17 01:19:03,2009-03-17 07:52:51,116.31048,39.9876916,23628.0,14618,"User 34 will move from grid 14618 to grid 14618, arriving around in about 3 weeks, specifically next Monday."
63132,34,2009-03-17 08:37:33,2009-03-17 10:28:06,116.3617466,39.9437949,6633.0,15369,
63402,34,2009-03-17 11:14:59,2009-03-17 12:38:44,116.3403266,40.0300249,5025.0,15189,"User 34 will move from grid 15189 to grid 16499, arriving around 2009-03-25 01:01:17."
64022,34,2009-03-17 12:55:04,2009-03-18 02:30:01,116.3484533,39.9916433,48897.0,15185,
64891,34,2009-03-18 03:12:40,2009-03-18 07:40:20,116.3101249,39.9887649,16060.0,14618,"User 34 will move from grid 14618 to grid 14618, arriving around in about 1 days, on 2009-03-20."
65138,34,2009-03-18 08:04:59,2009-03-18 09:13:35,116.3051816,39.9821983,4116.0,14617,"User 34 will move from grid 14617 to grid 19899, arriving around in about 4 weeks, specifically next Tuesday."
66162,34,2009-03-18 09:56:26,2009-03-19 00:00:05,116.3485516,40.0332233,50619.0,15190,"User 34 will move from grid 15190 to grid 16331, arriving around 2009-04-11 08:35:15."
66813,34,2009-03-19 00:26:24,2009-03-19 03:54:25,116.3486133,40.0332533,12481.0,15190,"User 34 will move from grid 15190 to grid 15189, arriving around in about 3 weeks, specifically next Wednesday."
67981,34,2009-03-19 04:34:52,2009-03-19 10:10:08,116.313095,39.9845433,20116.0,14617,"User 34 will move from grid 14617 to grid 15382, arriving around in about 3 weeks, specifically next Sunday."
68250,34,2009-03-19 10:18:02,2009-03-19 11:30:32,116.2997933,39.9799983,4350.0,14428,"User 34 will move from grid 14428 to grid 15376, arriving around in about 3 days, on 2009-03-23."
68754,34,2009-03-19 11:56:39,2009-03-20 00:00:10,116.3485999,39.9919883,43411.0,15185,"User 34 will move from grid 15185 to grid 15379, arriving around 2009-04-05 00:03:37."
68854,34,2009-03-20 00:00:54,2009-03-20 02:58:56,116.3485649,40.0331066,10682.0,15190,"User 34 will move from grid 15190 to grid 14618, arriving around 2009-04-18 04:45:16."
70022,34,2009-03-20 03:50:32,2009-03-20 07:15:47,116.3097816,39.9889783,12315.0,14618,"User 34 will move from grid 14618 to grid 14800, arriving around 2009-07-13 01:51:42."
70212,34,2009-03-20 07:31:43,2009-03-20 09:42:12,116.3036066,39.9800633,7829.0,14428,
70523,34,2009-03-20 09:42:12,2009-03-20 10:35:38,116.3013849,39.9812633,3206.0,14428,
70815,34,2009-03-20 11:11:16,2009-03-20 11:52:45,116.325755,40.0160949,2489.0,14810,
