,userID,stime,etime,lon,lat,duration,grid,context
0,18,2008-11-04 00:09:34,2008-11-04 01:15:22,116.3869416,39.8589283,3948.0,15737,"User 18 will move from grid 15737 to grid 10449, arriving around 2008-11-11 10:23:00."
144,18,2008-11-04 01:15:22,2008-11-04 09:36:03,116.3867283,39.8632133,30041.0,15738,"User 18 will move from grid 15738 to grid 14803, arriving around 2008-11-05 12:09:13."
217,18,2008-11-04 09:40:54,2008-11-04 10:21:58,116.384205,39.9083583,2464.0,15743,"User 18 will move from grid 15743 to grid 14803, arriving around 2008-11-04 10:32:05."
388,18,2008-11-04 10:32:05,2008-11-05 01:47:33,116.3231716,39.9559016,54928.0,14803,"User 18 will move from grid 14803 to grid 14052, arriving around 2008-11-06 05:42:54."
457,18,2008-11-05 01:47:33,2008-11-05 03:34:56,116.3111033,39.9764333,6443.0,14617,"User 18 will move from grid 14617 to grid 16693, arriving around 2008-11-05 03:34:56."
490,18,2008-11-05 03:34:56,2008-11-05 04:37:51,116.4452333,39.9579916,3775.0,16693,"User 18 will move from grid 16693 to grid 16883, arriving around 2008-11-11 08:05:36."
502,18,2008-11-05 04:37:51,2008-11-05 05:11:39,116.41479,39.8647016,2028.0,16305,"User 18 will move from grid 16305 to grid 16308, arriving around in about 2 days, on 2008-11-07."
712,18,2008-11-05 05:30:30,2008-11-05 06:27:07,116.3956566,39.8640349,3397.0,15927,"User 18 will move from grid 15927 to grid 15932, arriving around 2008-11-07 03:49:41."
1050,18,2008-11-05 06:30:47,2008-11-05 07:18:46,116.3835849,39.8668133,2879.0,15738,"User 18 will move from grid 15738 to grid 18975, arriving around 2008-11-06 03:51:38."
1068,18,2008-11-05 07:18:46,2008-11-05 11:00:19,116.3849849,39.8660583,13293.0,15738,"User 18 will move from grid 15738 to grid 14616, arriving around later today, late at night."
1655,18,2008-11-05 12:09:13,2008-11-06 02:03:38,116.3249283,39.9560616,50065.0,14803,"User 18 will move from grid 14803 to grid 17444, arriving around 2008-12-01 02:54:47."
1755,18,2008-11-06 02:03:38,2008-11-06 02:43:04,116.3113133,39.9758916,2366.0,14616,"User 18 will move from grid 14616 to grid 16690, arriving around 2008-11-06 11:01:04."
3681,18,2008-11-06 03:51:38,2008-11-06 05:36:54,116.5825166,40.0790699,6316.0,18975,"User 18 will move from grid 18975 to grid 17257, arriving around in about 1 days, on 2008-11-07."
3867,18,2008-11-06 05:42:54,2008-11-06 07:03:37,116.2769283,39.9979916,4843.0,14052,"User 18 will move from grid 14052 to grid 15746, arriving around later today, in the morning."
5752,18,2008-11-06 08:39:09,2008-11-06 09:12:02,116.3839166,39.9352666,1973.0,15746,"User 18 will move from grid 15746 to grid 15932, arriving around in about 1 weeks, specifically next Saturday."
6279,18,2008-11-06 09:39:03,2008-11-06 10:30:58,116.3997383,39.9260516,3115.0,16123,"User 18 will move from grid 16123 to grid 15928, arriving around 2008-11-07 11:51:09."
7133,18,2008-11-06 11:01:04,2008-11-06 23:54:01,116.4444399,39.9287116,46377.0,16690,"User 18 will move from grid 16690 to grid 10461, arriving around in about 4 weeks, specifically next Friday."
8411,18,2008-11-07 01:20:18,2008-11-07 02:58:09,116.3943733,39.9179966,5871.0,15933,"User 18 will move from grid 15933 to grid 16882, arriving around in about 4 weeks, specifically next Friday."
8573,18,2008-11-07 02:58:09,2008-11-07 03:40:47,116.3916866,39.9170316,2558.0,15933,"User 18 will move from grid 15933 to grid 14803, arriving around in about 5 days, on 2008-11-12."
8797,18,2008-11-07 03:49:41,2008-11-07 04:22:17,116.391255,39.9080733,1956.0,15932,"User 18 will move from grid 15932 to grid 12000, arriving around in about 1 days, on 2008-11-08."
9342,18,2008-11-07 04:39:42,2008-11-07 07:38:26,116.4279933,39.8810966,10724.0,16496,"User 18 will move from grid 16496 to grid 15935, arriving around in about 3 weeks, specifically next Tuesday."
9528,18,2008-11-07 07:50:34,2008-11-07 08:48:33,116.4156816,39.8915533,3479.0,16308,"User 18 will move from grid 16308 to grid 13131, arriving around later today, late at night."
