,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
408,130,2009-07-06 19:25:55,2009-07-11 14:36:08,116.301334,39.97438,414613.0,14427,"User 130 will move from grid 14427 to grid 14617, arriving around in about 2 months.","User 130 will move from grid 14427 to grid 14617, at 2009-08-30 15:30:19."
1977,130,2009-07-11 16:03:12,2009-07-12 12:29:05,116.33297,40.078988,73553.0,15006,"User 130 will move from grid 15006 to grid 14616, arriving around in about 2 months.","User 130 will move from grid 15006 to grid 14616, at 2009-09-09 18:02:26."
2619,130,2009-07-12 12:29:05,2009-07-12 13:02:09,116.299579,39.974479,1984.0,14427,"User 130 will move from grid 14427 to grid 14238, arriving around in about 3 weeks, specifically next Saturday.","User 130 will move from grid 14427 to grid 14238, at 2009-08-01 15:18:37."
4176,130,2009-07-12 13:37:56,2009-07-12 14:19:20,116.304611,39.881032,2484.0,14417,"User 130 will move from grid 14417 to grid 14970, at 2009-07-12 17:43:34.","User 130 will move from grid 14417 to grid 14970, at 2009-07-12 17:43:34."
5665,130,2009-07-12 15:03:29,2009-07-12 17:24:54,116.348587,39.757795,8485.0,15159,"User 130 will move from grid 15159 to grid 14998, arriving around in about 2 months.","User 130 will move from grid 15159 to grid 14998, at 2009-09-09 21:38:20."
7036,130,2009-07-12 17:43:34,2009-07-12 19:08:38,116.336742,39.757717,5104.0,14970,"User 130 will move from grid 14970 to grid 16882, at 2009-08-28 14:09:19.","User 130 will move from grid 14970 to grid 16882, at 2009-08-28 14:09:19."
9671,130,2009-07-12 19:58:06,2009-07-12 21:46:36,116.300186,39.971096,6510.0,14427,"User 130 will move from grid 14427 to grid 14617, arriving around in about 2 months.","User 130 will move from grid 14427 to grid 14617, at 2009-09-09 19:50:41."
11397,130,2009-08-01 15:18:37,2009-08-01 15:59:31,116.289609,39.973017,2454.0,14238,"User 130 will move from grid 14238 to grid 14050, at 2009-08-01 16:08:06.","User 130 will move from grid 14238 to grid 14050, at 2009-08-01 16:08:06."
11802,130,2009-08-01 16:08:06,2009-08-01 18:30:28,116.277818,39.977681,8542.0,14050,"User 130 will move from grid 14050 to grid 14806, arriving around in about 4 weeks, specifically next Sunday.","User 130 will move from grid 14050 to grid 14806, at 2009-08-30 18:15:08."
12444,130,2009-08-28 13:25:36,2009-08-28 14:09:19,116.33533,39.975345,2623.0,14994,,
12451,130,2009-08-28 14:09:19,2009-08-28 18:02:57,116.447201,39.9579,14018.0,16882,,
12625,130,2009-08-28 18:02:57,2009-08-29 17:32:12,116.296896,39.974206,84555.0,14427,"User 130 will move from grid 14427 to grid 16886, at 2009-08-29 18:19:52.","User 130 will move from grid 14427 to grid 16886, at 2009-08-29 18:19:52."
14245,130,2009-08-29 18:19:52,2009-08-29 21:35:01,116.454599,39.992108,11709.0,16886,"User 130 will move from grid 16886 to grid 14996, arriving around in about 2 weeks, specifically next Saturday.","User 130 will move from grid 16886 to grid 14996, at 2009-09-12 13:56:33."
15549,130,2009-08-29 22:07:26,2009-08-30 14:43:00,116.301402,39.974665,59734.0,14427,"User 130 will move from grid 14427 to grid 15935, arriving around in about 2 weeks, specifically next Friday.","User 130 will move from grid 14427 to grid 15935, at 2009-09-11 19:21:03."
15720,130,2009-08-30 14:43:00,2009-08-30 15:20:55,116.300486,39.970992,2275.0,14427,,
16431,130,2009-08-30 15:30:19,2009-08-30 17:25:31,116.313222,39.979554,6912.0,14617,,
16925,130,2009-08-30 18:15:08,2009-09-05 12:40:57,116.320608,39.980039,498349.0,14806,,
17204,130,2009-09-05 12:56:29,2009-09-09 17:54:36,116.296817,39.97109,363487.0,14427,"User 130 will move from grid 14427 to grid 14617, at 2009-09-09 19:03:44.","User 130 will move from grid 14427 to grid 14617, at 2009-09-09 19:03:44."
17407,130,2009-09-09 18:02:26,2009-09-09 19:03:44,116.313177,39.97484,3678.0,14616,"User 130 will move from grid 14616 to grid 16880, at 2009-09-12 17:56:12.","User 130 will move from grid 14616 to grid 16880, at 2009-09-12 17:56:12."
18034,130,2009-09-09 19:03:44,2009-09-09 19:50:35,116.307178,39.9801,2811.0,14617,"User 130 will move from grid 14617 to grid 15186, arriving around in about 3 days, on 2009-09-12.","User 130 will move from grid 14617 to grid 15186, at 2009-09-12 21:11:35."
18389,130,2009-09-09 19:50:41,2009-09-09 21:21:43,116.30705,39.980077,5462.0,14617,"User 130 will move from grid 14617 to grid 15186, arriving around in about 3 days, on 2009-09-13.","User 130 will move from grid 14617 to grid 15186, at 2009-09-13 19:04:58."
19444,130,2009-09-09 21:38:20,2009-09-09 22:32:37,116.33682,40.006241,3257.0,14998,"User 130 will move from grid 14998 to grid 15933, arriving around in about 3 days, on 2009-09-13.","User 130 will move from grid 14998 to grid 15933, at 2009-09-13 16:28:19."
20230,130,2009-09-09 22:53:00,2009-09-10 03:06:35,116.343043,40.0063,15215.0,15187,"User 130 will move from grid 15187 to grid 15186, at 2009-09-11 21:49:50.","User 130 will move from grid 15187 to grid 15186, at 2009-09-11 21:49:50."
21608,130,2009-09-10 03:06:35,2009-09-10 07:19:41,116.345241,40.007463,15186.0,15187,"User 130 will move from grid 15187 to grid 16880, arriving around in about 2 days, on 2009-09-12.","User 130 will move from grid 15187 to grid 16880, at 2009-09-12 15:32:26."
21609,130,2009-09-10 07:19:41,2009-09-11 18:27:06,116.342949,40.0062,126445.0,15187,,
23902,130,2009-09-11 19:21:03,2009-09-11 21:04:36,116.389826,39.935076,6213.0,15935,,
25129,130,2009-09-11 21:49:50,2009-09-11 23:13:36,116.346684,39.998092,5026.0,15186,"User 130 will move from grid 15186 to grid 14994, arriving around in about 6 days, on 2009-09-18.","User 130 will move from grid 15186 to grid 14994, at 2009-09-18 10:06:53."
26151,130,2009-09-11 23:22:50,2009-09-12 13:53:32,116.346993,40.007034,52242.0,15187,,
27375,130,2009-09-12 13:56:33,2009-09-12 15:00:35,116.336678,39.99169,3842.0,14996,,
