,userID,stime,etime,lon,lat,duration,grid,context_fuzzy,context_precise
778,64,2008-08-15 08:22:09,2008-08-16 00:17:02,116.301395,39.986169,57293.0,14429,"User 64 will move from grid 14429 to grid 15939, at 2008-08-16 09:50:20.","User 64 will move from grid 14429 to grid 15939, at 2008-08-16 09:50:20."
1573,64,2008-08-16 00:52:10,2008-08-16 06:18:59,116.387401,39.962252,19609.0,15938,"User 64 will move from grid 15938 to grid 16496, arriving around in about 1 days, on 2008-08-17.","User 64 will move from grid 15938 to grid 16496, at 2008-08-17 06:29:48."
1776,64,2008-08-16 06:20:17,2008-08-16 07:05:20,116.401306,39.989239,2703.0,16130,"User 64 will move from grid 16130 to grid 15942, at 2008-08-16 07:10:02.","User 64 will move from grid 16130 to grid 15942, at 2008-08-16 07:10:02."
2242,64,2008-08-16 07:10:02,2008-08-16 07:42:26,116.393809,39.998043,1944.0,15942,"User 64 will move from grid 15942 to grid 15753, at 2008-08-16 07:42:26.","User 64 will move from grid 15942 to grid 15753, at 2008-08-16 07:42:26."
2828,64,2008-08-16 07:42:26,2008-08-16 09:35:54,116.386774,39.99805,6808.0,15753,"User 64 will move from grid 15753 to grid 15938, arriving around later today, late at night.","User 64 will move from grid 15753 to grid 15938, at 2008-08-17 00:56:33."
4951,64,2008-08-16 09:50:20,2008-08-16 11:57:36,116.395375,39.967597,7636.0,15939,"User 64 will move from grid 15939 to grid 15938, arriving around later today, late at night.","User 64 will move from grid 15939 to grid 15938, at 2008-08-17 00:24:25."
5962,64,2008-08-16 12:31:40,2008-08-16 23:53:37,116.301074,39.987471,40917.0,14429,"User 64 will move from grid 14429 to grid 15749, arriving around in about 3 days, on 2008-08-20.","User 64 will move from grid 14429 to grid 15749, at 2008-08-20 00:21:34."
7029,64,2008-08-17 00:24:25,2008-08-17 00:56:33,116.387886,39.962001,1928.0,15938,"User 64 will move from grid 15938 to grid 15938, at 2008-08-17 08:24:32.","User 64 will move from grid 15938 to grid 15938, at 2008-08-17 08:24:32."
7049,64,2008-08-17 00:56:33,2008-08-17 06:20:06,116.390422,39.96345,19413.0,15938,"User 64 will move from grid 15938 to grid 15749, at 2008-08-18 00:30:31.","User 64 will move from grid 15938 to grid 15749, at 2008-08-18 00:30:31."
7338,64,2008-08-17 06:29:48,2008-08-17 07:03:44,116.427877,39.881164,2036.0,16496,,
8874,64,2008-08-17 08:24:32,2008-08-17 11:08:27,116.388625,39.962362,9835.0,15938,"User 64 will move from grid 15938 to grid 14617, at 2008-08-17 11:23:25.","User 64 will move from grid 15938 to grid 14617, at 2008-08-17 11:23:25."
9543,64,2008-08-17 11:23:25,2008-08-17 13:31:29,116.310871,39.980177,7684.0,14617,"User 64 will move from grid 14617 to grid 14247, arriving around in about 2 days, on 2008-08-20.","User 64 will move from grid 14617 to grid 14247, at 2008-08-20 06:36:56."
9985,64,2008-08-17 13:38:13,2008-08-18 00:02:37,116.300528,39.989044,37464.0,14429,,
10743,64,2008-08-18 00:30:31,2008-08-18 10:49:03,116.384075,39.966883,37112.0,15749,,
12127,64,2008-08-18 11:32:59,2008-08-20 00:05:38,116.301401,39.988317,131559.0,14429,,
12726,64,2008-08-20 00:21:34,2008-08-20 06:13:36,116.384084,39.966938,21122.0,15749,"User 64 will move from grid 15749 to grid 15749, arriving around later today, in the morning.","User 64 will move from grid 15749 to grid 15749, at 2008-08-20 08:20:12."
13270,64,2008-08-20 06:36:56,2008-08-20 07:15:36,116.291662,40.051898,2320.0,14247,"User 64 will move from grid 14247 to grid 14246, arriving around later today, in the morning.","User 64 will move from grid 14247 to grid 14246, at 2008-08-20 07:17:42."
13408,64,2008-08-20 07:17:42,2008-08-20 07:52:24,116.289747,40.046972,2082.0,14246,"User 64 will move from grid 14246 to grid 15743, arriving around in about 1 weeks, specifically next Friday.","User 64 will move from grid 14246 to grid 15743, at 2008-08-29 11:27:50."
