,userID,stime,etime,lon,lat,duration,grid,context
498,96,2008-07-10 10:32:21,2008-07-10 11:33:20,116.32752,39.980447,3659.0,14806,
1301,96,2008-07-10 11:33:20,2008-07-10 12:54:53,116.328459,39.979991,4893.0,14806,"User 96 will move from grid 14806 to grid 14807, arriving around in about 4 days, on 2008-07-15."
2230,96,2008-07-10 13:13:44,2008-07-10 13:47:13,116.321291,40.007065,2009.0,14809,
3102,96,2008-07-10 14:04:26,2008-07-10 14:35:06,116.319454,40.007042,1840.0,14809,"User 96 will move from grid 14809 to grid 14807, arriving around 2008-07-18 03:55:04."
3571,96,2008-07-10 14:36:29,2008-07-10 20:37:28,116.319226,40.007866,21659.0,14809,"User 96 will move from grid 14809 to grid 14618, arriving around in about 4 months."
8903,96,2008-07-10 20:37:38,2008-07-11 00:39:06,116.319293,40.007135,14488.0,14809,
13148,96,2008-07-11 00:55:06,2008-07-11 11:37:05,116.327018,39.980024,38519.0,14806,"User 96 will move from grid 14806 to grid 14629, arriving around 2008-08-31 09:26:48."
14219,96,2008-07-11 12:08:13,2008-07-12 05:04:27,116.31954,40.00706,60974.0,14809,"User 96 will move from grid 14809 to grid 14805, arriving around 2008-07-14 01:01:05."
14847,96,2008-07-12 05:20:27,2008-07-12 09:28:37,116.327107,39.980034,14890.0,14806,"User 96 will move from grid 14806 to grid 14440, arriving around later today, in the morning."
16356,96,2008-07-12 10:04:08,2008-07-14 00:48:38,116.301404,40.090034,139470.0,14440,"User 96 will move from grid 14440 to grid 14805, arriving around 2008-07-15 05:50:29."
16869,96,2008-07-14 01:01:05,2008-07-15 00:56:35,116.327063,39.975172,86130.0,14805,
17253,96,2008-07-15 01:04:15,2008-07-15 03:58:15,116.327076,39.980016,10440.0,14806,"User 96 will move from grid 14806 to grid 14616, arriving around 2008-07-15 04:04:09."
20841,96,2008-07-15 04:04:09,2008-07-15 05:45:04,116.313126,39.974951,6055.0,14616,
21256,96,2008-07-15 05:50:29,2008-07-15 10:12:45,116.325013,39.975101,15736.0,14805,"User 96 will move from grid 14805 to grid 14440, arriving around in about 4 months."
21712,96,2008-07-15 10:18:37,2008-07-16 00:49:06,116.327013,39.989122,52229.0,14807,"User 96 will move from grid 14807 to grid 14629, arriving around 2008-07-19 10:45:00."
22178,96,2008-07-16 01:00:58,2008-07-16 14:01:34,116.327119,39.98006,46836.0,14806,
23095,96,2008-07-16 14:16:16,2008-07-17 00:40:03,116.321204,40.007069,37427.0,14809,
23654,96,2008-07-17 00:55:23,2008-07-17 12:41:22,116.327124,39.980057,42359.0,14806,"User 96 will move from grid 14806 to grid 15373, arriving around in about 3 months."
24441,96,2008-07-17 12:57:47,2008-07-17 17:01:42,116.321266,40.007081,14635.0,14809,"User 96 will move from grid 14809 to grid 14995, arriving around in about 1 days, on 2008-07-19."
24616,96,2008-07-17 17:02:09,2008-07-18 00:48:34,116.319404,40.007899,27985.0,14809,
31079,96,2008-07-18 01:04:12,2008-07-18 03:50:49,116.327273,39.980062,9997.0,14806,"User 96 will move from grid 14806 to grid 14440, arriving around in about 1 days, on 2008-07-19."
31631,96,2008-07-18 03:55:04,2008-07-18 09:38:15,116.327059,39.989098,20591.0,14807,
33248,96,2008-07-18 10:16:11,2008-07-18 14:37:06,116.327118,39.980025,15655.0,14806,
33863,96,2008-07-18 14:51:21,2008-07-19 08:41:30,116.321286,40.007049,64209.0,14809,
