,userID,stime,etime,lon,lat,duration,grid,context
1337,13,2008-09-27 12:46:36,2008-09-27 23:38:08,116.418556,39.962045,39092.0,16316,"User 13 will move from grid 16316 to grid 11614, arriving around in the next month."
2778,13,2008-09-28 00:09:53,2008-09-28 04:48:30,116.336733,39.975166,16717.0,14994,"User 13 will move from grid 14994 to grid 16504, arriving around in about 1 weeks, specifically next Monday."
3272,13,2008-09-28 04:51:31,2008-09-28 06:16:41,116.313157,39.974704,5110.0,14616,
32788,13,2008-10-06 10:03:50,2008-10-06 10:54:07,116.419285,39.955772,3017.0,16315,
33044,13,2008-10-06 10:54:34,2008-10-06 23:24:02,116.422769,39.953478,44968.0,16504,"User 13 will move from grid 16504 to grid 14803, arriving around in about 4 days, on 2008-10-11."
35114,13,2008-10-07 00:01:32,2008-10-07 09:31:49,116.33671,39.975124,34217.0,14994,
36900,13,2008-10-07 10:05:37,2008-10-07 23:26:03,116.418686,39.962068,48026.0,16316,
38391,13,2008-10-08 00:04:03,2008-10-08 09:23:36,116.336718,39.975246,33573.0,14994,"User 13 will move from grid 14994 to grid 11614, arriving around in about 2 weeks, specifically next Friday."
40053,13,2008-10-08 10:01:13,2008-10-08 23:22:10,116.419303,39.955706,48057.0,16315,"User 13 will move from grid 16315 to grid 16325, arriving around in about 1 weeks, specifically next Saturday."
41479,13,2008-10-08 23:55:49,2008-10-09 10:03:00,116.336726,39.975145,36431.0,14994,"User 13 will move from grid 14994 to grid 16504, arriving around in about 1 weeks, specifically next Thursday."
42701,13,2008-10-09 10:27:14,2008-10-10 00:00:16,116.418823,39.962028,48782.0,16316,
42832,13,2008-10-10 00:00:16,2008-10-10 09:46:03,116.332324,39.975403,35147.0,14994,"User 13 will move from grid 14994 to grid 16128, arriving around in about 1 weeks, specifically next Saturday."
44716,13,2008-10-10 10:30:22,2008-10-11 01:50:56,116.41925,39.955965,55234.0,16315,
45827,13,2008-10-11 02:27:18,2008-10-11 04:05:44,116.324969,39.956332,5906.0,14803,
47457,13,2008-10-11 04:52:59,2008-10-12 23:25:57,116.419257,39.957817,153178.0,16315,"User 13 will move from grid 16315 to grid 16504, arriving around in about 3 days, on 2008-10-16."
48992,13,2008-10-13 00:05:58,2008-10-13 04:32:21,116.336664,39.975246,15983.0,14994,
49359,13,2008-10-13 04:32:21,2008-10-13 08:46:01,116.336826,39.975082,15220.0,14994,
51174,13,2008-10-13 09:43:51,2008-10-13 23:20:10,116.419256,39.95783,48979.0,16315,"User 13 will move from grid 16315 to grid 11614, arriving around in about 2 weeks, specifically next Sunday."
52704,13,2008-10-13 23:57:50,2008-10-14 08:56:48,116.33668,39.975312,32338.0,14994,
54286,13,2008-10-14 09:28:30,2008-10-14 23:26:08,116.419341,39.955605,50258.0,16315,
55839,13,2008-10-15 00:12:17,2008-10-15 08:53:05,116.336692,39.975307,31248.0,14994,"User 13 will move from grid 14994 to grid 14995, arriving around in about 4 weeks, specifically next Monday."
57771,13,2008-10-15 09:37:59,2008-10-15 23:25:02,116.419255,39.955504,49623.0,16315,
59165,13,2008-10-15 23:58:00,2008-10-16 09:04:33,116.336686,39.975236,32793.0,14994,
60010,13,2008-10-16 09:41:01,2008-10-16 10:23:04,116.419239,39.95574,2523.0,16315,
60266,13,2008-10-16 10:48:37,2008-10-16 12:22:05,116.423035,39.95472,5608.0,16504,"User 13 will move from grid 16504 to grid 11614, arriving around 2008-10-26 10:28:48."
60958,13,2008-10-16 12:22:08,2008-10-16 13:04:32,116.422217,39.955135,2544.0,16315,"User 13 will move from grid 16315 to grid 16127, arriving around in about 4 months."
61595,13,2008-10-16 13:04:41,2008-10-16 23:22:35,116.423593,39.955228,37074.0,16504,"User 13 will move from grid 16504 to grid 16115, arriving around 2008-11-01 02:03:14."
66606,13,2008-10-17 00:04:25,2008-10-17 09:37:34,116.336733,39.975302,34389.0,14994,
68533,13,2008-10-17 10:12:29,2008-10-18 02:17:36,116.419253,39.955898,57907.0,16315,"User 13 will move from grid 16315 to grid 16126, arriving around in about 2 weeks, specifically next Sunday."
69500,13,2008-10-18 02:32:33,2008-10-18 03:38:45,116.413665,40.043021,3972.0,16325,"User 13 will move from grid 16325 to grid 16325, arriving around 2008-10-18 03:38:45."
70836,13,2008-10-18 03:38:45,2008-10-18 04:51:20,116.413638,40.043011,4355.0,16325,
74659,13,2008-10-18 07:15:46,2008-10-18 07:55:06,116.400594,39.97107,2360.0,16128,
76025,13,2008-10-18 08:08:51,2008-10-19 23:21:00,116.419246,39.955864,141129.0,16315,"User 13 will move from grid 16315 to grid 16126, arriving around in about 2 weeks, specifically next Sunday."
77578,13,2008-10-20 00:02:15,2008-10-20 09:28:51,116.336694,39.975327,33996.0,14994,"User 13 will move from grid 14994 to grid 15371, arriving around in about 3 days, on 2008-10-24."
79502,13,2008-10-20 10:03:16,2008-10-20 23:21:36,116.419253,39.955843,47900.0,16315,
81665,13,2008-10-21 00:06:13,2008-10-21 09:29:30,116.336739,39.975375,33797.0,14994,"User 13 will move from grid 14994 to grid 16504, arriving around 2008-11-02 05:06:12."
83465,13,2008-10-21 09:58:50,2008-10-21 23:19:25,116.419245,39.95578,48035.0,16315,"User 13 will move from grid 16315 to grid 11614, arriving around in about 2 days, on 2008-10-24."
85358,13,2008-10-21 23:52:57,2008-10-22 10:21:06,116.33673,39.975256,37689.0,14994,
85683,13,2008-10-22 10:21:06,2008-10-22 23:21:38,116.418898,39.961897,46832.0,16316,"User 13 will move from grid 16316 to grid 16505, arriving around in about 3 weeks, specifically next Sunday."
87455,13,2008-10-23 00:08:41,2008-10-23 10:25:51,116.336706,39.975282,37030.0,14994,
89266,13,2008-10-23 11:05:00,2008-10-23 23:31:17,116.419238,39.955764,44777.0,16315,
92695,13,2008-10-24 00:15:10,2008-10-24 11:00:06,116.36028,39.966704,38696.0,15371,
93253,13,2008-10-24 11:00:06,2008-10-24 12:59:31,116.127925,40.166947,7165.0,11614,
93908,13,2008-10-24 12:59:34,2008-10-26 10:28:46,116.128042,40.168491,163752.0,11614,
96571,13,2008-10-26 10:28:48,2008-10-26 12:48:30,116.127693,40.16875,8382.0,11614,
97078,13,2008-10-26 12:49:06,2008-10-28 10:18:36,116.127725,40.166975,163770.0,11614,
103302,13,2008-10-28 10:18:40,2008-10-31 08:13:59,116.127802,40.168088,251719.0,11614,
113085,13,2008-10-31 09:56:02,2008-11-01 00:31:06,116.419241,39.955778,52504.0,16315,
116974,13,2008-11-01 02:03:14,2008-11-01 02:42:36,116.407456,39.855465,2362.0,16115,
117620,13,2008-11-01 02:51:38,2008-11-02 01:48:30,116.419241,39.955827,82612.0,16315,
119245,13,2008-11-02 02:31:08,2008-11-02 03:35:23,116.409596,39.95309,3855.0,16126,
119856,13,2008-11-02 03:35:23,2008-11-02 04:16:17,116.409582,39.953075,2454.0,16126,
