,userID,stime,etime,lon,lat,duration,grid
0,000,2008-10-23 03:01:40,2008-10-23 04:08:07,116.301309,39.984345,3987.0,14428
1,000,2008-10-23 04:30:57,2008-10-23 09:44:15,116.322261,39.998151,18798.0,14808
2,000,2008-10-23 09:44:15,2008-10-23 10:14:21,116.321396,40.007122,1806.0,14809
3,000,2008-10-23 10:28:45,2008-10-26 13:44:12,116.319674,40.007457,270927.0,14809
4,000,2008-10-26 15:03:47,2008-10-27 11:54:52,116.320306,39.926631,75065.0,14800
5,000,2008-10-27 12:03:59,2008-10-28 00:38:31,116.324088,40.007143,45272.0,14809
6,000,2008-10-28 00:38:31,2008-10-28 01:27:56,116.297269,40.012594,2965.0,14432
7,000,2008-10-28 02:47:56,2008-10-28 05:03:02,116.313268,40.004289,8106.0,14620
8,000,2008-10-28 05:03:02,2008-10-29 09:21:43,116.319636,40.007635,101921.0,14809
9,000,2008-10-29 09:44:03,2008-11-03 10:13:41,116.327742,39.97019,433778.0,14805
10,000,2008-11-03 10:15:51,2008-11-03 23:23:28,116.326645,39.996877,47257.0,14808
11,000,2008-11-04 00:01:18,2008-11-04 01:17:23,116.301391,40.008332,4565.0,14431
12,000,2008-11-04 02:30:43,2008-11-04 03:03:13,116.296752,40.007063,1950.0,14431
13,000,2008-11-04 03:23:48,2008-11-10 01:36:42,116.313291,40.004341,511974.0,14620
14,000,2008-11-10 01:46:27,2008-11-10 03:35:22,116.327105,39.9799,6535.0,14806
15,000,2008-11-10 03:40:42,2008-11-11 00:17:09,116.327001,39.989265,74187.0,14807
16,000,2008-11-11 00:17:09,2008-11-11 01:00:59,116.29693,40.011438,2630.0,14431
17,000,2008-11-11 02:30:39,2008-11-12 02:30:08,116.313188,40.003984,86369.0,14620
18,000,2008-11-12 02:51:55,2008-11-12 03:32:57,116.324625,39.99969,2462.0,14808
19,000,2008-11-12 03:37:23,2008-11-12 04:24:57,116.32451,40.007138,2854.0,14809
20,000,2008-11-12 04:52:19,2008-11-13 06:52:04,116.321506,40.008973,93585.0,14809
21,000,2008-11-13 06:52:04,2008-11-13 07:36:14,116.319394,40.005306,2650.0,14809
22,000,2008-11-13 07:50:34,2008-11-13 11:03:09,116.317337,39.953094,11555.0,14803
23,000,2008-11-13 11:06:24,2008-11-13 14:01:21,116.323682,40.001233,10497.0,14808
24,000,2008-11-13 14:01:21,2008-11-14 01:53:45,116.324611,40.015903,42744.0,14810
25,000,2008-11-14 01:53:45,2008-11-14 03:49:53,116.319723,40.007014,6968.0,14809
26,000,2008-11-14 03:56:20,2008-11-14 07:04:48,116.321231,40.007126,11308.0,14809
27,000,2008-11-14 07:04:48,2008-11-14 10:18:46,116.321477,40.00625,11638.0,14809
28,000,2008-11-14 10:18:46,2008-11-14 16:16:00,116.324281,40.007067,21434.0,14809
29,000,2008-11-14 16:24:45,2008-11-15 01:03:13,116.321503,40.009224,31108.0,14809
30,000,2008-11-15 01:03:13,2008-11-15 03:30:45,116.32097,40.006904,8852.0,14809
31,000,2008-11-15 04:08:25,2008-11-17 05:11:38,116.32154,40.006881,176593.0,14809
32,000,2008-11-17 05:12:03,2008-11-17 15:56:23,116.321475,40.007039,38660.0,14809
33,000,2008-11-17 16:06:03,2008-11-18 10:55:41,116.324969,40.007496,67778.0,14809
34,000,2008-11-18 11:04:31,2008-11-18 16:20:13,116.325929,39.998036,18942.0,14808
35,000,2008-11-18 16:20:13,2008-11-19 01:28:11,116.324636,39.999689,32878.0,14808
36,000,2008-11-19 01:30:16,2008-11-19 11:22:35,116.324026,40.007022,35539.0,14809
37,000,2008-11-19 11:27:10,2008-11-19 13:23:06,116.324556,40.007181,6956.0,14809
38,000,2008-11-19 13:47:56,2008-11-20 03:57:41,116.301001,39.985464,50985.0,14429
39,000,2008-11-20 04:05:21,2008-11-22 01:44:14,116.321688,40.008927,164333.0,14809
40,000,2008-11-22 01:54:59,2008-11-22 04:52:09,116.324811,39.999826,10630.0,14808
41,000,2008-11-22 04:52:09,2008-11-22 05:38:53,116.322943,40.008926,2804.0,14809
42,000,2008-11-22 05:53:35,2008-11-23 10:21:58,116.310369,39.979892,102503.0,14617
43,000,2008-12-01 11:22:57,2008-12-02 07:15:36,116.323835,40.007075,71559.0,14809
44,000,2008-12-02 07:18:56,2008-12-02 10:51:29,116.327068,39.999205,12753.0,14808
45,000,2008-12-02 10:51:29,2008-12-03 03:23:31,116.322279,40.008258,59522.0,14809
46,000,2008-12-03 03:27:36,2008-12-03 15:12:11,116.324191,40.007208,42275.0,14809
47,000,2008-12-03 15:15:56,2008-12-03 23:52:19,116.324055,40.007137,30983.0,14809
48,000,2008-12-03 23:52:19,2008-12-10 02:35:08,116.320311,40.006982,528169.0,14809
49,000,2008-12-10 02:37:28,2008-12-10 07:55:02,116.31937,39.998174,19054.0,14808
50,000,2008-12-10 08:02:22,2008-12-11 04:46:29,116.324459,39.999719,74647.0,14808
51,000,2008-12-11 04:46:29,2008-12-11 12:14:37,116.321618,40.008467,26888.0,14809
52,000,2008-12-11 12:14:37,2008-12-12 04:25:30,116.317812,40.004538,58253.0,14809
53,000,2008-12-12 04:40:40,2008-12-12 06:22:19,116.319349,39.998126,6099.0,14808
54,000,2008-12-12 06:40:27,2008-12-12 10:12:41,116.321324,40.008974,12734.0,14809
55,000,2008-12-12 10:17:41,2008-12-14 01:10:56,116.322599,40.007092,139995.0,14809
56,000,2009-03-30 00:57:28,2009-03-30 03:47:32,116.321248,40.007064,10204.0,14809
